Jan 1, 2014|Wednesday|2|3|1|2|0|2|1|5|3|3|5|11|17|9|11|12|13|10|7|4|4|1|2|1|129|228|North
Jan 2, 2014|Thursday|0|0|0|0|3|11|6|17|8|10|15|12|15|14|15|21|27|24|20|10|6|14|4|0|252|228|North
Jan 3, 2014|Friday|1|1|0|1|4|7|16|24|10|11|15|21|16|28|24|25|24|23|22|18|7|3|4|2|307|228|North
Jan 4, 2014|Saturday|2|2|0|4|5|6|9|3|7|8|12|19|14|20|13|16|11|14|9|13|8|6|3|1|205|228|North
Jan 5, 2014|Sunday|1|1|1|0|0|0|5|2|6|0|4|8|6|9|6|6|4|10|3|5|2|1|1|0|81|228|North
Jan 6, 2014|Monday|0|0|1|2|3|6|5|11|6|6|5|3|10|6|12|11|14|15|10|2|5|1|5|2|141|228|North
Jan 7, 2014|Tuesday|0|0|0|2|2|8|6|6|9|16|8|6|8|18|15|18|22|19|17|2|7|4|5|0|198|228|North
Jan 8, 2014|Wednesday|0|1|0|3|3|7|7|20|8|10|9|20|11|17|22|20|21|29|22|10|3|6|6|2|257|228|North
Jan 9, 2014|Thursday|1|1|0|3|4|9|17|15|13|17|15|18|9|18|13|22|29|20|27|8|12|9|5|5|290|228|North
Jan 10, 2014|Friday|0|1|0|2|3|5|11|16|16|19|16|21|31|17|17|32|37|23|11|13|12|6|9|3|321|228|North
Jan 11, 2014|Saturday|2|0|1|0|1|8|10|9|19|21|13|16|31|26|16|28|8|16|6|9|8|7|3|1|259|228|North
Jan 12, 2014|Sunday|1|0|0|0|0|1|5|3|15|8|13|13|16|11|18|13|13|18|4|6|3|3|0|0|164|228|North
* Jan 13,|2014|Monday|0|0|0|1|3|11|10|19|15|11|14|14|13|20|17|18|21|27|14|8|6|9|2|4|257|228|North
* Jan 14,|2014|Tuesday|0|0|0|1|5|10|11|15|10|10|10|13|13|18|13|17|20|24|24|10|5|3|2|2|236|228|North
Jan 15, 2014|Wednesday|0|1|1|4|7|5|14|19|22|15|14|15|15|18|20|29|24|25|13|7|7|10|2|0|287|228|North
Jan 16, 2014|Thursday|1|0|0|4|6|10|9|18|11|11|9|11|6|12|10|16|25|24|11|5|9|6|3|0|217|228|North
Jan 17, 2014|Friday|1|0|0|3|5|4|9|26|12|14|22|14|22|23|14|25|37|34|27|24|11|13|10|1|351|228|North
Jan 18, 2014|Saturday|1|2|0|2|3|5|6|14|18|17|22|22|20|15|13|20|18|16|15|12|5|5|5|0|256|228|North
Jan 19, 2014|Sunday|0|0|0|2|3|1|5|10|8|11|8|20|9|15|15|12|16|11|8|4|7|4|2|0|171|228|North
Jan 20, 2014|Monday|0|0|1|3|5|8|10|13|21|6|12|7|10|22|12|8|14|21|13|5|16|6|1|2|216|228|North
Jan 21, 2014|Tuesday|0|1|0|4|6|4|11|9|7|9|4|9|7|16|8|14|20|25|36|7|5|4|2|1|209|228|North
Jan 22, 2014|Wednesday|1|0|1|4|5|6|12|15|11|9|13|9|10|22|25|15|25|14|23|6|11|8|3|1|249|228|North
Jan 23, 2014|Thursday|1|0|0|3|3|5|15|15|9|12|16|14|12|15|10|26|24|26|22|6|10|6|6|2|258|228|North
