DATE,DAY,1 am,2 am,3 am,4 am,5 am,6 am,7 am,8 am,9 am,10 am,11 am,Noon,1 pm,2 pm,3 pm,4 pm,5 pm,6 pm,7 pm,8 pm,9 pm,10 pm,11 pm,12 mid,TOTAL,Station number,Estimated,Direction
"Jan 1, 2009",Thursday,19,25,9,11,2,4,7,16,28,33,60,61,69,72,70,64,52,54,38,27,26,16,18,10,791,410,False,North
"Jan 2, 2009",Friday,8,2,3,4,6,42,86,79,64,74,87,104,87,89,78,86,71,87,56,34,19,18,20,14,1218,410,False,North
"Jan 3, 2009",Saturday,12,9,7,4,6,11,13,39,52,66,73,97,67,82,70,91,69,42,43,25,20,17,9,18,942,410,False,North
"Jan 4, 2009",Sunday,9,8,6,5,5,7,7,20,29,35,63,65,72,65,69,45,48,50,49,49,30,15,9,5,765,410,False,North
"Jan 5, 2009",Monday,4,1,2,5,14,69,144,172,94,80,68,58,62,62,74,61,57,54,53,34,23,18,5,10,1224,410,False,North
"Jan 6, 2009",Tuesday,5,3,1,5,13,72,161,175,111,92,52,66,64,57,68,53,44,55,63,34,23,20,14,4,1255,410,False,North
"Jan 7, 2009",Wednesday,5,2,6,3,8,82,146,189,118,68,59,64,55,54,66,69,58,66,47,36,31,16,11,4,1263,410,False,North
"Jan 8, 2009",Thursday,14,0,2,8,9,76,151,164,122,70,57,57,64,69,59,70,82,58,58,28,22,18,7,8,1273,410,False,North
"Jan 9, 2009",Friday,5,3,6,8,14,70,150,156,107,63,64,62,57,59,61,61,71,77,55,31,33,28,14,12,1267,410,False,North
"Jan 10, 2009",Saturday,12,12,7,3,4,9,18,59,73,83,89,86,81,91,67,84,75,60,53,28,26,16,21,12,1069,410,False,North
"Jan 11, 2009",Sunday,23,10,13,3,6,3,17,25,47,67,91,88,67,71,61,75,60,47,66,40,19,13,12,4,928,410,False,North
"Jan 12, 2009",Monday,4,1,1,7,19,78,156,188,115,59,52,51,47,40,42,53,49,41,30,27,20,17,9,9,1115,410,False,North
"Jan 13, 2009",Tuesday,4,1,4,10,15,79,143,168,96,70,44,54,56,62,43,61,50,54,62,29,17,16,8,4,1150,410,False,North
"Jan 14, 2009",Wednesday,3,2,5,15,13,69,154,160,104,59,65,54,56,35,66,68,62,64,45,30,18,14,14,6,1181,410,False,North
"Jan 15, 2009",Thursday,6,2,4,7,13,59,120,154,105,89,71,52,67,42,67,60,56,50,42,27,28,13,12,5,1151,410,False,North
"Jan 16, 2009",Friday,6,1,5,4,8,66,137,147,119,66,61,74,65,75,77,73,74,65,41,35,21,30,14,9,1273,410,False,North
"Jan 17, 2009",Saturday,9,5,4,0,6,13,13,45,59,82,94,75,80,79,94,67,63,81,47,47,38,32,15,19,1067,410,False,North
"Jan 18, 2009",Sunday,8,8,5,3,6,6,9,30,29,54,66,57,67,70,62,49,62,56,39,37,21,26,11,7,788,410,False,North
"Jan 19, 2009",Monday,4,1,4,8,12,61,123,130,91,67,75,70,73,72,68,59,68,67,50,37,17,11,11,5,1184,410,False,North
"Jan 20, 2009",Tuesday,2,2,0,7,21,77,157,173,114,62,62,62,74,67,71,73,56,68,56,33,27,16,11,6,1297,410,False,North
"Jan 21, 2009",Wednesday,8,3,3,8,14,75,174,155,111,72,51,53,76,53,56,75,62,74,61,32,31,19,15,9,1290,410,False,North
"Jan 22, 2009",Thursday,6,5,2,7,18,71,157,170,98,67,55,70,70,49,74,75,76,59,49,36,26,15,23,13,1291,410,False,North
"Jan 23, 2009",Friday,8,2,6,6,20,57,130,159,122,75,65,77,73,61,74,63,79,64,52,45,40,21,20,11,1330,410,False,North
"Jan 24, 2009",Saturday,5,4,1,5,5,14,24,52,51,70,69,88,57,63,71,72,79,63,55,51,31,25,23,19,997,410,False,North
"Jan 25, 2009",Sunday,12,8,2,2,6,10,9,27,43,57,71,73,60,79,82,75,60,77,32,31,24,15,5,3,863,410,False,North
"Jan 26, 2009",Monday,5,2,0,8,13,71,169,162,114,69,51,58,47,51,62,51,68,46,60,29,18,11,5,6,1176,410,False,North
"Jan 27, 2009",Tuesday,4,3,0,8,12,77,165,165,115,75,50,63,58,63,60,68,64,65,57,32,17,11,7,5,1244,410,False,North
"Jan 28, 2009",Wednesday,3,1,1,6,9,79,161,198,125,62,64,58,65,58,62,71,48,69,39,47,19,21,13,8,1287,410,False,North
"Jan 29, 2009",Thursday,9,1,6,9,12,64,172,164,125,79,53,64,64,53,69,65,92,70,53,31,24,20,17,14,1330,410,False,North
"Jan 30, 2009",Friday,10,2,2,8,11,71,153,162,121,71,80,69,61,92,77,85,71,77,45,30,24,30,22,19,1393,410,False,North
"Jan 31, 2009",Saturday,14,7,3,2,4,8,26,59,69,79,85,92,80,92,77,94,89,83,77,47,24,31,18,16,1176,410,False,North
"Jan 1, 2009",Thursday,35,29,11,10,4,2,3,11,21,29,23,50,63,71,59,75,80,46,66,39,30,24,17,21,819,410,False,South
"Jan 2, 2009",Friday,10,6,5,2,3,3,3,19,26,51,57,71,79,79,113,134,143,134,102,75,49,41,40,29,1274,410,False,South
"Jan 3, 2009",Saturday,18,10,12,5,2,0,2,20,24,39,65,81,102,98,86,100,88,53,56,31,34,33,13,17,989,410,False,South
"Jan 4, 2009",Sunday,14,16,9,4,5,2,4,12,26,16,44,50,71,68,98,86,61,46,54,62,37,31,19,4,839,410,False,South
"Jan 5, 2009",Monday,6,4,2,1,1,8,7,24,29,32,40,47,59,70,95,138,179,190,135,77,57,37,21,13,1272,410,False,South
"Jan 6, 2009",Tuesday,9,7,6,1,4,6,16,32,25,42,46,58,61,62,93,137,171,180,113,94,54,51,20,19,1307,410,False,South
"Jan 7, 2009",Wednesday,11,8,3,3,3,6,10,29,32,40,45,46,63,61,112,125,175,184,118,55,69,52,19,13,1282,410,False,South
"Jan 8, 2009",Thursday,8,8,8,1,3,4,14,27,30,29,37,62,58,67,100,139,188,165,119,86,69,42,33,17,1314,410,False,South
"Jan 9, 2009",Friday,15,10,6,0,2,3,9,29,34,45,39,62,64,70,112,142,174,151,113,64,58,46,48,33,1329,410,False,South
"Jan 10, 2009",Saturday,25,11,10,5,1,2,3,15,24,60,62,67,91,99,85,99,89,79,70,49,40,53,40,22,1101,410,False,South
"Jan 11, 2009",Sunday,22,9,5,4,0,4,9,11,31,39,43,69,75,79,74,89,79,66,68,52,42,32,12,4,918,410,False,South
"Jan 12, 2009",Monday,7,4,2,1,3,6,14,30,33,36,36,55,50,63,78,114,164,148,103,64,54,35,18,9,1127,410,False,South
"Jan 13, 2009",Tuesday,9,9,6,5,5,9,14,33,32,24,35,42,49,67,78,121,176,158,118,64,62,41,24,11,1192,410,False,South
"Jan 14, 2009",Wednesday,10,3,4,1,6,4,7,32,34,44,37,39,54,73,71,124,160,179,136,61,65,33,16,10,1203,410,False,South
"Jan 15, 2009",Thursday,12,4,5,2,1,5,9,22,25,25,43,59,44,49,78,135,144,155,124,72,38,39,32,13,1135,410,False,South
"Jan 16, 2009",Friday,10,10,3,2,0,4,8,25,38,42,41,52,73,83,112,137,144,138,97,57,66,64,31,22,1259,410,False,South
