DATE,DAY,1 am,2 am,3 am,4 am,5 am,6 am,7 am,8 am,9 am,10 am,11 am,Noon,1 pm,2 pm,3 pm,4 pm,5 pm,6 pm,7 pm,8 pm,9 pm,10 pm,11 pm,12 mid,TOTAL,Station number,Estimated,Direction
"Jan 1, 2009",Thursday,90,63,54,41,42,41,60,91,153,250,373,481,492,479,528,544,529,485,394,338,271,208,154,91,6252,26,False,North
"Jan 2, 2009",Friday,74,70,65,69,83,126,164,258,290,411,589,721,663,699,815,798,805,714,614,504,359,341,233,178,9643,26,False,North
"Jan 3, 2009",Saturday,147,89,86,88,90,136,111,147,275,419,631,648,625,553,407,531,621,457,280,193,177,204,163,111,7189,26,False,North
"Jan 4, 2009",Sunday,121,73,52,43,40,57,57,76,160,282,557,949,906,1155,1161,1028,808,787,643,427,369,284,195,153,10383,26,False,North
"Jan 5, 2009",Monday,66,70,69,72,126,237,281,383,328,346,466,448,429,489,514,522,485,487,338,286,245,196,158,111,7152,26,False,North
"Jan 6, 2009",Tuesday,91,60,69,74,131,219,282,385,330,376,362,387,408,418,439,493,521,496,389,273,233,250,159,105,6950,26,False,North
"Jan 7, 2009",Wednesday,92,66,76,85,131,247,284,368,368,363,386,407,409,415,482,502,519,486,371,291,251,198,205,122,7124,26,False,North
"Jan 8, 2009",Thursday,71,61,77,78,141,233,295,377,381,397,421,421,460,501,616,580,603,604,457,417,309,277,181,134,8092,26,False,North
"Jan 9, 2009",Friday,128,74,72,65,130,225,239,346,313,325,386,407,449,500,587,606,666,589,485,350,309,257,166,123,7797,26,False,North
"Jan 10, 2009",Saturday,92,75,54,67,67,113,98,169,259,376,487,594,580,501,526,509,506,509,357,294,225,172,136,102,6868,26,False,North
"Jan 11, 2009",Sunday,59,63,51,58,39,59,67,105,169,240,364,437,497,576,607,681,686,710,538,462,401,267,241,110,7487,26,False,North
"Jan 12, 2009",Monday,87,83,77,87,113,196,291,347,257,258,310,299,271,311,308,341,275,227,153,116,84,86,84,58,4719,26,False,North
"Jan 13, 2009",Tuesday,55,44,40,42,86,158,253,307,310,326,362,424,394,436,480,483,505,458,353,215,195,165,182,100,6373,26,False,North
"Jan 14, 2009",Wednesday,70,61,60,76,100,151,274,368,318,252,335,341,367,391,457,448,480,442,333,309,183,181,174,103,6274,26,False,North
"Jan 15, 2009",Thursday,68,61,54,75,114,156,293,317,321,291,302,341,373,445,464,521,576,504,399,296,267,252,182,122,6794,26,False,North
"Jan 16, 2009",Friday,97,68,80,85,117,186,265,328,323,394,426,436,522,597,708,772,793,688,642,527,413,370,207,157,9201,26,False,North
"Jan 17, 2009",Saturday,90,78,64,59,70,78,109,196,251,401,399,524,423,444,439,479,471,416,277,166,156,159,113,70,5932,26,False,North
"Jan 18, 2009",Sunday,79,55,39,41,29,58,62,102,165,308,418,531,573,631,731,692,687,590,444,387,309,234,207,101,7473,26,False,North
"Jan 19, 2009",Monday,91,73,54,68,111,189,258,324,369,422,478,510,489,546,609,672,644,603,402,311,216,189,187,108,7923,26,False,North
"Jan 20, 2009",Tuesday,88,55,76,85,121,180,292,355,380,352,400,387,426,434,515,533,509,449,365,287,239,236,172,99,7035,26,False,North
"Jan 21, 2009",Wednesday,80,68,55,90,128,206,293,405,369,356,391,427,450,433,473,529,517,475,392,296,231,202,173,136,7175,26,False,North
"Jan 22, 2009",Thursday,78,71,68,75,103,203,314,396,389,365,415,424,473,511,594,590,600,581,499,381,293,271,215,116,8025,26,False,North
"Jan 23, 2009",Friday,86,79,77,92,134,184,290,367,374,377,430,521,490,577,680,838,788,674,583,454,390,309,243,132,9169,26,True,North
"Jan 24, 2009",Saturday,90,77,59,61,61,90,123,220,335,456,582,618,500,524,468,501,456,433,349,275,219,193,149,101,6940,26,False,North
"Jan 25, 2009",Sunday,83,51,31,38,29,39,60,99,169,262,380,472,512,619,690,695,662,599,492,399,317,240,198,98,7234,26,False,North
"Jan 26, 2009",Monday,69,65,68,71,99,190,282,344,329,346,375,384,369,424,436,470,454,430,291,261,222,196,166,92,6433,26,False,North
"Jan 27, 2009",Tuesday,76,60,57,83,98,195,288,362,333,308,352,346,335,405,409,502,449,446,354,268,215,251,208,94,6494,26,False,North
"Jan 28, 2009",Wednesday,63,59,59,86,122,199,331,389,353,340,363,415,343,442,503,471,497,468,383,287,241,196,196,109,6915,26,False,North
"Jan 29, 2009",Thursday,84,57,56,98,107,162,323,371,342,319,374,408,464,484,521,564,631,507,412,359,328,249,185,128,7533,26,False,North
"Jan 30, 2009",Friday,108,73,77,107,123,190,294,403,392,394,470,551,599,678,800,901,857,774,628,483,414,320,224,130,9990,26,False,North
"Jan 31, 2009",Saturday,117,78,56,57,73,82,123,214,332,497,604,617,554,491,545,510,508,412,387,311,258,223,158,125,7332,26,False,North
"Jan 1, 2009",Thursday,72,63,38,33,53,47,96,196,276,358,441,593,560,601,632,547,513,462,357,299,211,168,114,74,6804,26,False,South
"Jan 2, 2009",Friday,41,61,36,48,67,90,233,327,422,651,786,799,804,856,937,858,843,753,621,541,430,311,248,171,10934,26,False,South
"Jan 3, 2009",Saturday,133,82,54,59,52,95,207,309,436,587,681,757,674,686,622,542,415,443,311,223,163,160,95,91,7877,26,False,South
"Jan 4, 2009",Sunday,47,35,22,29,21,48,82,141,216,378,586,743,888,915,901,848,744,604,476,390,675,844,250,96,9979,26,False,South
"Jan 5, 2009",Monday,71,52,51,49,88,134,278,422,366,593,668,660,689,617,605,634,673,531,394,315,221,188,176,150,8625,26,False,South
"Jan 6, 2009",Tuesday,115,66,57,59,90,139,263,377,382,483,518,492,460,490,557,542,551,501,313,294,247,234,195,125,7550,26,False,South
"Jan 7, 2009",Wednesday,84,55,74,62,85,133,232,384,397,479,449,449,508,477,531,570,620,493,375,252,247,221,179,119,7475,26,False,South
"Jan 8, 2009",Thursday,81,66,51,75,75,108,254,328,346,470,491,516,529,560,582,605,642,557,455,362,311,256,205,140,8065,26,False,South
"Jan 9, 2009",Friday,89,76,49,65,86,85,173,248,313,364,354,537,467,509,548,612,717,580,482,373,271,269,183,124,7574,26,False,South
