DATE,DAY,1 am,2 am,3 am,4 am,5 am,6 am,7 am,8 am,9 am,10 am,11 am,Noon,1 pm,2 pm,3 pm,4 pm,5 pm,6 pm,7 pm,8 pm,9 pm,10 pm,11 pm,12 mid,TOTAL,Station number,Estimated,Direction,STATION,COUNTY,RETIRED
"Jan 1, 2016",Friday,7,8,5,3,1,2,5,3,11,6,6,7,14,18,7,7,15,11,14,7,15,9,7,7,195,209,False,North,209,Polk,False
"Jan 2, 2016",Saturday,3,6,2,2,2,1,4,4,7,9,16,16,13,11,19,15,7,10,7,12,13,8,5,4,196,209,False,North,209,Polk,False
"Jan 3, 2016",Sunday,2,3,3,0,2,2,3,5,3,13,14,7,19,18,15,16,19,22,17,12,7,4,2,10,218,209,False,North,209,Polk,False
"Jan 4, 2016",Monday,8,4,4,2,3,4,15,19,19,18,25,26,12,28,25,18,23,19,9,14,10,4,8,4,321,209,False,North,209,Polk,False
"Jan 5, 2016",Tuesday,8,5,1,2,1,4,17,27,27,28,17,26,18,21,27,17,24,26,10,10,12,17,10,4,359,209,False,North,209,Polk,False
"Jan 6, 2016",Wednesday,6,5,2,2,5,5,21,26,29,17,20,36,14,21,17,17,20,31,14,8,6,6,2,4,334,209,False,North,209,Polk,False
"Jan 7, 2016",Thursday,2,1,3,0,4,4,13,14,24,28,13,15,9,12,18,19,25,30,11,11,4,5,1,1,267,209,False,North,209,Polk,False
"Jan 8, 2016",Friday,2,1,1,0,2,1,4,17,19,13,16,26,12,18,13,15,28,15,11,12,4,12,8,3,253,209,False,North,209,Polk,False
"Jan 9, 2016",Saturday,7,1,0,1,0,1,1,4,14,10,8,10,6,10,5,15,19,13,12,8,6,6,3,0,160,209,False,North,209,Polk,False
"Jan 10, 2016",Sunday,1,2,1,1,0,1,1,1,1,7,11,3,9,7,7,6,11,17,12,12,7,3,3,1,125,209,False,North,209,Polk,False
"Jan 11, 2016",Monday,3,0,1,0,1,2,11,19,17,18,15,11,16,11,27,20,26,20,6,2,2,3,1,2,234,209,False,North,209,Polk,False
