DATE,DAY,1 am,2 am,3 am,4 am,5 am,6 am,7 am,8 am,9 am,10 am,11 am,Noon,1 pm,2 pm,3 pm,4 pm,5 pm,6 pm,7 pm,8 pm,9 pm,10 pm,11 pm,12 mid,TOTAL,Station number,Estimated,Direction,STATION,COUNTY,RETIRED
"Jan 1, 2016",Friday,1,2,0,0,1,0,1,2,3,2,7,15,9,8,5,3,6,3,1,4,3,0,2,1,79,232,False,North,232,Grant,False
"Jan 2, 2016",Saturday,1,0,0,1,0,0,2,2,5,8,5,10,9,8,9,6,12,7,4,3,3,1,1,2,99,232,False,North,232,Grant,False
"Jan 3, 2016",Sunday,0,0,0,0,0,0,0,0,1,2,4,7,4,7,7,8,6,2,2,1,0,4,0,0,55,232,False,North,232,Grant,False
"Jan 4, 2016",Monday,0,1,0,0,0,2,1,4,10,11,9,11,8,7,8,13,7,11,8,5,5,1,1,1,124,232,False,North,232,Grant,False
"Jan 5, 2016",Tuesday,0,0,0,0,0,2,3,8,10,10,13,10,7,8,10,8,11,12,8,1,2,2,1,0,126,232,False,North,232,Grant,False
"Jan 6, 2016",Wednesday,0,1,0,0,1,2,2,7,10,8,13,6,8,15,11,14,21,13,2,2,1,2,2,0,141,232,False,North,232,Grant,False
"Jan 7, 2016",Thursday,0,0,2,1,0,3,1,5,11,12,9,12,12,12,5,5,6,12,3,2,7,4,0,1,125,232,False,North,232,Grant,False
"Jan 8, 2016",Friday,0,0,0,0,1,1,3,1,5,7,9,11,11,11,6,11,12,5,6,2,0,0,1,1,104,232,False,North,232,Grant,False
"Jan 9, 2016",Saturday,0,0,0,0,0,1,2,7,6,7,7,7,2,8,9,6,9,2,4,8,1,4,2,0,92,232,False,North,232,Grant,False
"Jan 10, 2016",Sunday,2,0,0,0,0,0,1,1,0,6,5,7,2,5,3,2,4,2,2,4,1,1,0,0,48,232,False,North,232,Grant,False
"Jan 11, 2016",Monday,1,1,1,0,1,3,5,8,5,8,7,12,8,5,8,9,13,10,2,2,2,1,0,0,112,232,False,North,232,Grant,False
"Jan 12, 2016",Tuesday,1,0,0,0,0,1,4,7,13,8,11,5,8,6,9,6,17,15,3,1,0,5,2,0,122,232,False,North,232,Grant,False
"Jan 13, 2016",Wednesday,0,1,1,0,1,2,4,7,9,6,7,8,10,11,10,8,12,11,2,1,0,2,1,0,114,232,False,North,232,Grant,False
"Jan 14, 2016",Thursday,0,1,1,0,1,2,2,14,12,17,6,12,17,11,8,14,13,8,3,1,2,1,1,1,148,232,False,North,232,Grant,False
"Jan 15, 2016",Friday,0,0,2,0,1,2,2,8,11,6,11,5,5,11,8,7,14,8,3,3,3,0,1,0,111,232,False,North,232,Grant,False
"Jan 16, 2016",Saturday,0,0,1,0,0,0,2,0,7,7,8,3,4,6,5,6,7,3,3,9,1,1,1,1,75,232,False,North,232,Grant,False
"Jan 17, 2016",Sunday,0,0,1,0,0,0,0,0,1,3,3,7,3,1,6,5,4,4,2,1,1,1,1,0,44,232,False,North,232,Grant,False
"Jan 18, 2016",Monday,0,0,0,0,0,2,1,4,4,7,5,7,5,8,9,5,11,16,6,1,1,2,1,0,95,232,False,North,232,Grant,False
"Jan 19, 2016",Tuesday,1,0,0,1,0,2,4,11,11,11,13,9,7,8,5,6,16,10,2,0,1,1,0,0,119,232,False,North,232,Grant,False
"Jan 20, 2016",Wednesday,1,0,0,1,1,4,3,7,12,9,11,8,10,6,5,6,19,15,4,3,1,1,2,0,129,232,False,North,232,Grant,False
"Jan 21, 2016",Thursday,0,3,0,0,1,1,2,7,19,7,9,8,12,12,9,8,18,9,6,3,0,2,1,0,137,232,False,North,232,Grant,False
"Jan 22, 2016",Friday,1,0,0,0,1,0,4,5,14,11,7,7,13,13,13,8,21,7,4,2,4,3,1,0,139,232,False,North,232,Grant,False
"Jan 23, 2016",Saturday,0,0,0,0,0,1,2,3,2,5,5,11,4,4,3,8,4,1,4,1,2,1,1,1,63,232,False,North,232,Grant,False
"Jan 24, 2016",Sunday,2,0,1,0,0,0,3,1,1,0,7,6,7,3,6,7,11,8,2,2,0,4,0,1,72,232,False,North,232,Grant,False
"Jan 25, 2016",Monday,0,0,0,0,0,1,3,7,8,6,4,9,5,3,9,4,8,5,3,2,0,0,0,0,77,232,False,North,232,Grant,False
"Jan 26, 2016",Tuesday,0,0,0,1,0,3,2,8,5,8,11,7,13,10,7,9,12,8,6,2,3,0,5,0,120,232,False,North,232,Grant,False
"Jan 27, 2016",Wednesday,0,0,0,0,1,3,2,10,8,2,4,13,12,10,7,3,21,11,1,1,1,2,0,0,112,232,False,North,232,Grant,False
"Jan 28, 2016",Thursday,1,0,0,0,1,2,1,9,14,8,9,12,8,4,10,10,12,12,2,3,4,2,1,0,125,232,False,North,232,Grant,False
"Jan 29, 2016",Friday,0,0,0,0,2,2,3,5,6,9,5,9,13,16,10,5,15,11,5,2,4,3,1,1,127,232,False,North,232,Grant,False
"Jan 30, 2016",Saturday,0,0,0,0,0,1,2,4,4,8,8,9,8,5,13,17,8,7,4,0,1,3,1,2,105,232,False,North,232,Grant,False
"Jan 31, 2016",Sunday,0,1,0,0,0,1,2,0,1,4,3,11,3,3,4,5,9,2,5,5,3,1,0,0,63,232,False,North,232,Grant,False
"Jan 1, 2016",Friday,2,2,1,0,0,0,1,1,2,0,2,7,7,5,10,9,6,4,4,2,5,1,0,1,72,232,False,South,232,Grant,False
"Jan 2, 2016",Saturday,1,0,1,0,0,0,1,4,3,3,7,9,9,3,10,10,7,4,7,6,5,7,1,2,100,232,False,South,232,Grant,False
"Jan 3, 2016",Sunday,0,0,0,0,0,0,0,2,2,4,4,1,4,6,10,3,8,3,6,3,2,5,1,1,65,232,False,South,232,Grant,False
"Jan 4, 2016",Monday,0,0,0,0,1,3,3,10,5,3,7,7,7,7,11,6,5,5,4,2,6,0,2,1,95,232,False,South,232,Grant,False
"Jan 5, 2016",Tuesday,0,0,0,0,0,5,5,11,7,6,9,7,5,14,8,5,7,14,8,2,1,3,2,0,119,232,False,South,232,Grant,False
"Jan 6, 2016",Wednesday,0,0,0,0,0,3,3,6,16,8,11,6,12,6,10,8,5,7,6,5,4,2,2,0,120,232,False,South,232,Grant,False
"Jan 7, 2016",Thursday,0,0,0,1,0,3,3,13,7,9,10,3,8,4,8,7,9,12,4,1,1,1,3,2,109,232,False,South,232,Grant,False
"Jan 8, 2016",Friday,0,0,0,0,0,0,3,13,14,9,4,9,5,3,6,5,10,5,5,1,3,2,1,0,98,232,False,South,232,Grant,False
