DATE,DAY,1 am,2 am,3 am,4 am,5 am,6 am,7 am,8 am,9 am,10 am,11 am,Noon,1 pm,2 pm,3 pm,4 pm,5 pm,6 pm,7 pm,8 pm,9 pm,10 pm,11 pm,12 mid,TOTAL,Station number,Estimated,Direction,STATION,COUNTY
"Jan 1, 2016",Friday,6,6,2,4,1,2,6,6,7,9,16,11,33,27,21,14,12,12,17,7,9,4,6,7,245,44,False,East,44,Crow Wing
"Jan 2, 2016",Saturday,0,2,1,0,2,2,3,6,7,25,31,28,34,24,38,28,23,20,11,7,11,9,2,2,316,44,False,East,44,Crow Wing
"Jan 3, 2016",Sunday,2,1,1,1,3,2,1,9,6,17,14,24,24,13,19,17,10,11,15,3,5,1,5,3,207,44,False,East,44,Crow Wing
"Jan 4, 2016",Monday,1,0,0,1,4,15,25,32,38,22,18,21,18,21,25,32,27,33,14,6,3,3,2,2,363,44,False,East,44,Crow Wing
"Jan 5, 2016",Tuesday,1,0,0,3,2,12,30,28,34,31,16,22,15,24,25,35,29,31,11,9,8,6,2,2,376,44,False,East,44,Crow Wing
"Jan 6, 2016",Wednesday,1,1,0,2,1,9,27,27,36,22,19,14,27,19,25,30,27,37,10,6,5,3,3,1,352,44,False,East,44,Crow Wing
"Jan 7, 2016",Thursday,1,0,2,0,5,10,28,28,34,17,17,14,31,22,33,26,25,28,14,6,7,14,3,5,370,44,False,East,44,Crow Wing
"Jan 8, 2016",Friday,4,0,1,2,6,8,24,29,29,22,24,19,18,24,26,30,27,34,19,5,5,8,2,6,372,44,False,East,44,Crow Wing
"Jan 9, 2016",Saturday,2,1,0,1,3,2,7,8,17,14,20,19,21,20,22,23,17,12,14,7,5,1,1,3,240,44,False,East,44,Crow Wing
"Jan 10, 2016",Sunday,3,6,0,0,1,0,0,5,7,14,15,20,12,6,11,14,14,4,8,8,4,4,2,2,160,44,False,East,44,Crow Wing
"Jan 11, 2016",Monday,1,1,1,1,3,8,21,20,27,16,24,24,14,17,21,23,22,42,10,5,3,4,1,2,311,44,False,East,44,Crow Wing
"Jan 12, 2016",Tuesday,1,1,0,1,5,11,28,24,26,27,26,27,16,20,11,24,36,38,10,5,15,17,5,1,375,44,False,East,44,Crow Wing
"Jan 13, 2016",Wednesday,0,0,0,1,5,11,25,21,28,18,19,22,19,26,15,30,37,47,10,7,3,7,3,1,355,44,False,East,44,Crow Wing
"Jan 14, 2016",Thursday,1,1,1,3,6,6,23,30,29,26,14,23,20,21,25,22,29,30,12,4,9,12,6,7,360,44,False,East,44,Crow Wing
"Jan 15, 2016",Friday,2,0,0,1,5,9,24,28,38,17,18,20,19,26,25,38,22,31,17,12,14,16,4,3,389,44,False,East,44,Crow Wing
"Jan 16, 2016",Saturday,0,2,2,2,2,5,7,5,11,19,16,15,17,20,19,19,24,13,11,13,6,8,4,5,245,44,False,East,44,Crow Wing
"Jan 17, 2016",Sunday,1,1,1,0,1,1,2,5,6,14,10,19,17,15,13,15,12,10,8,7,1,0,3,1,163,44,False,East,44,Crow Wing
"Jan 18, 2016",Monday,1,1,0,1,1,10,19,19,24,13,29,18,19,24,19,31,32,33,9,10,6,6,4,0,329,44,False,East,44,Crow Wing
"Jan 19, 2016",Tuesday,1,0,1,2,4,10,24,20,30,22,23,27,29,16,19,26,25,36,13,10,6,13,5,3,365,44,False,East,44,Crow Wing
"Jan 20, 2016",Wednesday,0,0,0,2,2,10,21,30,26,18,24,17,20,15,18,31,30,35,18,14,9,7,3,2,352,44,False,East,44,Crow Wing
"Jan 21, 2016",Thursday,1,2,1,1,5,5,25,28,30,22,17,18,18,21,23,46,30,28,13,9,9,2,5,1,360,44,False,East,44,Crow Wing
"Jan 22, 2016",Friday,0,0,1,3,6,8,26,23,28,18,17,21,14,25,30,38,27,34,19,16,10,12,8,3,387,44,False,East,44,Crow Wing
"Jan 23, 2016",Saturday,5,1,3,1,3,3,5,8,21,14,22,19,23,23,22,32,28,25,12,5,7,5,1,2,290,44,False,East,44,Crow Wing
"Jan 24, 2016",Sunday,1,2,1,3,1,1,3,11,12,17,19,26,21,21,28,12,13,8,12,10,5,4,3,1,235,44,False,East,44,Crow Wing
"Jan 25, 2016",Monday,1,1,1,2,3,8,20,28,19,17,19,14,14,16,15,22,21,35,12,4,4,2,3,2,283,44,False,East,44,Crow Wing
"Jan 26, 2016",Tuesday,2,2,0,3,2,7,29,27,29,19,13,17,19,14,14,22,34,34,12,6,8,24,4,1,342,44,False,East,44,Crow Wing
"Jan 27, 2016",Wednesday,0,0,1,2,3,7,24,25,26,24,17,15,19,16,19,39,28,36,10,6,4,0,1,2,324,44,False,East,44,Crow Wing
"Jan 28, 2016",Thursday,1,1,0,2,4,4,27,28,29,17,13,30,17,22,21,32,31,35,13,12,9,6,8,3,365,44,False,East,44,Crow Wing
