DATE,DAY,1 am,2 am,3 am,4 am,5 am,6 am,7 am,8 am,9 am,10 am,11 am,Noon,1 pm,2 pm,3 pm,4 pm,5 pm,6 pm,7 pm,8 pm,9 pm,10 pm,11 pm,12 mid,TOTAL,Station number,Estimated,Direction,STATION,COUNTY,RETIRED
"Jan 1, 2016",Friday,391,325,165,93,67,72,107,151,245,413,562,827,855,976,1057,1075,1040,983,809,698,584,447,381,246,12569,365,False,North,365,Anoka,False
"Jan 2, 2016",Saturday,166,104,54,50,42,58,140,227,377,569,857,1084,1199,1309,1326,1312,1286,1247,1001,929,680,678,501,356,15552,365,False,North,365,Anoka,False
"Jan 3, 2016",Sunday,208,130,83,46,37,57,128,193,413,477,760,820,1088,1126,1118,1168,1049,1108,947,668,443,336,310,222,12935,365,False,North,365,Anoka,False
"Jan 4, 2016",Monday,92,58,42,38,83,214,444,656,596,650,749,862,992,1145,1587,2160,2437,2358,1685,1087,890,631,354,294,20104,365,False,North,365,Anoka,False
"Jan 5, 2016",Tuesday,166,101,81,45,68,233,466,694,669,652,730,907,1006,1240,1611,2218,2394,2372,1780,1163,939,745,456,309,21045,365,False,North,365,Anoka,False
"Jan 6, 2016",Wednesday,152,101,77,51,81,226,461,687,687,793,756,912,1075,1121,1665,2222,2419,2120,1711,1166,911,753,467,322,20936,365,False,North,365,Anoka,False
"Jan 7, 2016",Thursday,153,111,89,67,84,217,435,677,655,674,702,893,990,1166,1605,2202,2552,2306,1696,1189,908,744,510,305,20930,365,False,North,365,Anoka,False
"Jan 8, 2016",Friday,165,125,87,76,89,177,421,690,636,760,813,1035,1150,1334,1752,2230,2302,2049,1615,1107,921,787,625,414,21360,365,False,North,365,Anoka,False
"Jan 9, 2016",Saturday,275,158,104,63,54,102,190,391,513,712,1006,1133,1279,1265,1407,1422,1452,1319,1104,915,786,700,554,367,17271,365,False,North,365,Anoka,False
"Jan 10, 2016",Sunday,237,114,85,53,34,50,109,228,417,450,797,1056,1038,833,725,959,1133,1010,867,718,523,374,313,185,12308,365,False,North,365,Anoka,False
