DATE|DAY|1 am|2 am|3 am|4 am|5 am|6 am|7 am|8 am|9 am|10 am|11 am|Noon|1 pm|2 pm|3 pm|4 pm|5 pm|6 pm|7 pm|8 pm|9 pm|10 pm|11 pm|12 mid|TOTAL|Station number|Estimated|Direction
Jan 1, 2015|Thursday|1334|1350|901|616|646|874|979|1049|1296|2244|3033|4110|4009|4039|4050|4050|3673|3023|2708|2157|1794|1490|1261|866|51552|321|False|East
Jan 2, 2015|Friday|648|373|337|409|774|1720|3003|4025|4120|4564|4973|5344|5167|5077|5078|4916|4733|4304|4149|3144|2456|2217|1951|1384|74866|321|False|East
Jan 3, 2015|Saturday|912|670|464|469|674|950|1328|1961|2826|3790|4797|5450|5286|5391|5285|5272|4942|4346|3731|2680|2344|2253|1855|1333|69009|321|False|East
Jan 4, 2015|Sunday|978|557|441|455|579|1002|1085|1451|1743|2571|3525|4106|4452|4263|4302|4501|4084|3561|3078|2331|1930|1557|1108|801|54461|321|False|East
Jan 5, 2015|Monday|544|309|249|402|920|2479|4477|5122|5561|4265|3761|3971|4183|4042|4698|5261|4711|4150|3810|2690|2252|1837|1557|953|72204|321|False|East
Jan 6, 2015|Tuesday|663|484|443|449|804|2306|4291|3459|3817|3852|3754|3977|4089|4266|4743|4991|4664|3949|4112|2947|2354|2064|1703|1080|69261|321|False|East
Jan 7, 2015|Wednesday|635|489|401|424|784|2178|4374|5591|4803|4240|3612|3964|4024|4197|4760|5111|4807|4500|3985|3098|2356|2040|1603|1074|73050|321|False|East
Jan 8, 2015|Thursday|685|483|480|435|842|2281|4781|5650|4202|4570|3648|3711|3580|3047|3169|2639|2222|2251|2723|2386|2060|1796|1513|978|60132|321|False|East
Jan 9, 2015|Friday|726|527|437|474|835|1946|3796|4743|4435|4195|4007|4278|4705|4825|4842|4657|4053|3618|3822|3254|2535|2428|2189|1483|72810|321|False|East
Jan 10, 2015|Saturday|985|635|511|489|624|887|1467|2087|2920|3699|4831|5209|5455|4960|5083|4992|5004|4727|3967|3006|2341|2574|2445|1560|70458|321|False|East
Jan 11, 2015|Sunday|1046|632|490|403|549|827|1141|1476|2023|2986|3845|4522|4787|4555|4442|4812|4403|3983|3223|2435|2058|1713|1215|872|58438|321|False|East
Jan 12, 2015|Monday|519|276|308|417|994|2586|4868|5694|5262|4648|3823|4143|4213|4449|4997|5129|4216|4134|4385|2958|2386|1908|1527|1092|74932|321|False|East
Jan 13, 2015|Tuesday|609|486|445|414|781|2172|4653|5791|5001|4877|3998|4364|4270|4352|4886|5173|4674|4270|4473|3213|2664|2212|1555|1014|76347|321|False|East
Jan 14, 2015|Wednesday|565|497|422|448|889|2410|4674|4974|4966|4489|4147|4651|4579|4782|5210|5365|4495|3995|4135|3413|2856|2309|1784|1068|77123|321|False|East
Jan 15, 2015|Thursday|647|540|482|442|882|2489|4891|5485|5260|4721|4368|4709|4810|4819|5240|5253|4297|3889|4125|3429|2971|2634|1886|1162|79431|321|False|East
Jan 16, 2015|Friday|722|542|459|479|947|2326|4606|6075|5394|4899|4552|5153|4605|4767|5204|4924|4067|3803|4507|3720|2887|2737|2379|1735|81489|321|False|East
Jan 17, 2015|Saturday|1077|696|551|558|662|944|1470|2413|3260|4162|5057|5283|5183|5135|4781|5182|5226|5004|4635|3207|2654|2612|2162|1618|73532|321|False|East
Jan 18, 2015|Sunday|1111|636|552|441|503|787|1040|1561|2059|3117|4119|4754|5051|4959|4719|4451|3973|3952|3770|2644|2290|1878|1321|991|60679|321|False|East
Jan 19, 2015|Monday|586|342|328|488|993|2403|4278|5597|4791|4720|4637|5055|5103|5340|5462|4538|4910|4678|4419|3019|2497|1996|1665|961|78806|321|False|East
Jan 20, 2015|Tuesday|593|500|418|460|910|2550|5253|5954|5506|4719|4227|4559|4543|4503|4715|5243|4560|4103|4143|3033|2534|2269|1605|1092|77992|321|False|East
Jan 21, 2015|Wednesday|654|517|438|454|855|2473|4844|5314|4938|4691|4166|4605|4625|4556|5116|5575|4902|4406|4612|3302|2988|2414|1773|1061|79279|321|False|East
Jan 22, 2015|Thursday|628|547|458|466|918|2457|4983|5595|5330|4675|4180|4742|4847|4823|5376|5491|4685|4558|4738|3500|2963|2538|1873|1153|81524|321|False|East
Jan 23, 2015|Friday|683|584|462|491|930|2324|4631|6237|5511|4804|4570|4995|4950|5051|5096|4992|3979|4095|4845|3523|2934|2790|2206|1551|82234|321|False|East
Jan 24, 2015|Saturday|1062|709|528|586|640|866|1489|2503|3409|4310|4823|5388|5239|5318|5450|5491|5419|5245|4441|3154|2669|2609|2234|1589|75171|321|False|East
Jan 25, 2015|Sunday|1128|641|531|460|498|790|1116|1591|2176|3001|4025|4481|5105|5166|4997|5011|4705|4389|3755|2661|2120|1823|1374|822|62366|321|False|East
Jan 26, 2015|Monday|486|334|305|466|956|2715|5035|6014|5484|4779|4278|4408|4503|4323|4935|5220|4812|4762|4542|3020|2505|2120|1531|1053|78586|321|False|East
Jan 27, 2015|Tuesday|647|529|420|430|919|2394|5130|6673|5677|4768|4048|4329|4444|4465|5008|5269|5111|4643|4593|3399|2703|2310|1693|1025|80627|321|False|East
Jan 28, 2015|Wednesday|648|493|427|437|927|2441|4993|6377|5745|4895|4134|4518|4696|4768|5134|5086|4500|4226|4597|3303|3003|2364|1822|1097|80631|321|False|East
Jan 29, 2015|Thursday|652|553|476|510|1001|2483|5027|6132|5733|4741|4324|4601|4677|4714|5406|5480|4985|4412|4473|3573|2922|2616|1881|1169|82541|321|False|East
Jan 30, 2015|Friday|650|596|442|507|913|2180|4614|6068|5357|4821|4511|4990|5167|5218|5154|5113|4315|4451|4647|3780|3114|2716|2307|1571|83202|321|False|East
Jan 31, 2015|Saturday|995|716|577|592|667|920|1437|2361|3078|4260|5139|5408|5344|5509|5356|5114|5018|4983|4338|3182|2739|2566|2279|1672|74250|321|False|East
Jan 1, 2015|Thursday|1314|1008|570|409|341|544|681|805|923|1468|2183|2882|2751|2893|3291|3708|3423|3076|2744|2138|1701|1364|1004|739|41960|321|False|West
Jan 2, 2015|Friday|504|339|203|232|544|1570|2998|3879|3583|3164|3325|3572|3985|4177|4680|4872|4898|4144|3718|2843|2465|2555|2225|1189|65664|321|False|West
Jan 3, 2015|Saturday|830|464|289|263|380|795|1010|1443|1938|2624|2965|3534|3883|3915|4327|4551|4365|4213|3514|2770|2376|2439|1855|1150|55893|321|False|West
Jan 4, 2015|Sunday|926|613|303|219|326|655|928|976|1262|1754|2353|2700|3175|3370|3760|3830|3802|3491|3018|2624|1828|1569|1058|682|45222|321|False|West
Jan 5, 2015|Monday|645|299|224|269|780|2219|4611|5640|5199|3604|2997|3015|3341|3383|3973|4545|4810|4187|3258|2327|1939|1944|1274|910|65393|321|False|West
Jan 6, 2015|Tuesday|592|413|217|347|746|2123|3357|3746|3166|3409|3649|3085|3174|3513|4064|4602|4690|4325|3430|2576|2063|2204|1700|1019|62210|321|False|West
Jan 7, 2015|Wednesday|552|263|211|302|764|2210|4386|5569|4397|3474|2908|2956|3165|3355|3914|4331|4674|4392|3439|2599|2156|1939|1283|914|64153|321|False|West
Jan 8, 2015|Thursday|529|295|201|288|780|2231|4595|5324|4515|3904|3007|3034|3044|3137|2668|1750|1831|2300|2506|2297|1839|1886|1662|889|54512|321|False|West
Jan 9, 2015|Friday|620|364|287|350|747|2074|3785|4668|4284|3884|3302|3401|3613|4064|4450|4625|3277|3320|3592|2856|2177|2429|1847|1311|65327|321|False|West
Jan 10, 2015|Saturday|858|489|325|255|364|804|1081|1702|2268|2601|3098|3546|3918|4009|4317|4544|4631|4501|3833|2951|2341|2655|2050|1284|58425|321|False|West
Jan 11, 2015|Sunday|874|509|331|216|294|553|769|1071|1622|2092|2663|3227|3561|3506|3923|4077|4090|3796|3020|2744|1852|1885|1149|856|48680|321|False|West
Jan 12, 2015|Monday|531|371|157|275|798|2336|4543|5427|5034|3874|3052|3119|3345|3557|4085|4514|4743|4485|3535|2386|1940|1971|1340|890|66308|321|False|West
Jan 13, 2015|Tuesday|463|297|178|281|747|2186|4620|5423|5052|3817|3093|3088|3488|3516|4108|4566|4710|4318|3469|2677|2269|2367|1318|947|66998|321|False|West
Jan 14, 2015|Wednesday|469|289|215|341|793|2286|4374|5325|4951|3844|3166|3175|3449|3817|4097|4675|4945|4555|3774|2738|2333|2457|1417|856|68341|321|False|West
Jan 15, 2015|Thursday|448|250|229|286|794|2286|4423|5499|5216|3953|3206|3274|3765|3898|4459|4833|4412|3955|3923|3124|2596|2728|1539|970|70066|321|False|West
Jan 16, 2015|Friday|650|338|229|281|734|2204|4451|5586|5055|3874|3434|3770|4076|4283|4954|5219|4912|4363|4062|3311|2564|2858|1996|1786|74990|321|False|West
Jan 17, 2015|Saturday|908|470|304|293|462|825|1136|1677|2348|2768|3275|3565|3984|3986|4416|4572|4622|4321|3875|3159|2634|2576|1995|1596|59767|321|False|West
Jan 18, 2015|Sunday|928|469|356|237|322|575|732|1032|1424|1959|2544|3115|3624|3915|3965|3913|3920|3730|3391|3044|2008|1751|1184|910|49048|321|False|West
Jan 19, 2015|Monday|589|323|210|294|741|2129|4234|5062|4055|3281|3203|3503|3887|4185|4682|4822|4904|4573|3429|2720|2134|2335|1662|879|67836|321|False|West
Jan 20, 2015|Tuesday|520|246|189|299|755|2330|4710|5782|5333|3754|3161|3250|3516|3617|4233|4891|4895|4206|3284|2476|1893|2384|1346|927|67997|321|False|West
Jan 21, 2015|Wednesday|491|286|219|367|823|2340|4577|5503|4967|3741|3153|3162|3439|3697|4148|4593|4971|4568|3710|2749|2399|2472|1480|982|68837|321|False|West
Jan 22, 2015|Thursday|490|274|229|281|826|2281|4818|5692|5266|3779|3303|3353|3630|3826|4302|4848|5038|4672|3757|2936|2424|2708|1474|911|71118|321|False|West
Jan 23, 2015|Friday|531|355|219|316|738|2125|4428|5616|5009|3885|3353|3575|3979|3764|4698|4962|4070|4179|4068|3220|2613|2974|2320|1378|72375|321|False|West
Jan 24, 2015|Saturday|841|451|333|303|389|764|1163|1911|2520|2775|3257|3530|3758|4106|4270|4615|4894|4468|3807|3130|2887|3041|2325|1391|60929|321|False|West
Jan 25, 2015|Sunday|947|449|357|247|290|517|737|1048|1443|2075|2648|3058|3499|3838|4075|4105|4278|3931|3350|2782|1834|1842|1247|853|49450|321|False|West
Jan 26, 2015|Monday|443|302|215|309|811|2271|4578|5683|5165|3805|3007|3336|3415|3589|4040|4624|4811|4588|3494|2536|2002|2064|1170|861|67119|321|False|West
