DATE|DAY|1 am|2 am|3 am|4 am|5 am|6 am|7 am|8 am|9 am|10 am|11 am|Noon|1 pm|2 pm|3 pm|4 pm|5 pm|6 pm|7 pm|8 pm|9 pm|10 pm|11 pm|12 mid|TOTAL|Station number|Estimated|Direction
Jan 1, 2015|Thursday|358|340|226|151|89|144|305|276|361|517|687|917|970|966|951|1030|995|900|795|699|532|450|383|253|13295|40|False|North
Jan 2, 2015|Friday|151|82|82|86|186|563|1292|1727|1344|1268|1350|1436|1484|1458|1518|1579|1649|1701|1478|963|717|663|595|349|23721|40|False|North
Jan 3, 2015|Saturday|262|204|120|100|100|243|428|517|696|956|1116|1327|1351|1304|1252|1372|1399|1300|1192|775|570|576|503|343|18006|40|False|North
Jan 4, 2015|Sunday|266|157|110|73|76|154|278|327|517|712|857|981|1153|1040|1129|1094|1063|926|853|696|591|414|356|177|14000|40|False|North
Jan 5, 2015|Monday|114|74|66|121|202|827|1998|2920|2093|1295|1045|1134|1190|1231|1379|1551|1646|1593|1126|685|533|466|377|261|23927|40|False|North
Jan 6, 2015|Tuesday|131|96|89|122|213|775|1955|2470|2054|1409|1188|1176|1173|1234|1386|1589|1694|1963|1476|813|622|610|418|255|24911|40|False|North
Jan 7, 2015|Wednesday|182|97|95|133|216|830|1972|2763|1816|1299|1048|1069|1101|1262|1332|1485|1603|1647|1228|899|653|559|475|262|24026|40|False|North
Jan 8, 2015|Thursday|169|104|86|125|208|865|2135|2947|2018|1305|1037|987|1081|1105|1164|1276|1369|1409|1123|757|588|488|377|248|22971|40|False|North
Jan 9, 2015|Friday|164|100|102|129|224|772|1795|2333|1933|1456|1199|1275|1310|1353|1560|1647|1674|1680|1419|971|700|634|582|389|25401|40|False|North
Jan 10, 2015|Saturday|280|183|148|99|104|254|490|639|883|1157|1340|1548|1469|1272|1326|1402|1392|1205|1104|827|629|687|535|365|19338|40|False|North
Jan 11, 2015|Sunday|290|202|136|71|72|153|353|417|635|907|1080|1121|1316|1132|1087|1180|1134|1075|886|677|547|439|338|199|15447|40|False|North
Jan 12, 2015|Monday|108|63|73|121|204|862|2092|2931|2176|1365|1183|1188|1256|1230|1404|1598|1684|1872|1226|841|672|585|426|285|25445|40|False|North
Jan 13, 2015|Tuesday|178|106|92|119|208|891|2127|2900|2237|1407|1110|1219|1254|1277|1396|1632|1697|1858|1372|843|711|603|420|203|25860|40|False|North
Jan 14, 2015|Wednesday|154|89|89|110|238|861|2120|2988|2407|1391|1194|1212|1317|1339|1419|1667|1748|2045|1431|875|779|647|486|295|26901|40|False|North
Jan 15, 2015|Thursday|172|107|97|122|218|891|2091|3003|2189|1437|1232|1223|1407|1460|1553|1714|1749|2142|1369|965|762|742|535|292|27472|40|False|North
Jan 16, 2015|Friday|192|110|104|121|240|875|2052|2906|2039|1478|1290|1406|1553|1489|1674|1933|1853|2085|1708|1157|783|749|656|417|28870|40|False|North
Jan 17, 2015|Saturday|269|191|152|115|102|267|532|643|994|1397|1414|1570|1521|1607|1402|1544|1508|1458|1378|930|726|748|633|418|21519|40|False|North
Jan 18, 2015|Sunday|341|184|130|81|69|146|343|386|724|935|1188|1269|1386|1357|1209|1193|1154|1083|1069|781|639|582|410|250|16909|40|False|North
Jan 19, 2015|Monday|159|120|84|123|215|713|1586|1876|1506|1263|1165|1248|1384|1439|1435|1517|1748|1922|1373|892|634|582|402|241|23627|40|False|North
Jan 20, 2015|Tuesday|158|104|102|115|228|940|2210|3021|2151|1441|1231|1191|1375|1305|1409|1625|1781|2006|1338|833|739|571|439|253|26566|40|False|North
Jan 21, 2015|Wednesday|140|124|101|123|239|884|2155|2998|2186|1387|1145|1217|1271|1292|1470|1701|1689|2109|1442|954|764|590|505|283|26769|40|False|North
Jan 22, 2015|Thursday|178|121|113|117|227|898|2229|3041|2251|1449|1226|1265|1411|1433|1425|1800|1755|2075|1399|925|766|671|538|309|27622|40|False|North
Jan 23, 2015|Friday|183|108|103|121|228|817|1981|2838|2034|1454|1300|1470|1560|1482|1655|1898|1920|1920|1681|990|761|760|659|394|28317|40|False|North
Jan 24, 2015|Saturday|310|210|147|105|112|279|584|691|941|1174|1323|1547|1591|1486|1466|1610|1593|1594|1393|898|706|698|583|436|21477|40|False|North
