DATE,DAY,1 am,2 am,3 am,4 am,5 am,6 am,7 am,8 am,9 am,10 am,11 am,Noon,1 pm,2 pm,3 pm,4 pm,5 pm,6 pm,7 pm,8 pm,9 pm,10 pm,11 pm,12 mid,TOTAL,Station number,Estimated,Direction,STATION,COUNTY,RETIRED
"Jan 1, 2012",Sunday,118,93,60,57,61,89,123,180,293,456,711,959,1076,1247,1202,1254,1150,1000,812,667,518,371,279,172,12948,208,True,North,208,Steele,False
"Jan 2, 2012",Monday,94,79,79,101,175,334,476,662,525,550,578,613,580,596,750,879,937,826,612,419,349,300,208,166,10888,208,True,North,208,Steele,False
"Jan 3, 2012",Tuesday,96,80,77,108,181,379,528,754,609,589,611,623,630,692,776,968,1056,918,615,441,367,328,259,174,11859,208,True,North,208,Steele,False
"Jan 4, 2012",Wednesday,98,98,105,129,211,378,490,703,572,636,716,660,639,728,801,984,995,896,637,482,409,297,256,194,12114,208,False,North,208,Steele,False
"Jan 5, 2012",Thursday,101,85,78,110,210,372,527,706,588,608,623,649,718,790,873,991,1113,993,729,540,449,386,263,184,12686,208,True,North,208,Steele,False
"Jan 6, 2012",Friday,136,121,118,115,187,361,499,736,601,596,742,799,837,864,960,1168,1301,1155,829,669,547,476,374,210,14401,208,False,North,208,Steele,False
"Jan 7, 2012",Saturday,127,99,102,69,86,152,274,296,532,739,928,939,938,1000,927,949,883,762,662,518,425,371,282,163,12223,208,False,North,208,Steele,False
"Jan 8, 2012",Sunday,106,102,62,59,70,80,151,203,341,429,669,842,915,975,994,1093,957,859,769,679,461,342,262,119,11539,208,False,North,208,Steele,False
"Jan 9, 2012",Monday,116,81,74,102,217,373,531,700,554,591,617,661,637,692,712,838,906,803,566,414,318,307,243,193,11246,208,False,North,208,Steele,False
"Jan 10, 2012",Tuesday,96,96,89,110,204,396,531,737,556,585,629,658,673,744,806,978,1055,860,590,469,350,366,242,181,12001,208,False,North,208,Steele,False
"Jan 11, 2012",Wednesday,111,92,96,104,207,392,498,740,545,602,617,623,647,709,770,877,912,823,537,390,346,267,230,190,11325,208,False,North,208,Steele,False
"Jan 12, 2012",Thursday,94,79,73,103,196,348,492,660,549,568,582,628,682,690,745,959,1048,955,634,513,389,346,299,201,11833,208,True,North,208,Steele,False
"Jan 13, 2012",Friday,121,94,100,121,182,369,503,675,617,629,732,771,772,829,1074,1186,1305,1162,919,714,625,458,350,227,14535,208,False,North,208,Steele,False
"Jan 14, 2012",Saturday,129,94,97,91,93,136,234,336,506,758,985,980,1022,1041,903,901,831,717,529,477,366,316,278,167,11987,208,False,North,208,Steele,False
"Jan 15, 2012",Sunday,106,84,54,51,55,80,110,161,263,409,638,860,965,1119,1078,1125,1031,897,729,598,465,333,251,154,11616,208,True,North,208,Steele,False
"Jan 16, 2012",Monday,107,82,82,91,183,331,447,604,511,611,665,706,731,800,794,963,1077,946,682,505,396,290,213,199,12016,208,False,North,208,Steele,False
"Jan 17, 2012",Tuesday,100,86,66,119,182,396,506,686,528,498,532,596,561,679,773,836,979,841,601,403,356,304,227,162,11017,208,True,North,208,Steele,False
"Jan 18, 2012",Wednesday,85,70,80,100,179,339,469,650,548,491,523,577,605,660,706,809,879,772,543,431,341,271,216,157,10501,208,True,North,208,Steele,False
"Jan 19, 2012",Thursday,90,76,70,99,188,334,472,634,527,545,559,582,644,709,784,889,999,891,654,485,403,347,236,165,11382,208,True,North,208,Steele,False
"Jan 20, 2012",Friday,110,94,90,101,190,331,435,638,548,609,657,713,790,928,1029,1225,1297,1151,879,659,558,443,324,226,14025,208,True,North,208,Steele,False
"Jan 21, 2012",Saturday,127,105,74,74,98,140,219,346,528,665,841,951,890,915,896,921,813,713,574,475,393,332,246,160,11496,208,True,North,208,Steele,False
"Jan 22, 2012",Sunday,106,84,54,51,55,80,110,161,263,409,638,860,965,1119,1078,1125,1031,897,729,598,465,333,251,154,11616,208,True,North,208,Steele,False
"Jan 23, 2012",Monday,80,74,46,56,149,320,458,605,424,404,355,558,536,672,679,802,879,696,482,327,297,289,202,180,9570,208,False,North,208,Steele,False
"Jan 24, 2012",Tuesday,100,86,86,110,197,402,540,726,598,555,670,638,640,691,734,897,930,815,647,461,374,287,200,191,11575,208,False,North,208,Steele,False
"Jan 25, 2012",Wednesday,97,83,67,115,216,392,518,774,569,607,600,657,656,705,810,923,1020,855,604,503,372,286,232,225,11886,208,False,North,208,Steele,False
