Jul 24, 2012|Tuesday|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|12|13|13|10|4|5|5|1|2|73|231|North
Jul 25, 2012|Wednesday|0|0|0|0|0|5|1|6|6|9|14|8|10|10|13|11|17|17|7|7|5|5|2|1|154|231|North
Jul 26, 2012|Thursday|1|0|0|1|0|3|2|11|13|14|11|7|9|10|12|11|9|16|12|15|10|6|3|0|176|231|North
Jul 27, 2012|Friday|2|0|0|0|0|1|1|5|8|12|14|10|12|15|16|16|16|12|14|10|10|8|13|3|198|231|North
Jul 28, 2012|Saturday|2|1|1|0|0|0|1|3|10|26|9|10|10|11|19|18|14|6|10|11|8|6|5|1|182|231|North
Jul 29, 2012|Sunday|2|3|2|1|0|0|1|2|4|14|5|16|12|17|11|20|18|11|10|9|6|6|2|1|173|231|North
Jul 30, 2012|Monday|0|1|0|0|1|3|2|8|10|11|7|7|11|11|21|17|15|7|9|6|3|6|0|2|158|231|North
Jul 31, 2012|Tuesday|0|0|0|0|2|1|2|6|11|7|9|12|15|8|15|12|12|20|3|5|4|1|5|7|157|231|North
Jul 24, 2012|Tuesday|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|12|13|13|10|4|5|5|1|2|73|231|East
Jul 25, 2012|Wednesday|0|0|0|0|0|5|1|6|6|9|14|8|10|10|13|11|17|17|7|7|5|5|2|1|154|231|East
Jul 26, 2012|Thursday|1|0|0|1|0|3|2|11|13|14|11|7|9|10|12|11|9|16|12|15|10|6|3|0|176|231|East
Jul 27, 2012|Friday|2|0|0|0|0|1|1|5|8|12|14|10|12|15|16|16|16|12|14|10|10|8|13|3|198|231|East
Jul 28, 2012|Saturday|2|1|1|0|0|0|1|3|10|26|9|10|10|11|19|18|14|6|10|11|8|6|5|1|182|231|East
Jul 29, 2012|Sunday|2|3|2|1|0|0|1|2|4|14|5|16|12|17|11|20|18|11|10|9|6|6|2|1|173|231|East
Jul 30, 2012|Monday|0|1|0|0|1|3|2|8|10|11|7|7|11|11|21|17|15|7|9|6|3|6|0|2|158|231|East
Jul 31, 2012|Tuesday|0|0|0|0|2|1|2|6|11|7|9|12|15|8|15|12|12|20|3|5|4|1|5|7|157|231|East
Jul 24, 2012|Tuesday|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15|12|13|15|5|6|6|2|1|1|76|231|South
Jul 25, 2012|Wednesday|0|0|0|0|2|5|5|9|12|10|9|8|13|10|12|10|14|11|12|7|6|5|0|0|160|231|South
Jul 26, 2012|Thursday|1|1|0|0|2|1|3|14|13|13|12|11|13|15|12|25|12|13|8|11|9|5|5|2|201|231|South
Jul 27, 2012|Friday|0|0|0|0|0|3|4|10|7|12|7|15|8|13|12|15|10|8|9|10|8|11|8|3|173|231|South
Jul 28, 2012|Saturday|2|2|1|0|0|3|3|1|6|16|12|13|22|14|12|11|13|7|4|17|10|9|3|1|182|231|South
Jul 29, 2012|Sunday|0|2|0|0|0|1|0|2|7|9|12|16|12|19|13|21|18|23|9|9|12|6|3|2|196|231|South
Jul 30, 2012|Monday|1|0|0|3|2|3|6|9|6|10|13|8|12|19|11|13|8|12|13|4|5|4|1|2|165|231|South
Jul 31, 2012|Tuesday|0|0|1|0|0|2|8|8|14|8|11|12|15|11|17|9|11|15|6|2|5|3|1|5|164|231|South
