DATE|DAY|1 am|2 am|3 am|4 am|5 am|6 am|7 am|8 am|9 am|10 am|11 am|Noon|1 pm|2 pm|3 pm|4 pm|5 pm|6 pm|7 pm|8 pm|9 pm|10 pm|11 pm|12 mid|TOTAL|Station number|Estimated|Direction
Jan 1, 2012|Sunday|938|800|510|298|241|374|464|538|883|1503|2533|2244|2202|2146|2073|2290|2418|2216|1742|1544|1183|996|773|554|31463|315|False|North
Jan 2, 2012|Monday|360|226|139|180|273|627|1109|1251|1316|1755|2159|2715|2821|3014|2981|3041|2924|2747|2304|1649|1419|1264|810|449|37533|315|False|North
Jan 3, 2012|Tuesday|273|184|144|239|541|1946|4679|5610|4180|3442|2980|2810|2901|2753|3011|3121|3492|3496|2526|1730|1407|1301|824|479|54069|315|False|North
Jan 4, 2012|Wednesday|276|186|193|243|594|1898|4626|5609|4587|3716|2985|2887|3001|2948|3061|3292|3620|3816|2940|1909|1495|1169|934|533|56518|315|False|North
Jan 5, 2012|Thursday|336|186|189|240|575|1981|4554|5699|4639|3716|2969|3010|2974|3194|3161|3425|3681|3596|2814|1948|1627|1575|998|575|57662|315|False|North
Jan 6, 2012|Friday|322|251|239|262|543|1800|4370|5617|4486|3667|3038|3239|3277|3308|3495|3811|4124|4106|3305|2152|1663|1640|1243|874|60832|315|False|North
Jan 7, 2012|Saturday|554|321|264|220|268|489|929|1400|2111|2501|3021|3124|3350|3362|3414|3314|3471|3190|2775|1899|1642|1594|1456|967|45636|315|False|North
Jan 8, 2012|Sunday|607|405|300|159|178|321|547|793|1139|1860|2422|2592|3084|2996|3082|3119|2973|2522|2059|1801|1433|1112|803|454|36761|315|False|North
Jan 9, 2012|Monday|237|175|162|237|555|1951|4631|6020|4748|3448|2964|2847|2861|2928|3049|3241|3377|3662|2479|1663|1352|1223|829|496|55135|315|False|North
Jan 10, 2012|Tuesday|254|162|173|226|568|2000|4644|5995|4896|3710|3093|3003|2995|3044|3193|3420|3758|3910|2730|1809|1552|1460|975|491|58061|315|False|North
Jan 11, 2012|Wednesday|277|174|182|235|593|1929|4738|5876|4845|3652|3045|2960|3078|2855|3071|3323|3588|3639|2720|1664|1445|1344|912|480|56625|315|False|North
Jan 12, 2012|Thursday|286|192|177|221|566|1943|4542|5899|4961|3686|2990|2811|2891|2977|3016|3248|3607|3680|2652|1837|1488|1357|969|564|56560|315|False|North
Jan 13, 2012|Friday|305|198|179|248|554|1825|4413|5430|4771|3665|3101|3155|3102|3146|3407|3666|3854|3785|3145|2152|1716|1530|1305|787|59439|315|False|North
Jan 14, 2012|Saturday|544|315|260|238|267|486|933|1481|2046|2521|2995|3243|3488|3357|3201|3210|3144|2979|2530|1643|1432|1273|1269|886|43741|315|False|North
Jan 15, 2012|Sunday|580|382|271|172|183|327|574|768|1215|1902|2426|2616|3162|2988|2976|3072|2853|2590|2082|1993|1456|1202|948|542|37280|315|False|North
Jan 16, 2012|Monday|309|162|169|226|514|1585|3635|4154|3545|3119|2933|3064|3388|3395|3257|3460|3474|3482|2607|1782|1450|1272|881|434|52297|315|False|North
Jan 17, 2012|Tuesday|270|168|187|206|606|1969|4056|5406|5176|3806|2940|2689|2865|2815|2942|3123|3518|3760|2535|1715|1537|1364|839|445|54937|315|False|North
Jan 18, 2012|Wednesday|249|171|171|252|580|1934|4665|5957|4780|3800|3008|2874|3028|2862|2960|3419|3556|3761|2713|1633|1448|1205|888|478|56392|315|False|North
Jan 19, 2012|Thursday|304|197|166|228|567|1958|4629|5604|4788|3535|2811|2811|2889|2856|2811|3419|3633|3732|2706|1762|1602|1433|926|584|55951|315|False|North
Jan 20, 2012|Friday|328|186|183|249|531|1723|3892|4730|4004|3295|2970|2591|2687|2965|2903|3170|3409|3586|3048|1958|1595|1546|1275|790|53614|315|False|North
Jan 21, 2012|Saturday|498|331|221|221|269|456|891|1520|2115|2534|2953|2963|3688|3413|3475|3637|3522|3376|2909|1781|1621|1422|1272|787|45875|315|False|North
Jan 22, 2012|Sunday|566|370|254|169|161|297|582|710|1167|1791|2252|2343|2637|2621|2611|2261|2281|2067|1644|1383|1045|914|806|449|31381|315|False|North
Jan 23, 2012|Monday|243|171|175|241|539|1836|3487|4083|3894|3787|2604|2418|2383|2457|2618|2763|3077|3193|2350|1462|1258|1200|853|437|47529|315|False|North
Jan 24, 2012|Tuesday|231|178|183|249|574|2008|4522|5851|4974|3793|3023|2877|2989|2910|3102|3219|3489|3638|2736|1708|1436|1405|892|421|56408|315|False|North
Jan 25, 2012|Wednesday|264|171|185|219|588|2000|4582|5886|4862|3697|2833|2946|2910|2982|3049|3297|3568|3577|2739|1788|1575|1311|902|503|56434|315|False|North
Jan 26, 2012|Thursday|288|151|179|254|600|1917|4584|5844|4985|3674|3024|2970|3055|3116|3142|3418|3657|3744|3042|1893|1586|1514|965|541|58143|315|False|North
