Sep 20, 2012|Thursday|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|17|22|23|23|10|7|17|6|125|232|North
Sep 21, 2012|Friday|3|2|0|1|1|3|7|17|15|9|23|10|17|19|22|20|25|34|21|18|17|7|9|6|306|232|North
Sep 22, 2012|Saturday|3|0|1|0|0|2|3|14|22|20|27|33|25|21|15|15|13|9|15|11|14|9|5|4|281|232|North
Sep 23, 2012|Sunday|3|0|0|1|0|0|3|3|11|11|21|25|23|20|10|20|8|14|5|5|3|6|0|1|193|232|North
Sep 24, 2012|Monday|0|0|0|1|1|3|10|20|26|20|30|18|26|21|19|41|16|31|15|25|16|11|7|2|359|232|North
Sep 25, 2012|Tuesday|0|2|1|0|0|2|11|14|27|24|18|16|14|32|13|22|20|13|15|13|9|5|1|1|273|232|North
Sep 26, 2012|Wednesday|0|0|0|0|1|5|8|37|30|27|16|19|17|22|27|21|26|36|22|28|9|13|0|3|367|232|North
Sep 27, 2012|Thursday|0|0|0|0|0|3|11|27|27|24|33|18|22|27|27|34|20|31|22|22|14|6|8|2|378|232|North
Sep 28, 2012|Friday|0|1|0|1|0|5|9|25|14|15|23|25|26|33|18|23|24|25|30|24|18|13|6|5|363|232|North
Sep 29, 2012|Saturday|3|2|0|0|0|2|2|45|35|31|31|42|37|25|23|18|25|20|21|16|14|12|4|6|414|232|North
Sep 30, 2012|Sunday|2|0|1|0|0|2|1|11|15|20|27|14|31|19|12|16|12|26|23|7|8|5|3|0|255|232|North
Sep 20, 2012|Thursday|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32|25|19|12|13|11|22|4|138|232|South
Sep 21, 2012|Friday|0|0|0|0|0|3|7|20|16|1|12|9|12|18|20|26|27|33|18|19|12|7|10|8|278|232|South
Sep 22, 2012|Saturday|0|0|0|2|2|2|7|17|7|19|29|24|18|16|19|14|20|11|10|6|17|9|6|4|259|232|South
Sep 23, 2012|Sunday|2|0|0|0|2|3|1|3|5|16|15|18|13|16|16|19|11|6|17|6|9|4|0|2|184|232|South
Sep 24, 2012|Monday|0|1|0|0|2|4|14|24|23|15|14|14|19|19|27|14|22|17|21|16|26|5|3|1|301|232|South
Sep 25, 2012|Tuesday|0|2|1|0|0|2|17|19|19|21|10|9|14|16|16|23|19|13|8|11|6|2|2|1|231|232|South
Sep 26, 2012|Wednesday|1|0|1|0|1|1|15|34|23|22|18|12|9|16|19|21|27|19|21|25|20|4|1|1|311|232|South
Sep 27, 2012|Thursday|1|0|0|1|0|1|16|24|22|18|20|18|13|19|22|33|27|21|26|18|13|9|7|1|330|232|South
Sep 28, 2012|Friday|0|0|0|0|0|2|16|15|12|10|17|16|19|24|17|23|17|23|26|30|29|16|5|2|319|232|South
Sep 29, 2012|Saturday|0|3|1|0|0|2|11|21|23|27|21|26|24|20|29|18|31|29|15|13|12|22|3|3|354|232|South
Sep 30, 2012|Sunday|2|2|1|0|1|2|4|4|12|17|18|16|21|12|8|18|20|39|18|14|11|5|4|0|249|232|South
Oct 1, 2012|Monday|1|1|1|0|2|4|17|14|35|25|30|36|28|27|25|38|36|38|22|23|17|9|5|1|435|232|North
Oct 2, 2012|Tuesday|0|0|0|0|0|3|17|30|35|30|29|14|17|12|29|32|28|34|22|11|14|5|5|5|372|232|North
Oct 3, 2012|Wednesday|1|1|0|1|0|1|11|32|20|18|31|25|28|23|21|25|18|25|25|23|7|12|10|3|361|232|North
Oct 4, 2012|Thursday|6|2|3|2|1|3|10|26|29|23|22|46|28|30|19|27|29|27|19|20|8|6|3|0|389|232|North
Oct 5, 2012|Friday|2|0|4|1|0|3|9|19|35|26|19|26|23|31|34|32|32|25|26|14|6|4|4|1|376|232|North
Oct 6, 2012|Saturday|4|3|4|1|0|0|3|5|7|18|23|12|14|18|11|21|18|19|7|6|1|3|1|5|204|232|North
Oct 7, 2012|Sunday|2|6|1|0|0|0|4|2|2|5|14|23|15|24|15|19|14|8|19|20|7|8|5|6|219|232|North
Oct 8, 2012|Monday|5|9|10|6|7|12|15|14|28|17|19|35|31|33|46|32|19|17|20|8|14|14|7|7|425|232|North
Oct 9, 2012|Tuesday|6|3|7|6|6|7|14|21|19|14|14|15|19|15|21|24|32|15|26|24|10|12|6|2|338|232|North
Oct 10, 2012|Wednesday|3|1|2|0|0|2|6|14|18|13|13|13|14|5|17|12|16|16|17|9|7|5|4|1|208|232|North
* Oct 11,|2012|Thursday|4|0|2|3|0|3|10|7|15|12|8|16|12|14|17|20|23|30|13|10|2|5|3|3|232|232|North
Oct 12, 2012|Friday|0|3|1|0|0|2|11|23|9|12|8|21|19|14|15|19|18|21|33|18|12|8|13|2|282|232|North
Oct 13, 2012|Saturday|0|1|1|1|1|0|5|13|21|13|12|18|26|22|25|20|27|22|24|22|17|7|4|4|306|232|North
Oct 14, 2012|Sunday|3|2|0|0|0|1|2|3|7|8|10|18|12|14|19|25|15|14|12|11|3|5|2|2|188|232|North
Oct 15, 2012|Monday|0|2|2|1|0|4|12|19|5|22|16|13|26|14|21|18|26|30|23|13|15|18|10|5|315|232|North
Oct 16, 2012|Tuesday|7|6|6|5|3|2|9|21|18|34|12|22|11|13|16|25|28|18|19|15|5|0|0|0|295|232|North
Oct 17, 2012|Wednesday|2|4|0|0|1|5|10|12|25|18|8|6|18|17|21|13|21|25|29|6|7|7|6|0|261|232|North
Oct 18, 2012|Thursday|1|2|0|3|2|2|7|15|25|20|20|24|24|16|16|17|12|9|16|2|0|5|0|0|238|232|North
Oct 19, 2012|Friday|1|0|1|0|0|1|6|11|18|15|21|12|15|12|17|17|12|20|5|10|7|4|2|1|208|232|North
Oct 20, 2012|Saturday|1|0|0|0|0|0|1|10|9|21|12|19|19|14|13|13|9|7|7|5|6|4|2|0|172|232|North
Oct 21, 2012|Sunday|1|0|1|0|0|0|0|1|3|7|10|9|14|19|11|17|19|12|9|3|7|5|0|1|149|232|North
Oct 22, 2012|Monday|1|0|0|0|0|2|12|20|28|20|19|14|13|18|9|16|15|24|24|8|2|2|7|13|267|232|North
Oct 23, 2012|Tuesday|1|2|0|0|0|1|10|30|14|15|19|20|11|11|17|20|12|16|13|9|3|4|2|1|231|232|North
