DATE|DAY|1 am|2 am|3 am|4 am|5 am|6 am|7 am|8 am|9 am|10 am|11 am|Noon|1 pm|2 pm|3 pm|4 pm|5 pm|6 pm|7 pm|8 pm|9 pm|10 pm|11 pm|12 mid|TOTAL|Station number|Estimated|Direction
Jan 1, 2006|Sunday|5|12|2|1|3|2|1|7|7|16|16|20|14|22|13|13|7|14|12|4|6|0|5|0|202|55|False|East
Jan 2, 2006|Monday|1|2|1|1|5|5|10|19|11|20|16|16|15|16|18|21|29|29|13|3|12|3|2|3|271|55|False|East
Jan 3, 2006|Tuesday|1|2|1|2|2|11|18|28|23|18|24|19|23|25|25|26|16|29|14|9|4|15|6|2|343|55|False|East
Jan 4, 2006|Wednesday|2|0|1|1|3|6|16|28|24|16|13|16|17|14|21|27|26|26|19|6|4|3|1|1|291|55|False|East
Jan 5, 2006|Thursday|1|1|2|3|4|9|20|24|30|15|22|17|24|17|21|35|24|39|23|12|7|8|8|2|368|55|False|East
Jan 6, 2006|Friday|2|0|2|2|2|6|20|23|30|22|20|24|20|20|33|28|29|25|16|11|9|10|4|3|361|55|False|East
Jan 7, 2006|Saturday|3|6|4|1|0|2|8|11|16|21|15|22|17|22|23|24|20|13|18|10|6|3|6|2|273|55|False|East
Jan 8, 2006|Sunday|0|1|2|0|0|2|6|5|17|9|10|16|17|13|15|22|14|10|13|4|1|3|3|0|183|55|False|East
Jan 9, 2006|Monday|0|1|1|3|4|8|15|34|29|16|16|25|21|25|16|24|23|30|20|9|11|7|5|4|347|55|False|East
Jan 10, 2006|Tuesday|4|1|1|2|5|9|16|28|37|16|24|19|23|13|19|20|21|33|18|7|7|12|4|1|340|55|False|East
Jan 11, 2006|Wednesday|2|1|1|2|4|8|16|33|35|19|13|19|24|15|18|21|30|31|14|9|9|4|3|0|331|55|False|East
Jan 12, 2006|Thursday|3|1|1|2|5|6|23|34|26|23|19|20|23|17|20|28|30|29|16|9|10|21|8|3|377|55|False|East
Jan 13, 2006|Friday|3|0|1|1|6|2|21|31|26|18|25|19|38|20|22|30|34|28|17|11|7|15|6|2|383|55|False|East
Jan 14, 2006|Saturday|5|2|2|1|4|1|4|13|20|16|23|14|18|21|20|18|23|21|13|4|6|4|11|2|266|55|False|East
Jan 15, 2006|Sunday|2|1|2|2|5|2|4|12|11|15|23|20|25|13|18|24|18|13|19|11|6|4|0|1|251|55|False|East
Jan 16, 2006|Monday|2|3|0|2|6|5|25|29|30|14|18|24|14|13|14|23|23|18|11|9|3|3|2|0|291|55|False|East
Jan 17, 2006|Tuesday|1|1|1|4|4|9|21|39|34|19|11|28|17|26|16|21|27|21|16|12|8|6|2|3|347|55|False|East
Jan 18, 2006|Wednesday|4|1|1|1|5|9|18|30|28|23|9|18|14|26|13|24|36|24|11|5|4|5|3|3|315|55|False|East
Jan 19, 2006|Thursday|2|0|1|1|5|6|22|29|28|13|18|19|22|15|19|25|25|27|16|4|14|11|9|4|335|55|False|East
Jan 20, 2006|Friday|2|0|2|1|7|10|15|31|21|23|19|21|25|20|25|31|21|29|26|10|5|14|5|5|368|55|False|East
Jan 21, 2006|Saturday|4|0|2|1|5|2|7|10|19|25|26|26|19|27|21|10|19|21|8|7|9|1|3|3|275|55|False|East
Jan 22, 2006|Sunday|2|5|3|2|1|2|7|7|11|12|16|27|18|20|31|21|13|15|14|6|5|2|1|1|242|55|False|East
Jan 23, 2006|Monday|0|0|1|1|8|10|19|36|29|24|18|18|28|14|20|32|27|31|11|8|4|6|4|1|350|55|False|East
Jan 24, 2006|Tuesday|1|1|3|2|5|8|23|29|43|24|28|22|15|12|14|20|27|25|14|7|8|6|9|2|348|55|False|East
Jan 25, 2006|Wednesday|1|3|0|1|3|6|18|33|31|22|13|20|25|15|15|22|32|21|11|9|6|6|5|3|321|55|False|East
Jan 26, 2006|Thursday|2|1|1|2|1|9|17|27|30|14|21|31|16|12|25|24|27|24|21|9|4|8|5|0|331|55|False|East
Jan 27, 2006|Friday|3|1|1|0|1|8|18|26|35|19|12|18|26|26|24|27|31|31|18|14|3|6|7|2|357|55|False|East
Jan 28, 2006|Saturday|5|1|1|0|1|0|7|8|17|20|22|22|23|23|21|21|21|21|11|11|11|3|7|3|280|55|False|East
Jan 29, 2006|Sunday|3|2|3|0|2|1|2|5|11|15|9|22|24|25|24|13|15|13|10|8|10|4|5|1|227|55|False|East
Jan 30, 2006|Monday|1|0|1|1|3|10|18|28|31|12|18|20|31|10|20|26|22|27|16|4|9|4|2|4|318|55|False|East
Jan 31, 2006|Tuesday|2|2|2|2|3|11|16|32|29|16|15|19|19|22|14|25|25|20|16|6|9|7|2|3|317|55|False|East
Jan 1, 2006|Sunday|4|6|9|2|1|2|2|2|4|14|23|17|21|21|24|13|12|23|9|3|3|4|3|0|222|55|False|West
Jan 2, 2006|Monday|2|1|0|0|1|2|4|6|21|16|27|31|26|26|26|29|28|23|15|7|5|6|1|2|305|55|False|West
Jan 3, 2006|Tuesday|0|1|1|0|1|7|13|32|21|28|17|22|21|25|32|30|47|32|15|8|7|5|4|0|369|55|False|West
Jan 4, 2006|Wednesday|0|1|0|0|3|3|6|35|23|25|12|28|16|28|31|28|44|32|12|6|6|10|2|2|353|55|False|West
Jan 5, 2006|Thursday|3|2|1|0|1|4|11|41|20|24|22|17|38|26|29|39|43|43|22|8|8|5|3|0|410|55|False|West
Jan 6, 2006|Friday|2|3|0|0|1|5|6|33|26|24|21|35|29|38|31|42|39|39|20|15|13|9|10|3|444|55|False|West
Jan 7, 2006|Saturday|1|2|4|0|0|2|4|9|18|16|29|27|19|15|23|21|13|14|15|20|11|10|5|6|284|55|False|West
Jan 8, 2006|Sunday|5|0|4|0|1|0|4|5|4|6|19|16|14|29|20|21|11|19|11|3|11|2|2|2|209|55|False|West
Jan 9, 2006|Monday|1|1|0|2|1|8|13|25|25|17|18|25|23|24|31|32|42|40|22|7|7|3|4|0|371|55|False|West
Jan 10, 2006|Tuesday|1|1|0|0|2|8|10|29|19|17|22|28|24|26|29|33|38|33|12|11|4|7|2|0|356|55|False|West
Jan 11, 2006|Wednesday|0|2|0|0|1|8|10|32|28|17|18|26|25|18|28|33|40|28|12|8|6|5|4|3|352|55|False|West
Jan 12, 2006|Thursday|0|1|1|0|1|7|13|33|23|27|31|25|21|25|21|39|52|36|18|13|2|6|5|2|402|55|False|West
Jan 13, 2006|Friday|1|1|1|0|1|3|7|44|19|21|20|24|27|31|26|45|40|26|21|11|11|11|15|1|407|55|False|West
Jan 14, 2006|Saturday|2|3|0|0|0|5|1|4|13|16|39|34|25|28|24|23|22|14|11|13|15|6|10|6|314|55|False|West
