DATE,DAY,1 am,2 am,3 am,4 am,5 am,6 am,7 am,8 am,9 am,10 am,11 am,Noon,1 pm,2 pm,3 pm,4 pm,5 pm,6 pm,7 pm,8 pm,9 pm,10 pm,11 pm,12 mid,TOTAL,Station number,Estimated,Direction,STATION,COUNTY
"Jan 1, 2010",Friday,569,571,328,248,193,205,331,360,517,818,1030,1457,1549,1529,1673,1567,1497,1516,1346,994,945,845,683,482,21253,336,False,North,336,Dakota
"Jan 2, 2010",Saturday,349,237,138,129,157,251,470,604,899,1274,1548,1940,2043,2150,2049,2078,2387,2109,1969,1242,1087,1029,913,589,27641,336,False,North,336,Dakota
"Jan 3, 2010",Sunday,379,310,186,133,129,184,320,444,578,981,1381,1592,1623,1522,1587,1820,1790,1613,1502,1096,937,748,553,345,21753,336,False,North,336,Dakota
"Jan 4, 2010",Monday,163,133,114,163,289,1033,3339,5335,3531,2209,1693,1653,1806,1736,1951,2186,2202,2331,1614,1106,883,892,608,301,37271,336,False,North,336,Dakota
"Jan 5, 2010",Tuesday,195,164,118,162,280,1106,3378,5559,3576,2392,1739,1697,1849,1823,2021,2217,2445,2373,1777,1095,975,886,603,340,38770,336,False,North,336,Dakota
"Jan 6, 2010",Wednesday,196,136,134,135,296,1064,3427,5481,3651,2302,1686,1806,1872,1807,2003,2251,2413,2708,2027,1204,1073,935,670,407,39684,336,False,North,336,Dakota
"Jan 7, 2010",Thursday,197,172,151,165,285,1076,3059,3892,3315,2525,1657,1438,1536,1612,1661,1814,1801,1889,1438,978,811,798,607,289,33166,336,False,North,336,Dakota
"Jan 8, 2010",Friday,236,140,148,167,259,961,3126,4649,3470,2353,1851,1918,2013,2007,2203,2505,2479,2710,2128,1417,1034,1034,916,606,40330,336,False,North,336,Dakota
"Jan 9, 2010",Saturday,371,250,232,160,164,281,641,1074,1495,1693,1786,2085,2310,2124,2120,2032,2254,2282,2021,1236,1071,1009,881,626,30198,336,False,North,336,Dakota
"Jan 10, 2010",Sunday,408,242,198,150,121,206,428,585,703,1121,1450,1614,1899,1814,1913,1979,1762,1641,1392,1218,914,797,557,328,23440,336,False,North,336,Dakota
"Jan 11, 2010",Monday,169,117,104,171,294,1058,3398,5553,3875,2385,1737,1795,1830,1719,1925,2119,2385,2706,1987,1068,887,918,596,309,39105,336,False,North,336,Dakota
"Jan 12, 2010",Tuesday,190,160,106,157,303,1050,3581,5673,3876,2484,1805,1789,1868,1798,2034,2165,2386,2481,1770,1172,1015,971,649,299,39782,336,False,North,336,Dakota
"Jan 13, 2010",Wednesday,216,116,137,144,294,1099,3387,5687,3936,2481,1812,1884,1944,1808,2096,2362,2645,2904,1753,1216,1099,974,681,371,41046,336,False,North,336,Dakota
"Jan 14, 2010",Thursday,207,139,126,187,299,1095,3437,5720,3807,2526,1780,1923,1978,1994,2125,2252,2428,2561,1793,1239,1009,999,733,364,40721,336,False,North,336,Dakota
"Jan 15, 2010",Friday,194,176,125,180,303,1015,3269,5213,3603,2426,1984,2014,2127,2082,2262,2524,2722,2720,2334,1508,1026,1160,858,608,42433,336,False,North,336,Dakota
"Jan 16, 2010",Saturday,395,296,208,192,174,311,602,1017,1488,1884,2116,2266,2389,2169,2291,2421,2341,2226,2162,1364,1103,1119,1014,690,32238,336,False,North,336,Dakota
"Jan 17, 2010",Sunday,472,313,179,162,146,215,359,538,745,1230,1650,2096,1571,1327,1190,1797,1904,1740,1487,1231,1028,787,621,390,23178,336,False,North,336,Dakota
"Jan 18, 2010",Monday,194,150,125,183,300,802,2434,3571,2672,2145,1928,2007,2061,2064,2186,2338,2359,2429,1779,1125,983,904,637,334,35710,336,False,North,336,Dakota
"Jan 19, 2010",Tuesday,199,134,107,133,334,1086,3516,5735,3653,2404,1766,1774,1874,1778,2053,2227,2357,2479,1736,1075,982,951,574,314,39241,336,False,North,336,Dakota
"Jan 20, 2010",Wednesday,195,120,113,155,292,1100,3470,5824,4021,2497,1794,1779,1801,1846,2028,2200,2320,2579,1755,1161,1024,921,696,338,40029,336,False,North,336,Dakota
"Jan 21, 2010",Thursday,211,141,128,154,302,1041,3221,3656,3560,2190,1712,1715,1817,1823,1836,2095,2300,2525,1895,1099,963,888,600,359,36231,336,False,North,336,Dakota
"Jan 22, 2010",Friday,199,147,141,173,297,981,3163,4985,3370,2331,1944,1960,2039,2059,2213,2524,2630,2613,2147,1312,963,955,795,502,40443,336,False,North,336,Dakota
"Jan 23, 2010",Saturday,366,233,168,144,178,283,494,905,1306,1526,1662,1929,1968,1904,1893,1906,1852,1836,1792,1322,883,843,760,448,26601,336,False,North,336,Dakota
"Jan 24, 2010",Sunday,306,231,180,139,123,201,350,478,682,1153,1393,1599,1763,1819,1869,1684,1701,1382,721,633,421,1442,756,332,21358,336,False,North,336,Dakota
"Jan 25, 2010",Monday,185,130,98,156,274,1004,3153,4306,3727,2624,1596,1569,1701,1603,1679,1930,2033,2074,1383,904,730,749,518,248,34374,336,False,North,336,Dakota
"Jan 26, 2010",Tuesday,155,111,103,167,281,1061,3605,5535,3615,2302,1700,1776,1835,1732,1938,2165,2261,2486,1753,1124,987,906,616,319,38533,336,False,North,336,Dakota
"Jan 27, 2010",Wednesday,195,142,124,147,306,1100,3358,5607,3987,2364,1798,1760,1954,1820,1985,2280,2421,2786,2017,1176,955,915,647,337,40181,336,False,North,336,Dakota
"Jan 28, 2010",Thursday,194,134,119,169,291,1061,3439,5527,3718,2386,1837,1837,1910,1905,2020,2327,2434,2554,1810,1283,1026,1063,699,333,40076,336,False,North,336,Dakota
"Jan 29, 2010",Friday,214,145,129,188,301,922,3074,5038,3592,2378,2031,2060,2092,2120,2371,2577,2731,2707,2236,1454,1166,1210,946,608,42290,336,False,North,336,Dakota
"Jan 30, 2010",Saturday,410,277,205,172,154,286,662,1078,1563,1838,2050,2208,2248,2247,2170,2237,2340,2085,2025,1315,996,1114,878,558,31116,336,False,North,336,Dakota
"Jan 31, 2010",Sunday,450,297,198,162,131,210,393,598,726,1193,1510,1661,2030,2023,1985,1975,2033,1725,1524,1178,951,745,546,302,24546,336,False,North,336,Dakota
"Jan 1, 2010",Friday,634,655,418,249,184,147,205,348,466,767,1014,1480,1622,1759,1779,1835,1678,1545,1249,1020,989,876,686,517,22122,336,False,South,336,Dakota
"Jan 2, 2010",Saturday,312,211,170,105,109,167,287,505,789,1187,1522,1842,1994,2241,2299,2347,2354,1994,1672,1302,1136,1424,1284,789,28042,336,False,South,336,Dakota
"Jan 3, 2010",Sunday,476,320,227,128,108,132,220,351,541,811,1219,1643,1732,1735,1820,2151,2091,1790,1570,1173,839,663,577,395,22712,336,False,South,336,Dakota
"Jan 4, 2010",Monday,188,136,95,90,193,463,1102,1727,1768,1466,1409,1676,1859,1918,2317,3609,4918,5019,2999,1582,1119,1081,760,421,37915,336,False,South,336,Dakota
"Jan 5, 2010",Tuesday,276,148,132,130,176,471,1129,1804,1775,1468,1547,1678,1823,1935,2481,3630,4538,5260,3196,1750,1361,1290,745,474,39217,336,False,South,336,Dakota
"Jan 6, 2010",Wednesday,285,164,159,132,171,427,1113,1814,1800,1467,1482,1661,1851,1878,2486,3696,4996,5069,3027,1804,1355,1734,1232,546,40349,336,False,South,336,Dakota
"Jan 7, 2010",Thursday,283,184,279,229,240,588,1074,1422,1489,1240,1190,1238,1440,1554,1579,1878,3195,3318,2920,1709,1221,1139,777,520,30706,336,False,South,336,Dakota
"Jan 8, 2010",Friday,321,171,164,168,175,418,997,1539,1826,1521,1567,1863,2083,2173,2794,3782,4690,4620,3105,1838,1377,1422,1190,708,40512,336,False,South,336,Dakota
"Jan 9, 2010",Saturday,483,341,247,179,157,195,345,737,1088,1341,1667,2057,2215,2351,2295,2398,2305,2099,1852,1443,1146,1218,1653,832,30644,336,False,South,336,Dakota
"Jan 10, 2010",Sunday,499,305,255,118,110,123,246,491,746,914,1263,1602,1927,1984,2129,2245,2002,1838,1492,1446,992,803,573,339,24442,336,False,South,336,Dakota
"Jan 11, 2010",Monday,156,104,73,97,164,489,1155,1761,1843,1442,1390,1678,1846,1929,2381,3639,4925,4908,2857,1595,1266,1544,1384,487,39113,336,False,South,336,Dakota
"Jan 12, 2010",Tuesday,264,158,123,127,164,487,1148,1810,1867,1461,1494,1820,1853,1971,2462,3839,4914,4992,3092,1792,1659,1354,890,500,40241,336,False,South,336,Dakota
"Jan 13, 2010",Wednesday,292,142,139,132,178,503,1113,1777,1846,1552,1481,1798,1894,2042,2554,3818,5021,5067,3089,1805,1647,2127,859,522,41398,336,False,South,336,Dakota
"Jan 14, 2010",Thursday,326,146,160,132,172,466,1109,1793,1813,1589,1497,1825,1977,2075,2562,3906,5024,4970,2873,1883,1539,1451,896,544,40728,336,False,South,336,Dakota
"Jan 15, 2010",Friday,300,186,181,140,203,436,1060,1724,1850,1571,1614,1993,2240,2334,2868,4134,5190,4654,2878,1909,1536,1444,1375,735,42555,336,False,South,336,Dakota
"Jan 16, 2010",Saturday,501,321,235,179,161,192,356,814,1237,1488,1899,2297,2482,2422,2463,2614,2415,2234,2051,1484,1185,1220,1068,1138,32456,336,False,South,336,Dakota
"Jan 17, 2010",Sunday,577,346,270,134,111,126,222,515,683,1092,1488,2229,1765,1436,1407,2052,2213,1878,1719,1276,983,820,589,409,24340,336,False,South,336,Dakota
"Jan 18, 2010",Monday,231,129,111,92,161,439,942,1512,1527,1520,1769,2059,2180,2243,2474,3307,4167,3980,2500,1529,1232,1136,686,437,36363,336,False,South,336,Dakota
"Jan 19, 2010",Tuesday,255,159,125,109,169,453,1198,1780,1818,1495,1500,1664,1857,2096,2448,3821,5065,5009,2895,1658,1471,1385,803,421,39654,336,False,South,336,Dakota
"Jan 20, 2010",Wednesday,238,137,139,140,175,479,1180,1838,1800,1452,1488,1785,1878,1946,2517,3812,5249,5245,2945,1843,1543,1390,877,479,40575,336,False,South,336,Dakota
"Jan 21, 2010",Thursday,302,147,140,133,174,469,1079,1588,1877,1360,1286,1464,1792,1854,2466,3551,4586,4567,2752,1693,1390,1421,1534,575,38200,336,False,South,336,Dakota
"Jan 22, 2010",Friday,296,166,167,159,180,438,1084,1679,1714,1479,1637,1936,2137,2265,2788,3946,4865,4615,2810,1760,1383,1318,1141,682,40645,336,False,South,336,Dakota
"Jan 23, 2010",Saturday,450,265,221,138,142,213,301,667,908,1136,1362,1671,1848,2028,2113,2174,2124,1882,1676,1240,1079,876,1116,1013,26643,336,False,South,336,Dakota
