DATE,DAY,1 am,2 am,3 am,4 am,5 am,6 am,7 am,8 am,9 am,10 am,11 am,Noon,1 pm,2 pm,3 pm,4 pm,5 pm,6 pm,7 pm,8 pm,9 pm,10 pm,11 pm,12 mid,TOTAL,Station number,Estimated,Direction,STATION,COUNTY
"Jan 1, 2010",Friday,2,5,1,5,2,4,2,1,0,4,2,9,4,8,8,3,12,9,11,9,7,6,9,3,126,209,True,North,209,Polk
"Jan 2, 2010",Saturday,10,6,3,5,3,9,2,5,7,9,14,4,20,4,9,5,4,11,1,11,6,6,6,2,162,209,True,North,209,Polk
"Jan 3, 2010",Sunday,8,1,6,0,3,10,2,5,1,8,9,4,12,15,15,8,9,16,8,11,9,5,10,3,178,209,True,North,209,Polk
"Jan 4, 2010",Monday,6,3,3,2,2,6,10,20,17,15,17,17,15,19,19,15,28,28,17,7,10,11,9,4,300,209,True,North,209,Polk
"Jan 5, 2010",Tuesday,3,3,2,4,2,8,11,22,23,16,24,11,17,20,24,19,25,29,20,17,5,12,6,5,328,209,True,North,209,Polk
"Jan 6, 2010",Wednesday,6,5,5,3,3,9,10,22,21,23,22,17,18,21,19,24,35,30,11,11,12,11,7,7,352,209,True,North,209,Polk
"Jan 7, 2010",Thursday,7,4,8,6,6,11,10,26,20,21,22,18,20,25,23,21,33,33,21,11,9,13,5,9,382,209,True,North,209,Polk
"Jan 8, 2010",Friday,3,4,4,4,4,7,7,25,21,22,16,22,16,22,24,23,33,31,17,14,18,8,9,10,364,209,True,North,209,Polk
"Jan 9, 2010",Saturday,6,7,5,4,3,6,3,7,10,5,8,8,16,12,18,13,19,18,13,16,15,10,10,5,237,209,True,North,209,Polk
"Jan 10, 2010",Sunday,8,4,6,3,3,6,3,6,5,12,10,11,14,15,16,12,10,14,13,11,13,8,8,3,214,209,True,North,209,Polk
"Jan 11, 2010",Monday,7,3,3,2,2,7,12,22,19,16,19,19,16,21,21,16,31,31,19,8,12,13,10,3,332,209,True,North,209,Polk
"Jan 12, 2010",Tuesday,3,3,2,5,2,9,13,24,25,18,26,13,19,22,26,20,27,32,22,19,6,14,7,6,363,209,True,North,209,Polk
"Jan 13, 2010",Wednesday,7,6,6,3,3,10,11,24,23,25,24,18,19,23,21,26,39,33,13,13,14,13,8,7,389,209,True,North,209,Polk
"Jan 14, 2010",Thursday,8,5,9,7,7,12,11,28,23,24,25,20,23,27,26,24,36,36,24,12,10,15,6,4,422,209,True,North,209,Polk
"Jan 15, 2010",Friday,3,5,5,5,5,8,8,28,23,24,17,24,17,24,27,25,37,35,19,15,20,9,10,10,403,209,True,North,209,Polk
"Jan 16, 2010",Saturday,7,8,6,5,4,7,4,8,11,6,9,9,18,13,20,14,21,20,14,18,16,11,11,3,263,209,True,North,209,Polk
"Jan 17, 2010",Sunday,9,5,7,4,4,7,4,7,6,13,11,12,15,16,18,13,11,15,14,12,14,9,9,2,237,209,True,North,209,Polk
"Jan 18, 2010",Monday,6,3,3,2,2,6,10,20,17,14,17,17,14,19,19,14,28,28,17,7,10,11,9,4,297,209,True,North,209,Polk
"Jan 19, 2010",Tuesday,3,3,2,4,2,8,11,21,22,16,23,11,17,19,23,18,24,29,19,17,5,12,6,10,325,209,True,North,209,Polk
"Jan 20, 2010",Wednesday,6,5,5,3,3,9,10,21,20,23,21,16,17,20,18,24,35,30,11,11,12,11,7,10,348,209,True,North,209,Polk
"Jan 21, 2010",Thursday,7,4,8,6,6,11,10,25,20,21,22,18,20,24,23,21,32,32,21,11,9,13,5,9,378,209,True,North,209,Polk
"Jan 22, 2010",Friday,3,4,4,4,4,7,7,25,21,22,16,22,16,22,24,23,33,31,17,13,18,8,9,8,361,209,True,North,209,Polk
"Jan 23, 2010",Saturday,3,4,3,2,2,3,2,4,5,3,4,4,8,6,9,7,10,9,7,8,8,5,5,3,124,209,True,North,209,Polk
"Jan 24, 2010",Sunday,7,4,5,3,3,5,3,5,4,10,8,9,11,12,13,10,8,11,11,9,11,7,7,2,178,209,True,North,209,Polk
"Jan 25, 2010",Monday,3,2,2,1,1,3,5,10,8,7,8,8,7,9,9,7,14,14,8,4,5,6,5,0,146,209,True,North,209,Polk
"Jan 26, 2010",Tuesday,3,3,2,4,2,8,11,20,21,15,22,11,16,18,22,17,23,27,18,16,5,12,6,7,309,209,True,North,209,Polk
"Jan 27, 2010",Wednesday,6,5,5,3,3,9,10,20,19,21,20,16,17,19,18,22,33,28,11,11,12,11,7,5,331,209,True,North,209,Polk
"Jan 28, 2010",Thursday,7,4,8,6,6,11,10,24,19,20,21,17,19,23,22,20,31,31,20,11,9,12,5,3,359,209,True,North,209,Polk
"Jan 29, 2010",Friday,3,4,4,4,4,7,7,24,20,21,15,21,15,21,23,22,32,30,16,13,17,8,9,3,343,209,True,North,209,Polk
"Jan 30, 2010",Saturday,6,7,5,4,3,6,3,7,9,5,8,8,15,11,17,12,18,17,12,15,14,9,9,4,224,209,True,North,209,Polk
"Jan 31, 2010",Sunday,8,4,6,3,3,6,3,6,5,11,9,10,13,14,15,11,9,13,12,10,12,8,8,2,201,209,True,North,209,Polk
"Jan 1, 2010",Friday,2,2,0,2,1,1,2,2,5,4,9,7,7,8,8,6,12,4,9,5,8,7,3,7,121,209,True,South,209,Polk
"Jan 2, 2010",Saturday,2,4,7,3,7,1,5,7,10,12,18,18,8,15,8,9,5,4,6,6,8,3,4,10,180,209,True,South,209,Polk
"Jan 3, 2010",Sunday,4,6,3,4,1,3,3,6,5,8,18,12,20,11,13,16,12,4,6,5,11,4,3,3,181,209,True,South,209,Polk
"Jan 4, 2010",Monday,3,3,4,6,2,4,13,33,15,16,18,13,20,22,26,27,22,25,13,8,6,14,4,7,324,209,True,South,209,Polk
"Jan 5, 2010",Tuesday,2,3,4,3,4,4,12,28,21,23,18,22,19,25,20,27,27,24,19,11,11,7,5,6,345,209,True,South,209,Polk
"Jan 6, 2010",Wednesday,6,4,7,7,1,5,15,31,22,21,16,21,22,31,26,32,22,28,14,12,9,11,8,9,380,209,True,South,209,Polk
"Jan 7, 2010",Thursday,7,6,8,7,6,4,16,28,25,31,20,23,25,21,28,27,19,30,16,9,11,20,7,3,397,209,True,South,209,Polk
"Jan 8, 2010",Friday,4,7,5,4,4,4,13,23,28,25,25,21,26,25,25,33,21,24,16,17,12,13,6,7,388,209,True,South,209,Polk
"Jan 9, 2010",Saturday,7,3,7,7,3,4,7,10,11,14,19,14,15,17,20,19,17,14,14,7,11,5,7,7,259,209,True,South,209,Polk
"Jan 10, 2010",Sunday,7,5,4,6,2,3,5,6,8,12,17,12,20,17,18,22,17,7,5,6,9,4,4,7,223,209,True,South,209,Polk
"Jan 11, 2010",Monday,3,3,5,7,2,5,14,37,16,17,20,14,22,24,29,30,24,28,14,9,7,15,5,9,359,209,True,South,209,Polk
"Jan 12, 2010",Tuesday,2,3,5,3,5,5,14,31,23,25,19,24,21,27,22,30,30,26,21,13,13,8,6,5,381,209,True,South,209,Polk
"Jan 13, 2010",Wednesday,7,5,8,8,1,6,17,34,24,23,18,23,24,34,28,35,24,31,16,14,10,13,9,8,420,209,True,South,209,Polk
"Jan 14, 2010",Thursday,8,7,9,8,7,5,18,31,27,34,22,25,27,23,31,30,21,33,18,10,13,22,8,3,440,209,True,South,209,Polk
"Jan 15, 2010",Friday,5,8,6,5,5,5,14,25,31,28,28,23,29,28,28,37,23,27,17,19,13,14,7,4,429,209,True,South,209,Polk
"Jan 16, 2010",Saturday,8,3,8,8,3,5,8,12,13,15,21,15,16,19,22,21,19,15,15,8,13,6,8,6,287,209,True,South,209,Polk
"Jan 17, 2010",Sunday,8,6,5,7,2,3,6,7,9,13,19,13,22,19,20,24,19,8,6,7,10,5,5,4,247,209,True,South,209,Polk
"Jan 18, 2010",Monday,3,3,4,6,2,4,12,33,14,16,18,12,20,22,26,27,22,25,12,8,6,13,4,9,321,209,True,South,209,Polk
"Jan 19, 2010",Tuesday,2,3,4,3,4,4,12,28,20,23,17,22,18,25,19,27,27,24,18,11,11,7,5,7,341,209,True,South,209,Polk
"Jan 20, 2010",Wednesday,6,4,7,7,1,5,15,31,21,20,16,20,21,31,25,32,21,28,14,12,9,11,8,11,376,209,True,South,209,Polk
"Jan 21, 2010",Thursday,7,6,8,7,6,4,16,27,24,31,19,22,24,20,27,26,18,30,16,9,11,19,7,9,393,209,True,South,209,Polk
"Jan 22, 2010",Friday,4,7,5,4,4,4,12,23,28,25,25,21,26,25,25,33,21,24,16,17,11,12,6,6,384,209,True,South,209,Polk
"Jan 23, 2010",Saturday,4,2,4,4,2,2,4,5,6,7,10,7,8,9,10,10,9,7,7,4,6,3,4,2,136,209,True,South,209,Polk
"Jan 24, 2010",Sunday,6,4,4,5,2,3,4,5,7,10,14,10,17,14,15,18,14,6,4,5,8,4,4,3,186,209,True,South,209,Polk
"Jan 25, 2010",Monday,2,2,2,3,1,2,6,16,7,8,9,6,10,11,13,13,11,12,6,4,3,7,2,1,157,209,True,South,209,Polk
"Jan 26, 2010",Tuesday,2,3,4,3,4,4,12,26,19,21,17,20,18,23,18,25,25,22,18,11,11,7,5,6,324,209,True,South,209,Polk
"Jan 27, 2010",Wednesday,6,4,7,7,1,5,15,29,20,19,15,19,20,29,24,30,20,26,14,12,9,11,8,7,357,209,True,South,209,Polk
"Jan 28, 2010",Thursday,7,6,8,7,6,4,16,26,23,29,18,21,23,19,26,25,17,28,16,9,11,18,7,4,374,209,True,South,209,Polk
"Jan 29, 2010",Friday,4,7,5,4,4,4,12,22,27,24,24,20,25,24,24,31,20,23,15,16,11,12,6,1,365,209,True,South,209,Polk
"Jan 30, 2010",Saturday,7,3,7,7,3,4,7,10,11,13,18,13,14,16,19,18,16,13,13,7,11,5,7,2,244,209,True,South,209,Polk
"Jan 31, 2010",Sunday,7,5,4,6,2,3,5,6,8,11,16,11,19,16,17,21,16,7,5,6,9,4,4,2,210,209,True,South,209,Polk
"Feb 1, 2010",Monday,6,3,6,1,4,11,11,25,16,18,20,23,18,14,20,18,25,33,14,18,10,18,11,8,351,209,True,North,209,Polk
"Feb 2, 2010",Tuesday,4,3,4,3,5,10,10,25,20,22,25,16,14,15,19,19,23,29,18,16,11,9,12,7,339,209,True,North,209,Polk
"Feb 3, 2010",Wednesday,9,6,6,5,4,13,11,26,15,13,23,15,19,17,17,25,26,27,13,13,9,9,9,3,333,209,True,North,209,Polk
"Feb 4, 2010",Thursday,7,6,3,4,6,12,13,27,22,27,22,13,15,18,16,27,24,33,20,13,12,9,12,9,370,209,True,North,209,Polk
"Feb 5, 2010",Friday,6,5,5,5,5,12,12,21,19,18,16,20,18,19,21,21,26,24,15,13,11,11,10,6,339,209,True,North,209,Polk
"Feb 6, 2010",Saturday,5,5,2,3,4,7,5,7,12,11,7,13,13,10,10,11,13,13,10,12,9,10,4,8,204,209,True,North,209,Polk
"Feb 7, 2010",Sunday,4,4,4,1,4,4,2,4,5,8,8,7,10,10,9,11,14,11,11,11,6,9,5,6,168,209,True,North,209,Polk
"Feb 8, 2010",Monday,5,2,5,1,3,9,9,21,13,15,17,20,16,11,17,16,21,28,11,16,8,16,9,7,296,209,True,North,209,Polk
"Feb 9, 2010",Tuesday,4,3,4,3,5,10,10,26,21,23,26,17,15,16,20,20,24,31,19,17,11,9,12,11,357,209,True,North,209,Polk
