DATE|DAY|1 am|2 am|3 am|4 am|5 am|6 am|7 am|8 am|9 am|10 am|11 am|Noon|1 pm|2 pm|3 pm|4 pm|5 pm|6 pm|7 pm|8 pm|9 pm|10 pm|11 pm|12 mid|TOTAL|Station number|Estimated|Direction
Jan 1, 2010|Friday|84|65|41|35|31|48|67|128|218|438|641|696|733|650|673|591|524|531|385|291|244|171|125|64|7474|187|False|North
Jan 2, 2010|Saturday|48|27|20|19|25|34|69|118|187|344|427|498|493|478|496|486|517|484|391|344|276|269|154|116|6320|187|False|North
Jan 3, 2010|Sunday|77|29|32|15|18|29|39|72|104|224|290|431|419|411|460|503|540|564|472|320|205|174|87|53|5568|187|False|North
Jan 4, 2010|Monday|38|27|26|34|45|119|254|336|347|307|363|418|362|366|454|540|597|548|341|264|220|178|105|73|6362|187|False|North
Jan 5, 2010|Tuesday|50|59|35|27|41|110|248|355|329|343|368|352|416|369|476|586|638|552|350|295|201|204|120|73|6597|187|False|North
Jan 6, 2010|Wednesday|60|47|32|26|41|98|254|391|339|344|340|361|387|375|476|539|626|594|362|285|239|168|133|93|6610|187|True|North
Jan 7, 2010|Thursday|86|43|42|31|44|93|230|351|313|319|343|381|379|401|481|563|679|644|420|332|300|235|136|104|6950|187|False|North
Jan 8, 2010|Friday|80|47|40|35|40|85|205|395|385|393|464|488|589|567|761|816|877|811|706|596|533|339|241|161|9654|187|False|North
Jan 9, 2010|Saturday|95|58|42|24|32|67|197|260|326|438|534|530|515|475|525|520|539|484|424|383|326|301|173|141|7409|187|False|North
Jan 10, 2010|Sunday|78|45|33|14|15|46|102|92|134|257|392|429|476|466|514|524|544|515|443|372|257|182|94|72|6096|187|False|North
Jan 11, 2010|Monday|46|15|25|36|49|124|251|390|373|333|325|384|356|370|482|551|584|549|348|255|223|164|99|120|6452|187|False|North
Jan 12, 2010|Tuesday|72|36|39|29|40|108|293|379|378|366|372|381|410|418|471|564|617|576|370|288|249|201|134|64|6855|187|False|North
Jan 13, 2010|Wednesday|78|30|41|31|33|104|234|401|371|384|386|418|367|439|474|562|635|564|392|309|271|201|134|91|6950|187|False|North
Jan 14, 2010|Thursday|63|41|31|23|59|103|263|369|387|421|393|429|409|464|539|600|665|656|458|404|341|231|181|108|7638|187|False|North
Jan 15, 2010|Friday|89|56|45|39|44|115|259|377|382|395|509|556|650|690|779|802|881|886|776|735|532|399|243|182|10421|187|False|North
Jan 16, 2010|Saturday|91|63|32|36|47|67|137|233|412|506|556|601|565|520|547|520|557|487|420|375|320|231|190|128|7641|187|False|North
Jan 17, 2010|Sunday|65|66|31|24|12|21|48|95|160|263|385|434|343|321|339|400|553|596|477|364|277|149|88|67|5578|187|False|North
Jan 18, 2010|Monday|46|16|27|29|47|89|201|323|299|369|389|416|437|467|501|562|620|528|426|308|232|217|126|75|6750|187|False|North
Jan 19, 2010|Tuesday|57|46|36|33|43|91|258|380|403|377|384|406|401|411|490|606|617|608|354|277|245|233|143|79|6978|187|False|North
Jan 20, 2010|Wednesday|59|32|40|31|40|99|254|410|366|396|383|420|406|422|489|585|619|573|396|336|260|188|148|95|7047|187|False|North
Jan 21, 2010|Thursday|73|43|40|32|42|101|243|374|383|346|357|383|403|445|499|616|604|638|446|406|287|235|136|104|7236|187|False|North
Jan 22, 2010|Friday|76|36|43|41|51|104|226|343|408|406|498|568|580|639|754|791|846|810|743|611|446|304|271|136|9731|187|False|North
Jan 23, 2010|Saturday|97|54|24|26|26|53|138|234|341|314|252|246|267|290|263|299|248|220|161|151|107|115|81|94|4101|187|False|North
Jan 24, 2010|Sunday|113|44|23|21|11|18|23|55|73|142|248|321|371|383|376|407|407|318|188|161|138|156|141|81|4219|187|False|North
Jan 25, 2010|Monday|44|30|20|33|38|112|230|362|312|277|305|290|358|364|426|494|552|514|289|212|192|153|83|64|5754|187|False|North
Jan 26, 2010|Tuesday|52|31|34|22|43|101|256|324|380|312|362|384|409|408|477|542|603|594|335|272|226|203|136|93|6599|187|False|North
Jan 27, 2010|Wednesday|58|27|35|23|34|100|233|361|368|378|348|375|370|435|472|584|618|578|382|292|259|164|140|91|6725|187|False|North
Jan 28, 2010|Thursday|61|35|49|31|36|115|257|391|412|399|366|439|510|496|562|654|711|684|481|414|323|235|178|98|7937|187|False|North
Jan 29, 2010|Friday|64|48|28|41|34|106|265|392|445|437|552|687|780|885|851|994|1154|1175|950|780|521|373|216|153|11931|187|False|North
Jan 30, 2010|Saturday|108|55|34|29|39|50|115|234|326|538|611|605|527|532|538|563|640|592|482|413|305|274|164|121|7895|187|False|North
Jan 31, 2010|Sunday|72|43|39|19|13|20|51|89|124|221|277|447|440|515|551|654|688|636|497|360|279|154|113|59|6361|187|False|North
Jan 1, 2010|Friday|50|44|28|33|30|41|73|96|163|319|552|684|663|711|645|583|514|437|368|269|232|155|116|67|6873|187|False|South
Jan 2, 2010|Saturday|33|30|19|19|26|62|101|183|297|509|851|1036|1070|1033|1054|897|791|666|463|360|300|219|151|82|10252|187|False|South
Jan 3, 2010|Sunday|56|34|26|17|29|53|89|146|288|542|814|1147|1167|1149|1149|1298|1199|921|631|457|264|153|94|53|11776|187|False|South
Jan 4, 2010|Monday|31|26|26|33|104|256|449|617|423|404|488|489|542|523|517|544|529|469|319|189|144|132|84|45|7383|187|False|South
Jan 5, 2010|Tuesday|30|27|22|45|86|229|469|602|486|439|495|473|491|507|501|522|536|455|292|201|128|135|79|49|7299|187|False|South
Jan 6, 2010|Wednesday|28|26|22|39|74|229|466|650|446|421|483|446|480|500|533|456|503|449|298|187|160|128|101|56|7181|187|True|South
Jan 7, 2010|Thursday|31|25|28|32|72|219|437|610|450|399|422|408|422|470|463|531|526|474|309|198|167|191|92|47|7023|187|False|South
Jan 8, 2010|Friday|30|36|24|38|62|192|385|580|433|436|491|490|496|564|566|609|661|607|503|297|211|168|87|83|8049|187|False|South
Jan 9, 2010|Saturday|57|34|30|18|44|76|165|209|326|486|636|658|612|542|534|504|474|468|345|297|222|159|104|77|7077|187|False|South
Jan 10, 2010|Sunday|40|32|26|21|29|53|85|121|212|322|528|807|928|1045|1144|1024|1010|705|492|399|309|190|102|58|9682|187|False|South
Jan 11, 2010|Monday|45|32|22|38|109|251|487|683|548|474|464|473|500|499|497|509|526|464|269|212|142|118|100|44|7506|187|False|South
Jan 12, 2010|Tuesday|34|29|24|36|78|232|442|686|557|412|445|450|446|451|485|514|540|496|275|200|153|153|103|42|7283|187|False|South
Jan 13, 2010|Wednesday|22|22|17|32|78|221|442|671|544|435|447|479|499|496|508|511|594|524|304|184|152|111|76|58|7427|187|False|South
Jan 14, 2010|Thursday|26|23|30|29|96|225|461|672|499|474|472|482|520|530|597|518|572|497|333|238|158|167|97|43|7759|187|False|South
Jan 15, 2010|Friday|42|24|26|46|80|197|411|623|501|518|531|579|550|582|605|650|722|688|518|361|227|196|121|64|8862|187|False|South
Jan 16, 2010|Saturday|54|27|25|27|30|67|159|233|334|529|654|662|604|616|567|514|524|439|351|353|261|224|158|91|7503|187|False|South
Jan 17, 2010|Sunday|63|45|32|19|18|51|84|176|348|644|889|843|662|583|521|644|889|847|572|459|277|208|149|48|9071|187|False|South
Jan 18, 2010|Monday|34|44|32|43|111|243|366|511|504|524|676|728|793|789|845|702|706|616|439|325|189|123|106|67|9516|187|False|South
Jan 19, 2010|Tuesday|31|23|19|39|104|234|469|708|561|492|410|464|455|510|525|554|546|464|317|215|157|162|95|53|7607|187|False|South
Jan 20, 2010|Wednesday|39|31|22|46|82|228|470|689|569|488|491|459|477|484|491|526|558|487|312|185|144|119|69|56|7522|187|False|South
Jan 21, 2010|Thursday|40|23|26|27|77|222|443|668|517|435|423|463|456|437|492|528|585|405|309|230|157|165|82|49|7259|187|False|South
Jan 22, 2010|Friday|31|30|28|36|86|203|361|598|442|430|500|518|517|615|607|608|634|618|427|268|177|148|95|65|8042|187|False|South
Jan 23, 2010|Saturday|34|33|19|17|20|46|87|134|148|163|288|314|403|382|373|367|418|406|252|156|100|71|64|51|4346|187|False|South
Jan 24, 2010|Sunday|23|26|16|9|15|43|71|101|167|409|739|1050|1024|1034|886|719|599|281|204|138|112|139|161|76|8042|187|False|South
Jan 25, 2010|Monday|38|23|25|46|102|243|425|617|488|431|390|430|460|447|430|445|497|398|254|174|114|88|69|32|6666|187|False|South
Jan 26, 2010|Tuesday|17|17|19|26|101|220|440|651|499|433|413|462|466|466|475|480|561|500|284|191|148|114|117|47|7147|187|False|South
Jan 27, 2010|Wednesday|33|19|25|35|81|226|432|730|565|473|463|421|497|495|499|551|556|457|295|201|143|105|77|60|7439|187|False|South
Jan 28, 2010|Thursday|38|18|21|42|87|213|411|669|520|428|480|458|516|519|522|556|549|513|352|202|172|196|99|60|7641|187|False|South
Jan 29, 2010|Friday|39|22|23|32|73|194|380|580|437|522|527|537|587|601|678|693|695|662|481|333|212|160|147|61|8676|187|False|South
Jan 30, 2010|Saturday|43|30|27|14|31|69|155|247|402|484|643|709|621|579|554|512|499|490|336|332|231|184|151|76|7419|187|False|South
Jan 31, 2010|Sunday|48|34|19|20|20|43|73|149|258|391|658|980|1170|1115|1077|1072|960|855|615|491|358|199|111|68|10784|187|False|South
Feb 1, 2010|Monday|54|27|29|23|48|127|284|396|359|359|398|418|389|399|454|528|564|560|359|253|242|237|134|84|6725|187|False|North
Feb 2, 2010|Tuesday|62|37|38|23|51|111|257|369|391|354|291|366|356|395|471|588|642|646|386|279|221|191|113|71|6709|187|False|North
Feb 3, 2010|Wednesday|59|38|42|25|43|98|247|405|376|361|360|400|415|436|513|604|680|629|414|298|258|220|123|91|7135|187|False|North
Feb 4, 2010|Thursday|67|48|31|35|44|109|264|382|430|408|379|450|442|508|535|675|740|649|447|401|324|263|190|109|7930|187|False|North
Feb 5, 2010|Friday|90|48|51|33|42|115|225|347|376|409|458|526|574|680|840|961|961|998|808|746|506|353|254|150|10551|187|False|North
Feb 6, 2010|Saturday|101|48|54|34|41|80|253|299|379|531|519|548|520|531|492|549|538|534|435|391|322|240|185|155|7779|187|False|North
Feb 7, 2010|Sunday|83|37|48|28|26|36|83|100|143|210|320|392|416|459|497|534|454|357|255|177|144|148|90|67|5104|187|False|North
Feb 8, 2010|Monday|37|29|21|24|33|81|199|300|271|224|221|284|243|330|379|446|433|384|273|148|150|89|69|60|4728|187|False|North
Feb 9, 2010|Tuesday|41|40|38|29|35|87|204|318|295|260|304|353|361|351|423|510|564|545|395|279|220|227|119|77|6075|187|False|North
Feb 10, 2010|Wednesday|69|40|30|29|34|95|249|406|386|343|371|401|413|407|491|570|622|597|422|340|240|207|142|113|7017|187|False|North
Feb 11, 2010|Thursday|69|42|34|22|36|111|274|396|361|389|383|435|448|462|556|651|659|702|486|433|346|270|189|125|7879|187|False|North
Feb 12, 2010|Friday|84|59|39|51|44|91|209|347|375|415|523|565|604|689|807|878|913|903|834|770|603|417|301|163|10684|187|False|North
Feb 13, 2010|Saturday|117|50|40|35|32|49|127|288|421|520|572|605|528|555|565|529|552|481|455|381|371|335|231|164|8003|187|False|North
Feb 14, 2010|Sunday|110|50|23|27|18|19|50|77|143|247|384|439|474|518|481|541|588|540|481|381|291|202|128|93|6305|187|False|North
Feb 15, 2010|Monday|50|32|27|34|40|88|193|271|291|356|395|416|420|495|533|623|656|621|483|403|283|219|109|60|7098|187|False|North
Feb 16, 2010|Tuesday|71|34|27|26|44|111|293|378|371|364|375|382|420|407|499|581|635|601|368|299|276|212|139|94|7007|187|False|North
