DATE|DAY|1 am|2 am|3 am|4 am|5 am|6 am|7 am|8 am|9 am|10 am|11 am|Noon|1 pm|2 pm|3 pm|4 pm|5 pm|6 pm|7 pm|8 pm|9 pm|10 pm|11 pm|12 mid|TOTAL|Station number|Estimated|Direction
Jan 1, 2016|Friday|5|4|4|1|6|10|7|14|25|40|43|59|51|62|48|45|68|36|29|24|16|13|7|7|624|220|False|North
Jan 2, 2016|Saturday|2|5|1|1|2|7|15|16|23|37|54|59|49|66|50|49|45|48|43|44|20|20|10|6|672|220|False|North
Jan 3, 2016|Sunday|2|1|2|2|1|4|4|9|12|13|25|37|59|44|59|55|63|47|42|20|18|13|6|9|547|220|False|North
Jan 4, 2016|Monday|6|3|1|3|2|11|29|39|26|34|40|40|47|42|46|42|43|33|26|14|11|10|12|2|562|220|False|North
Jan 5, 2016|Tuesday|5|1|1|2|7|10|30|35|43|40|44|36|36|40|50|47|38|49|30|19|15|23|7|3|611|220|False|North
Jan 6, 2016|Wednesday|2|4|4|3|3|16|33|41|37|36|38|43|44|42|42|41|46|53|24|19|9|14|6|5|605|220|False|North
Jan 7, 2016|Thursday|1|3|3|5|5|7|34|39|33|32|35|40|40|34|54|59|62|46|20|16|20|9|11|5|613|220|False|North
Jan 8, 2016|Friday|7|2|3|3|3|8|30|28|38|49|58|52|41|54|59|52|60|63|36|35|24|18|14|11|748|220|False|North
Jan 9, 2016|Saturday|11|1|4|1|4|5|12|17|31|33|51|53|43|41|35|60|32|34|24|13|15|15|5|7|547|220|False|North
Jan 10, 2016|Sunday|8|3|4|1|1|2|3|9|10|20|32|37|48|36|44|44|40|41|27|29|24|12|7|8|490|220|False|North
Jan 11, 2016|Monday|3|4|0|3|2|16|35|40|39|34|42|30|35|35|48|44|48|28|22|20|8|11|6|2|555|220|False|North
Jan 12, 2016|Tuesday|2|0|2|0|2|7|27|34|32|37|36|39|37|33|29|45|45|58|22|10|17|15|12|14|555|220|False|North
Jan 13, 2016|Wednesday|2|0|8|2|2|11|36|32|33|40|35|35|41|45|42|39|42|45|24|17|9|10|6|2|558|220|False|North
Jan 14, 2016|Thursday|1|4|4|1|2|6|33|36|36|28|47|32|42|45|38|52|46|45|33|29|18|19|9|10|616|220|False|North
Jan 15, 2016|Friday|1|4|5|1|0|14|26|27|34|37|49|54|69|79|77|64|74|72|56|30|35|21|18|7|854|220|False|North
Jan 16, 2016|Saturday|2|10|2|0|1|6|15|23|22|46|32|51|48|56|39|35|28|34|28|18|9|13|3|7|528|220|False|North
Jan 17, 2016|Sunday|3|3|2|3|1|3|6|11|13|13|17|37|47|41|33|43|40|31|26|25|17|8|5|6|434|220|False|North
Jan 18, 2016|Monday|1|1|3|0|5|10|31|28|36|32|33|32|46|42|54|38|33|48|21|15|12|11|6|8|546|220|False|North
Jan 19, 2016|Tuesday|3|3|3|5|2|11|26|38|32|34|33|31|51|38|56|37|43|35|18|26|12|17|9|2|565|220|False|North
Jan 20, 2016|Wednesday|3|4|4|3|4|11|37|30|44|37|34|37|45|38|48|46|44|44|23|13|18|11|10|7|595|220|False|North
Jan 21, 2016|Thursday|5|3|3|2|3|8|27|48|35|33|41|49|36|43|47|55|47|44|42|17|15|19|11|5|638|220|False|North
Jan 22, 2016|Friday|3|4|6|1|4|14|27|36|33|47|47|45|61|61|86|84|70|71|54|44|33|30|21|8|890|220|False|North
Jan 23, 2016|Saturday|2|3|5|2|4|7|15|31|29|41|49|51|75|67|49|41|45|43|38|24|18|17|9|8|673|220|False|North
Jan 24, 2016|Sunday|4|0|5|0|3|1|9|7|15|24|50|46|47|42|62|52|38|35|36|36|16|19|10|4|561|220|False|North
Jan 25, 2016|Monday|2|3|2|1|3|19|41|33|33|48|42|23|42|34|39|41|33|36|29|20|20|5|8|5|562|220|False|North
Jan 26, 2016|Tuesday|2|0|3|3|8|8|36|44|39|44|41|37|40|46|31|49|35|42|31|13|21|7|5|12|597|220|False|North
Jan 27, 2016|Wednesday|2|5|7|1|3|12|32|25|38|27|30|41|44|37|36|50|48|34|32|13|17|5|4|6|549|220|False|North
Jan 28, 2016|Thursday|4|6|2|1|2|10|36|33|27|46|44|43|45|51|42|64|56|45|30|36|19|18|13|6|679|220|False|North
Jan 29, 2016|Friday|2|5|2|1|2|9|28|31|34|38|52|44|69|75|71|87|81|79|58|47|29|36|10|8|898|220|False|North
Jan 30, 2016|Saturday|2|4|3|1|4|8|15|22|26|40|45|73|56|66|69|58|55|74|46|31|11|13|7|7|736|220|False|North
Jan 31, 2016|Sunday|2|4|2|1|2|2|5|11|12|24|35|53|51|59|62|61|77|48|51|30|22|9|10|5|638|220|False|North
Jan 1, 2016|Friday|9|3|1|2|5|6|7|10|16|19|50|62|52|62|45|55|49|21|26|20|19|13|5|7|564|220|False|South
Jan 2, 2016|Saturday|2|2|1|4|5|5|10|15|47|58|70|74|71|67|73|55|51|44|26|26|16|14|7|6|749|220|False|South
Jan 3, 2016|Sunday|1|4|0|0|2|3|3|22|35|45|79|105|75|96|65|60|54|53|33|25|11|9|4|6|790|220|False|South
Jan 4, 2016|Monday|5|2|1|1|4|10|25|30|34|53|42|47|53|50|39|40|45|39|29|14|9|17|2|2|593|220|False|South
Jan 5, 2016|Tuesday|1|2|4|3|6|14|24|32|43|36|43|37|53|31|59|56|60|48|23|17|12|24|9|5|642|220|False|South
Jan 6, 2016|Wednesday|0|6|0|0|7|9|21|30|38|54|47|41|65|46|47|48|49|48|25|22|14|9|7|1|634|220|False|South
Jan 7, 2016|Thursday|5|4|0|2|2|7|25|37|44|50|52|39|40|39|47|49|53|35|19|14|22|14|10|8|617|220|False|South
Jan 8, 2016|Friday|2|3|3|1|6|9|15|33|40|59|62|47|49|60|61|58|72|46|34|43|26|19|7|10|765|220|False|South
Jan 9, 2016|Saturday|5|1|2|0|5|5|19|23|35|50|53|38|31|37|25|45|33|49|50|36|17|8|20|3|590|220|False|South
Jan 10, 2016|Sunday|1|2|0|2|1|4|8|8|20|33|44|64|49|56|39|66|61|41|32|12|12|13|5|3|576|220|False|South
