DATE,DAY,1 am,2 am,3 am,4 am,5 am,6 am,7 am,8 am,9 am,10 am,11 am,Noon,1 pm,2 pm,3 pm,4 pm,5 pm,6 pm,7 pm,8 pm,9 pm,10 pm,11 pm,12 mid,TOTAL,Station number,Estimated,Direction,STATION,COUNTY,RETIRED
"Jan 1, 2006",Sunday,51,36,23,20,12,16,24,68,129,214,293,381,535,531,569,566,486,373,272,243,159,150,86,51,5288,402,False,North,402,Hennepin,False
"Jan 2, 2006",Monday,48,15,10,3,13,33,75,139,194,335,569,776,925,1128,1039,1023,952,718,534,426,338,174,105,54,9626,402,False,North,402,Hennepin,False
"Jan 3, 2006",Tuesday,25,15,6,9,26,65,167,369,441,548,743,1098,1251,1127,1075,1061,1144,1193,826,619,429,253,106,51,12647,402,False,North,402,Hennepin,False
"Jan 4, 2006",Wednesday,20,17,7,6,17,64,183,355,459,559,701,1022,1153,1024,959,969,1135,1136,813,584,439,254,118,47,12041,402,False,North,402,Hennepin,False
"Jan 5, 2006",Thursday,37,17,12,7,23,60,166,381,462,556,698,1042,1130,1053,947,930,1073,1124,740,564,472,299,142,46,11981,402,False,North,402,Hennepin,False
"Jan 6, 2006",Friday,42,20,9,6,24,62,195,363,429,591,731,1120,1255,1072,1007,1026,1185,1103,775,556,341,280,122,72,12386,402,False,North,402,Hennepin,False
"Jan 7, 2006",Saturday,31,22,17,11,11,25,61,160,277,523,748,992,1067,1155,1028,1073,1010,738,591,412,282,230,144,77,10685,402,False,North,402,Hennepin,False
"Jan 8, 2006",Sunday,55,14,15,9,5,15,44,95,191,262,412,563,833,883,862,958,833,512,369,262,183,126,80,49,7630,402,False,North,402,Hennepin,False
"Jan 9, 2006",Monday,23,12,8,10,22,63,188,384,444,512,649,1023,1040,944,922,972,1030,1148,803,546,459,286,97,57,11642,402,False,North,402,Hennepin,False
"Jan 10, 2006",Tuesday,24,9,9,10,20,63,177,381,453,512,676,1055,1090,957,896,929,1001,1134,797,584,420,297,111,34,11639,402,False,North,402,Hennepin,False
"Jan 11, 2006",Wednesday,26,15,7,8,21,59,200,371,457,580,707,970,1099,933,891,968,1005,1148,827,570,471,288,124,38,11783,402,False,North,402,Hennepin,False
"Jan 12, 2006",Thursday,30,22,10,4,19,61,187,391,470,582,712,1019,1040,964,868,881,1034,1145,832,580,420,296,137,48,11752,402,False,North,402,Hennepin,False
"Jan 13, 2006",Friday,27,17,5,14,18,53,195,381,473,539,723,1151,1226,1036,1006,1012,1115,1140,786,584,350,280,148,62,12341,402,False,North,402,Hennepin,False
"Jan 14, 2006",Saturday,41,22,14,7,7,30,57,174,308,530,824,1034,1188,1100,1131,1092,1032,815,584,398,278,230,123,64,11083,402,False,North,402,Hennepin,False
"Jan 15, 2006",Sunday,47,24,17,15,5,22,40,107,211,266,393,578,833,900,926,945,885,654,383,274,215,162,89,44,8035,402,False,North,402,Hennepin,False
