DATE,DAY,1 am,2 am,3 am,4 am,5 am,6 am,7 am,8 am,9 am,10 am,11 am,Noon,1 pm,2 pm,3 pm,4 pm,5 pm,6 pm,7 pm,8 pm,9 pm,10 pm,11 pm,12 mid,TOTAL,Station number,Estimated,Direction
"Jan 1, 2006",Sunday,71,57,64,21,14,9,12,40,86,96,199,185,209,216,187,199,179,162,169,132,113,72,48,47,2587,390,False,North
"Jan 2, 2006",Monday,33,10,13,10,8,16,31,64,113,144,180,197,234,269,304,293,318,234,214,132,110,87,58,42,3114,390,False,North
"Jan 3, 2006",Tuesday,24,24,15,10,29,44,105,191,163,190,202,231,272,275,333,470,659,601,320,207,166,146,89,40,4806,390,False,North
"Jan 4, 2006",Wednesday,29,22,23,12,35,45,96,202,160,211,199,267,269,280,344,515,688,617,396,217,228,133,80,40,5108,390,False,North
"Jan 5, 2006",Thursday,40,31,22,15,38,41,99,190,168,217,190,260,244,299,356,471,670,618,383,210,182,141,106,62,5053,390,False,North
"Jan 6, 2006",Friday,31,31,28,7,25,40,93,185,180,241,229,268,289,313,378,531,634,519,388,236,168,140,121,99,5174,390,False,North
"Jan 7, 2006",Saturday,56,35,34,18,9,29,38,59,96,180,243,311,336,332,315,372,317,321,249,203,157,138,118,83,4049,390,False,North
"Jan 8, 2006",Sunday,60,54,27,12,8,14,26,36,103,136,263,232,277,237,253,273,264,235,181,153,105,65,52,23,3089,390,False,North
"Jan 9, 2006",Monday,9,10,6,8,29,39,107,196,151,214,220,232,269,267,368,522,652,520,328,190,152,132,84,49,4754,390,False,North
"Jan 10, 2006",Tuesday,26,31,23,10,30,33,99,178,200,237,212,239,263,270,320,494,701,613,348,243,187,139,94,55,5045,390,False,North
"Jan 11, 2006",Wednesday,36,20,11,9,30,34,96,187,166,215,243,263,275,295,390,543,666,548,378,231,192,163,85,35,5111,390,False,North
"Jan 12, 2006",Thursday,38,26,13,16,28,37,90,173,173,208,201,257,256,294,372,508,625,588,344,222,184,156,103,52,4964,390,False,North
"Jan 13, 2006",Friday,37,27,31,13,33,29,92,189,162,220,223,250,346,321,408,567,634,546,359,243,168,134,96,93,5221,390,False,North
"Jan 14, 2006",Saturday,63,41,28,23,14,22,29,67,155,215,282,288,330,288,336,366,302,316,250,148,137,145,116,86,4047,390,False,North
"Jan 15, 2006",Sunday,49,39,44,13,12,17,19,46,115,107,225,248,263,269,233,297,269,224,171,146,102,86,50,37,3081,390,False,North
"Jan 16, 2006",Monday,24,11,9,7,28,44,81,156,155,212,251,285,288,307,367,454,539,487,301,187,152,131,81,53,4610,390,False,North
"Jan 17, 2006",Tuesday,26,14,23,16,40,37,96,182,194,225,188,223,251,292,335,482,616,566,342,237,143,142,75,50,4795,390,False,North
"Jan 18, 2006",Wednesday,23,24,15,11,35,47,106,169,149,214,195,226,279,280,398,506,613,562,363,234,228,141,96,52,4966,390,False,North
"Jan 19, 2006",Thursday,26,24,18,9,33,44,87,176,178,216,204,218,278,264,359,464,626,514,342,192,232,170,79,53,4806,390,False,North
"Jan 20, 2006",Friday,33,42,31,10,23,30,101,192,172,231,227,269,317,345,402,490,667,499,322,230,154,146,118,91,5142,390,False,North
"Jan 21, 2006",Saturday,60,48,32,19,8,28,41,86,127,188,269,296,300,288,310,379,303,309,227,179,163,111,117,88,3976,390,False,North
"Jan 22, 2006",Sunday,60,39,43,12,10,10,26,58,107,112,255,240,233,310,254,276,239,228,189,147,88,69,40,35,3080,390,False,North
"Jan 23, 2006",Monday,15,8,11,7,32,40,95,173,162,193,211,255,269,279,327,471,606,540,344,210,169,119,77,37,4650,390,False,North
"Jan 24, 2006",Tuesday,31,15,12,9,34,40,106,179,146,208,174,254,231,295,341,503,599,547,326,211,175,143,111,47,4737,390,False,North
"Jan 25, 2006",Wednesday,31,22,13,10,35,36,106,192,182,187,197,260,283,311,345,512,679,536,415,246,196,138,75,41,5048,390,False,North
"Jan 26, 2006",Thursday,30,22,15,18,30,37,107,202,172,202,207,284,257,305,343,511,615,589,363,219,187,148,109,59,5031,390,False,North
"Jan 27, 2006",Friday,48,30,26,18,16,32,104,172,163,236,227,287,280,370,400,550,714,549,379,223,179,163,123,87,5376,390,False,North
"Jan 28, 2006",Saturday,67,52,29,21,9,24,48,95,161,215,291,336,309,345,321,343,305,309,234,188,160,105,132,66,4165,390,False,North
"Jan 29, 2006",Sunday,59,35,40,11,17,12,22,67,130,149,204,250,271,233,274,232,241,235,175,167,105,78,51,25,3083,390,False,North
"Jan 30, 2006",Monday,12,16,19,10,30,40,100,191,171,189,201,249,240,302,325,504,650,524,318,195,160,134,87,52,4719,390,False,North
"Jan 31, 2006",Tuesday,27,28,16,18,34,41,100,178,195,198,206,250,281,267,375,487,638,544,337,213,161,163,95,49,4901,390,False,North
"Jan 1, 2006",Sunday,80,61,36,15,16,21,25,42,70,81,167,164,285,217,189,185,195,154,153,133,107,82,54,47,2579,390,False,South
