DATE,DAY,1 am,2 am,3 am,4 am,5 am,6 am,7 am,8 am,9 am,10 am,11 am,Noon,1 pm,2 pm,3 pm,4 pm,5 pm,6 pm,7 pm,8 pm,9 pm,10 pm,11 pm,12 mid,TOTAL,Station number,Estimated,Direction,STATION,COUNTY
"Jan 1, 2013",Tuesday,9,5,5,4,6,9,7,23,40,69,85,119,166,133,133,126,82,79,68,46,24,23,12,16,1289,219,False,East,219,Itasca
"Jan 2, 2013",Wednesday,7,2,4,8,14,37,63,67,72,80,104,98,124,112,95,105,96,78,47,29,40,21,14,5,1322,219,False,East,219,Itasca
"Jan 3, 2013",Thursday,2,6,3,9,10,29,55,59,79,101,84,73,101,107,96,117,93,107,65,41,35,31,16,6,1325,219,False,East,219,Itasca
"Jan 4, 2013",Friday,5,3,5,9,11,39,49,54,64,97,127,119,131,106,117,129,120,100,89,46,42,29,25,9,1525,219,False,East,219,Itasca
"Jan 5, 2013",Saturday,15,9,3,5,6,17,23,70,94,106,117,93,105,94,83,90,79,53,60,42,20,16,22,10,1232,219,False,East,219,Itasca
"Jan 6, 2013",Sunday,2,3,1,4,8,12,13,28,43,76,116,135,188,153,155,130,107,82,64,51,48,32,7,9,1467,219,False,East,219,Itasca
"Jan 7, 2013",Monday,5,2,2,13,13,41,55,58,108,109,100,107,100,90,100,118,106,80,55,34,29,28,10,8,1371,219,False,East,219,Itasca
"Jan 8, 2013",Tuesday,4,7,1,11,15,36,60,61,94,70,75,91,92,97,94,116,124,86,62,29,36,25,14,5,1305,219,False,East,219,Itasca
"Jan 9, 2013",Wednesday,10,4,6,8,14,25,51,66,78,99,91,137,112,108,105,97,103,92,47,32,42,16,9,5,1357,219,False,East,219,Itasca
"Jan 10, 2013",Thursday,7,7,7,8,6,29,57,74,103,104,115,113,154,114,117,141,144,124,81,39,34,33,12,13,1636,219,False,East,219,Itasca
"Jan 11, 2013",Friday,4,2,3,4,8,18,28,42,52,50,65,98,78,87,102,81,97,72,48,32,25,32,9,5,1042,219,False,East,219,Itasca
"Jan 12, 2013",Saturday,6,6,3,2,5,12,22,30,52,47,83,91,83,79,65,80,42,42,27,35,34,15,9,14,884,219,False,East,219,Itasca
