DATE,DAY,1 am,2 am,3 am,4 am,5 am,6 am,7 am,8 am,9 am,10 am,11 am,Noon,1 pm,2 pm,3 pm,4 pm,5 pm,6 pm,7 pm,8 pm,9 pm,10 pm,11 pm,12 mid,TOTAL,Station number,Estimated,Direction,STATION,COUNTY,RETIRED
"Jan 1, 2011",Saturday,57,46,41,24,37,65,55,83,130,204,335,410,474,514,498,431,429,399,344,282,209,161,120,88,5436,353,False,North,353,Scott,False
"Jan 2, 2011",Sunday,40,26,25,27,49,77,108,138,214,326,614,694,705,657,697,745,763,640,514,410,314,182,136,77,8178,353,False,North,353,Scott,False
"Jan 3, 2011",Monday,72,28,26,71,166,466,818,841,581,485,506,524,495,496,499,536,475,484,358,199,220,170,128,74,8718,353,False,North,353,Scott,False
"Jan 4, 2011",Tuesday,39,32,29,70,172,479,839,897,623,499,511,476,503,483,506,594,596,573,366,278,193,161,141,84,9144,353,False,North,353,Scott,False
"Jan 5, 2011",Wednesday,56,36,36,78,164,487,898,906,646,545,504,495,501,529,516,554,563,582,427,253,195,172,135,101,9379,353,False,North,353,Scott,False
"Jan 6, 2011",Thursday,34,36,41,78,168,477,896,910,675,513,516,533,521,589,570,587,653,586,396,279,207,194,149,87,9695,353,False,North,353,Scott,False
"Jan 7, 2011",Friday,50,36,37,65,160,445,826,859,614,546,472,527,544,575,641,688,759,679,491,315,233,210,180,117,10069,353,False,North,353,Scott,False
"Jan 8, 2011",Saturday,60,33,36,34,60,154,191,297,441,542,731,764,749,691,669,674,769,632,465,370,294,263,223,129,9271,353,False,North,353,Scott,False
"Jan 9, 2011",Sunday,81,45,47,34,35,81,128,173,223,362,529,646,649,644,652,660,740,662,463,419,303,204,119,85,7984,353,False,North,353,Scott,False
"Jan 10, 2011",Monday,45,29,29,65,164,480,884,920,603,393,378,403,398,445,424,417,459,443,302,199,173,145,113,80,7991,353,False,North,353,Scott,False
"Jan 11, 2011",Tuesday,56,27,45,71,167,452,789,754,578,380,361,380,416,428,453,481,525,499,373,222,181,215,139,84,8076,353,False,North,353,Scott,False
"Jan 12, 2011",Wednesday,41,29,31,79,168,508,911,950,636,470,460,465,468,484,590,567,605,653,466,282,198,209,136,83,9489,353,False,North,353,Scott,False
"Jan 13, 2011",Thursday,45,47,54,78,171,502,907,920,667,508,469,519,478,504,578,667,629,626,437,286,211,242,143,89,9777,353,False,North,353,Scott,False
"Jan 14, 2011",Friday,49,21,50,80,143,430,820,850,621,509,561,560,629,684,680,783,843,751,574,382,218,217,191,155,10801,353,False,North,353,Scott,False
"Jan 15, 2011",Saturday,67,56,51,38,75,139,150,280,420,480,681,701,639,619,633,631,677,576,461,298,228,284,241,116,8541,353,False,North,353,Scott,False
