DATE,DAY,1 am,2 am,3 am,4 am,5 am,6 am,7 am,8 am,9 am,10 am,11 am,Noon,1 pm,2 pm,3 pm,4 pm,5 pm,6 pm,7 pm,8 pm,9 pm,10 pm,11 pm,12 mid,TOTAL,Station number,Estimated,Direction,STATION,COUNTY,RETIRED
"Jan 1, 2011",Saturday,8,6,7,7,7,13,7,16,31,35,35,28,26,21,29,27,26,25,27,21,17,15,15,8,457,218,True,North,218,Chippewa,False
"Jan 2, 2011",Sunday,9,4,7,7,8,7,7,7,12,19,23,25,21,19,19,24,32,29,21,18,14,14,11,9,366,218,True,North,218,Chippewa,False
"Jan 3, 2011",Monday,7,4,4,10,13,18,19,36,26,26,23,27,17,27,29,32,32,28,20,20,17,12,11,13,471,218,True,North,218,Chippewa,False
"Jan 4, 2011",Tuesday,5,4,4,8,9,24,14,26,26,23,23,24,21,23,29,31,34,37,21,17,15,12,13,9,452,218,True,North,218,Chippewa,False
"Jan 5, 2011",Wednesday,6,6,6,9,12,22,19,35,29,27,22,24,21,27,24,29,30,32,24,12,13,14,11,8,462,218,True,North,218,Chippewa,False
"Jan 6, 2011",Thursday,5,5,6,8,13,24,21,31,27,24,28,26,24,24,24,29,44,37,23,16,16,30,19,9,513,218,True,North,218,Chippewa,False
"Jan 7, 2011",Friday,8,5,7,9,12,18,16,28,28,23,20,30,24,22,31,33,44,37,24,18,10,21,12,9,489,218,True,North,218,Chippewa,False
"Jan 8, 2011",Saturday,8,6,7,7,7,13,7,16,31,35,35,28,26,21,29,27,26,25,27,21,17,15,15,8,457,218,True,North,218,Chippewa,False
"Jan 9, 2011",Sunday,9,4,7,7,8,7,7,7,12,19,23,25,21,19,19,24,32,29,21,18,14,14,11,9,366,218,True,North,218,Chippewa,False
"Jan 10, 2011",Monday,7,4,4,10,13,18,19,36,26,26,23,27,17,27,29,32,32,28,20,20,17,12,11,13,471,218,True,North,218,Chippewa,False
"Jan 11, 2011",Tuesday,5,4,4,8,9,24,14,26,26,23,23,24,21,23,29,31,34,37,21,17,15,12,13,9,452,218,True,North,218,Chippewa,False
"Jan 12, 2011",Wednesday,6,6,6,9,12,22,19,35,29,27,22,24,21,27,24,29,30,32,24,12,13,14,11,8,462,218,True,North,218,Chippewa,False
"Jan 13, 2011",Thursday,5,5,6,8,13,24,21,31,27,24,28,26,24,24,24,29,44,37,23,16,16,30,19,9,513,218,True,North,218,Chippewa,False
"Jan 14, 2011",Friday,8,5,7,9,12,18,16,28,28,23,20,30,24,22,31,33,44,37,24,18,10,21,12,9,489,218,True,North,218,Chippewa,False
"Jan 15, 2011",Saturday,8,6,7,7,7,13,7,16,31,35,35,28,26,21,29,27,26,25,27,21,17,15,15,8,457,218,True,North,218,Chippewa,False
"Jan 16, 2011",Sunday,9,4,7,7,8,7,7,7,12,19,23,25,21,19,19,24,32,29,21,18,14,14,11,9,366,218,True,North,218,Chippewa,False
"Jan 17, 2011",Monday,7,4,4,10,13,18,19,36,26,26,23,27,17,27,29,32,32,28,20,20,17,12,11,13,471,218,True,North,218,Chippewa,False
"Jan 18, 2011",Tuesday,5,4,4,8,9,24,14,26,26,23,23,24,21,23,29,31,34,37,21,17,15,12,13,9,452,218,True,North,218,Chippewa,False
"Jan 19, 2011",Wednesday,6,6,6,9,12,22,19,35,29,27,22,24,21,27,24,29,30,32,24,12,13,14,11,8,462,218,True,North,218,Chippewa,False
"Jan 20, 2011",Thursday,5,5,6,8,13,24,21,31,27,24,28,26,24,24,24,29,44,37,23,16,16,30,19,9,513,218,True,North,218,Chippewa,False
"Jan 21, 2011",Friday,8,5,7,9,12,18,16,28,28,23,20,30,24,22,31,33,44,37,24,18,10,21,12,9,489,218,True,North,218,Chippewa,False
"Jan 22, 2011",Saturday,8,6,7,7,7,13,7,16,31,35,35,28,26,21,29,27,26,25,27,21,17,15,15,8,457,218,True,North,218,Chippewa,False
