DATE,DAY,1 am,2 am,3 am,4 am,5 am,6 am,7 am,8 am,9 am,10 am,11 am,Noon,1 pm,2 pm,3 pm,4 pm,5 pm,6 pm,7 pm,8 pm,9 pm,10 pm,11 pm,12 mid,TOTAL,Station number,Estimated,Direction
"Jan 1, 2011",Saturday,1120,1117,804,489,346,354,472,705,823,1131,1608,2128,2533,2655,2795,2869,2834,2498,2231,1957,1748,1668,1411,1113,37409,303,False,North
"Jan 2, 2011",Sunday,759,458,374,276,218,382,532,891,1119,1530,2316,2949,3116,3132,3289,3412,3308,2888,2496,2620,2330,1584,1050,884,41913,303,False,North
"Jan 3, 2011",Monday,459,305,255,242,426,1240,2493,3420,3004,2828,2884,3232,3511,3913,4679,4838,4468,4738,3751,2484,1845,1764,1328,1047,59154,303,False,North
"Jan 4, 2011",Tuesday,553,381,293,290,445,1374,2791,3491,3371,3032,2930,3207,3558,3912,4860,5860,5834,5466,4286,2818,2328,2120,1481,1139,65820,303,False,North
"Jan 5, 2011",Wednesday,634,371,324,292,440,1380,2908,3645,3465,3042,2830,3372,3563,3796,4825,5826,5822,5376,4328,2813,2468,2138,1642,1212,66512,303,False,North
"Jan 6, 2011",Thursday,666,373,315,261,504,1337,2818,3697,3485,3168,2965,3442,3732,3598,4839,5813,5548,5497,4443,3062,2500,2440,1675,1154,67332,303,False,North
"Jan 7, 2011",Friday,691,413,349,333,476,1375,2670,3628,3471,3117,3000,3665,3822,4288,2630,5587,5546,5271,4439,2981,2395,2426,2098,1567,66238,303,False,North
"Jan 8, 2011",Saturday,924,671,533,356,315,510,972,1571,2009,2458,2954,3566,3873,3978,4278,4363,4051,3801,3119,2631,2268,2253,2394,1626,55474,303,False,North
"Jan 9, 2011",Sunday,1037,748,503,298,218,344,677,908,1287,1725,2433,2914,3465,3663,3631,3906,3633,3152,2556,3290,2140,1668,1133,883,46212,303,False,North
"Jan 10, 2011",Monday,445,308,225,256,458,1415,2807,3738,3477,3000,2839,3262,3405,3620,4466,5510,5633,5270,3813,2557,2115,1917,1265,1079,62880,303,False,North
"Jan 11, 2011",Tuesday,547,351,274,310,498,1341,2477,3188,2902,3032,2831,3051,3437,3715,4732,5486,5455,5095,4157,2814,2449,2302,1575,1106,63125,303,False,North
"Jan 12, 2011",Wednesday,595,357,322,292,479,1400,2844,3748,3672,3153,2944,3430,3560,4024,4967,5869,5637,5131,4579,3035,2631,2427,1582,1128,67806,303,False,North
"Jan 13, 2011",Thursday,650,383,304,292,468,1423,2920,3772,3508,3155,2740,3154,3342,3592,4343,5372,5396,5067,4317,3056,1941,2325,1742,1214,64476,303,False,North
"Jan 14, 2011",Friday,666,439,352,301,485,1341,2776,3670,3522,3177,3261,3885,4394,4592,5142,4279,3358,3115,3093,2803,2234,2433,2638,1595,63551,303,False,North
"Jan 15, 2011",Saturday,963,643,489,390,366,558,913,1367,2023,2401,2858,3387,3796,3934,3875,4051,4035,3689,3090,2458,2186,2068,2094,1589,53223,303,False,North
"Jan 16, 2011",Sunday,1032,711,559,313,245,357,530,883,1182,1660,2428,2834,3314,3378,3593,3668,3423,3191,2591,3048,2196,1646,1239,873,44894,303,False,North
"Jan 17, 2011",Monday,562,293,293,246,466,1176,2130,2771,2499,2607,2826,3187,3444,3836,4268,5138,5000,4273,3349,2427,1990,1901,1272,1001,56955,303,False,North
"Jan 18, 2011",Tuesday,555,373,285,285,465,1430,2852,3795,3619,3091,2817,3256,3604,3954,4723,5827,5636,5211,4222,2811,2465,2462,1501,1107,66346,303,False,North
"Jan 19, 2011",Wednesday,540,352,302,290,457,1423,2698,3717,3494,3330,2906,3361,3689,3914,4863,5854,5928,5326,4356,2838,2667,2400,1563,1092,67360,303,False,North
"Jan 20, 2011",Thursday,591,338,281,257,474,1419,2829,3743,3362,3121,2999,3272,3637,3895,4938,5764,5640,5689,4234,2950,2543,2392,1627,1127,67122,303,False,North
"Jan 21, 2011",Friday,641,379,339,285,473,1286,2597,3501,3294,3069,2978,3488,3875,4378,5185,5611,5763,5111,3972,2802,2208,2268,2045,2024,67572,303,False,North
"Jan 22, 2011",Saturday,977,626,520,358,357,518,849,1481,2015,2394,2845,3469,3759,4033,4036,4202,3944,3707,3038,2524,2222,2241,2350,1527,53992,303,False,North
"Jan 23, 2011",Sunday,1016,727,510,301,243,354,479,879,1220,1606,2394,2879,3401,3640,3425,3232,3020,2965,2689,2149,1740,1701,1101,791,42462,303,False,North
"Jan 24, 2011",Monday,410,247,219,238,445,1382,2844,3679,3439,2960,2795,3153,3371,3713,4658,5700,5707,5491,3965,2699,2197,2169,1430,979,63890,303,False,North
"Jan 25, 2011",Tuesday,564,319,256,275,514,1418,2909,3749,3515,3194,2910,3295,3666,3874,4920,6001,6225,5619,4185,2825,2531,2388,1475,1103,67730,303,False,North
"Jan 26, 2011",Wednesday,550,331,305,279,469,1409,2912,3806,3616,3161,2929,3174,3550,3813,4958,5949,5910,5340,4357,2839,2619,2461,1696,1156,67589,303,False,North
"Jan 27, 2011",Thursday,597,371,315,306,464,1367,2753,3717,3548,3200,2989,3457,3714,4057,4962,5983,5663,5349,4485,3114,2788,2631,1804,1276,68910,303,False,North
"Jan 28, 2011",Friday,697,452,360,305,505,1273,2745,3803,3537,3316,3535,3869,4270,4671,5454,6132,6021,5307,3471,3369,2596,2753,2553,2080,73074,303,False,North
"Jan 29, 2011",Saturday,1089,720,613,369,345,501,874,1642,2322,2611,3246,3778,4185,3930,4198,4406,4258,3815,3306,2737,2271,2383,2307,1900,57806,303,False,North
"Jan 30, 2011",Sunday,1211,820,563,339,266,371,546,952,1461,1778,2638,3020,3583,3704,3749,3911,3790,3386,2943,2435,1989,1689,1111,835,47090,303,False,North
"Jan 31, 2011",Monday,467,269,239,273,514,1283,2433,2860,2707,2490,2585,2665,2977,3319,4061,4821,4649,4037,3328,2384,1993,1886,1353,1064,54657,303,False,North
"Jan 1, 2011",Saturday,852,980,670,387,337,490,717,636,837,1295,1651,2217,2560,2772,3001,2758,2855,2651,2392,1966,1675,1476,1371,949,37495,303,False,South
"Jan 2, 2011",Sunday,620,392,373,236,296,502,840,919,1240,2066,2563,3160,3716,3656,3730,2927,4354,3197,2896,2143,1677,1350,1147,693,44693,303,False,South
"Jan 3, 2011",Monday,375,256,221,286,704,2470,5097,5265,4939,3966,3456,3601,3626,3874,4150,3805,3501,3291,2787,2027,1701,1660,1328,793,63179,303,False,South
