DATE,DAY,1 am,2 am,3 am,4 am,5 am,6 am,7 am,8 am,9 am,10 am,11 am,Noon,1 pm,2 pm,3 pm,4 pm,5 pm,6 pm,7 pm,8 pm,9 pm,10 pm,11 pm,12 mid,TOTAL,Station number,Estimated,Direction
"Jan 1, 2011",Saturday,72,43,26,22,28,45,109,177,259,361,414,423,391,371,392,390,423,380,323,285,231,196,128,94,5583,187,True,North
"Jan 2, 2011",Sunday,89,63,42,23,16,36,82,113,171,304,432,538,517,534,576,647,732,716,581,449,333,199,121,80,7394,187,True,North
"Jan 3, 2011",Monday,42,21,25,35,48,122,255,367,364,323,348,405,363,372,473,551,596,554,348,262,223,173,103,98,6471,187,True,North
"Jan 4, 2011",Tuesday,59,43,36,28,42,103,267,363,376,353,375,385,413,405,483,580,626,588,356,286,232,212,134,79,6824,187,True,North
"Jan 5, 2011",Wednesday,66,30,39,28,36,102,242,395,372,390,376,408,385,436,483,583,630,578,394,315,266,186,142,94,6976,187,True,North
"Jan 6, 2011",Thursday,67,40,40,29,46,107,257,382,398,393,376,421,445,473,538,629,667,666,467,412,320,236,167,104,7680,187,True,North
"Jan 7, 2011",Friday,77,47,39,40,43,109,252,375,416,417,525,610,677,745,803,870,969,966,831,716,505,362,245,161,10800,187,True,North
"Jan 8, 2011",Saturday,99,60,36,30,39,62,151,244,358,499,572,585,541,514,542,539,585,526,446,394,320,272,178,132,7724,187,True,North
"Jan 9, 2011",Sunday,73,52,34,19,13,29,68,93,140,250,355,442,424,438,473,531,601,588,477,369,274,164,99,66,6072,187,True,North
"Jan 10, 2011",Monday,40,20,24,33,44,114,237,341,339,301,324,377,338,346,440,513,555,515,324,244,208,161,96,88,6022,187,True,North
"Jan 11, 2011",Tuesday,55,40,34,26,39,96,248,338,350,328,349,358,385,377,450,540,582,547,331,266,216,197,125,74,6351,187,True,North
"Jan 12, 2011",Wednesday,61,28,37,26,34,95,226,368,346,363,350,380,358,406,449,542,587,538,367,293,247,173,133,85,6492,187,True,North
"Jan 13, 2011",Thursday,62,38,38,27,43,100,239,355,370,366,350,392,414,440,501,586,620,619,434,383,298,220,155,97,7147,187,True,North
"Jan 14, 2011",Friday,71,44,37,38,40,101,235,349,387,388,489,568,630,694,747,810,902,899,773,666,470,337,228,149,10052,187,True,North
"Jan 15, 2011",Saturday,92,55,34,28,37,57,141,227,334,464,533,544,504,478,505,502,544,490,415,366,298,253,165,123,7189,187,True,North
"Jan 16, 2011",Sunday,68,48,32,18,12,27,63,87,131,232,330,411,395,408,440,495,559,547,444,343,255,152,92,62,5651,187,True,North
"Jan 17, 2011",Monday,40,20,24,33,44,114,237,341,339,301,324,377,338,346,440,513,555,515,324,244,208,161,96,88,6022,187,True,North
"Jan 18, 2011",Tuesday,55,40,34,26,39,96,248,338,350,328,349,358,385,377,450,540,582,547,331,266,216,197,125,74,6351,187,True,North
"Jan 19, 2011",Wednesday,61,28,37,26,34,95,226,368,346,363,350,380,358,406,449,542,587,538,367,293,247,173,133,85,6492,187,True,North
"Jan 20, 2011",Thursday,62,38,38,27,43,100,239,355,370,366,350,392,414,440,501,586,620,619,434,383,298,220,155,97,7147,187,True,North
"Jan 21, 2011",Friday,71,44,37,38,40,101,235,349,387,388,489,568,630,694,747,810,902,899,773,666,470,337,228,149,10052,187,True,North
"Jan 22, 2011",Saturday,92,55,34,28,37,57,141,227,334,464,533,544,504,478,505,502,544,490,415,366,298,253,165,123,7189,187,True,North
"Jan 23, 2011",Sunday,68,48,32,18,12,27,63,87,131,232,330,411,395,408,440,495,559,547,444,343,255,152,92,62,5651,187,True,North
"Jan 24, 2011",Monday,40,20,24,33,44,114,237,341,339,301,324,377,338,346,440,513,555,515,324,244,208,161,96,88,6022,187,True,North
"Jan 25, 2011",Tuesday,55,40,34,26,39,96,248,338,350,328,349,358,385,377,450,540,582,547,331,266,216,197,125,74,6351,187,True,North
"Jan 26, 2011",Wednesday,61,28,37,26,34,95,226,368,346,363,350,380,358,406,449,542,587,538,367,293,247,173,133,85,6492,187,True,North
"Jan 27, 2011",Thursday,62,38,38,27,43,100,239,355,370,366,350,392,414,440,501,586,620,619,434,383,298,220,155,97,7147,187,True,North
