DATE|DAY|1 am|2 am|3 am|4 am|5 am|6 am|7 am|8 am|9 am|10 am|11 am|Noon|1 pm|2 pm|3 pm|4 pm|5 pm|6 pm|7 pm|8 pm|9 pm|10 pm|11 pm|12 mid|TOTAL|Station number|Estimated|Direction
Jan 1, 2002|Tuesday|18|8|13|4|5|4|8|5|9|30|41|56|47|53|63|65|74|75|44|61|38|17|9|9|756|195|False|North
Jan 2, 2002|Wednesday|6|9|2|5|12|16|28|33|48|42|54|54|66|60|54|58|63|58|41|28|26|27|16|9|815|195|False|North
Jan 3, 2002|Thursday|7|4|10|6|2|10|20|30|36|54|54|52|59|51|63|83|80|64|42|36|33|28|22|9|855|195|False|North
Jan 4, 2002|Friday|15|3|7|3|4|12|23|27|41|55|69|68|53|72|89|80|81|83|68|53|26|26|25|19|1002|195|False|North
Jan 5, 2002|Saturday|21|10|10|8|4|8|12|25|41|75|70|77|74|48|53|63|76|55|35|35|38|25|18|18|899|195|False|North
Jan 6, 2002|Sunday|16|6|5|4|5|2|7|7|19|33|41|48|49|44|65|64|77|64|36|40|45|21|10|11|719|195|False|North
Jan 7, 2002|Monday|7|15|2|1|5|12|27|41|47|48|51|66|55|43|53|64|60|75|42|25|24|18|21|11|813|195|False|North
Jan 8, 2002|Tuesday|9|4|13|4|1|6|32|31|44|58|56|48|50|53|54|56|77|49|28|23|24|25|27|10|782|195|False|North
Jan 9, 2002|Wednesday|10|4|4|2|5|12|26|32|45|53|47|62|42|47|72|56|65|60|35|26|26|20|17|9|777|195|False|North
Jan 10, 2002|Thursday|7|4|12|4|5|4|34|38|45|54|45|62|65|62|56|70|82|80|55|44|32|31|18|10|919|195|False|North
Jan 11, 2002|Friday|4|8|7|3|5|10|25|37|54|56|45|64|81|86|90|95|76|86|76|41|37|36|18|22|1062|195|False|North
Jan 12, 2002|Saturday|12|7|4|5|4|6|10|31|52|85|86|80|63|47|70|61|52|46|41|39|26|35|15|22|899|195|False|North
Jan 13, 2002|Sunday|11|4|7|3|3|4|4|10|25|30|65|63|68|63|66|89|97|63|65|39|23|18|14|9|843|195|False|North
Jan 14, 2002|Monday|7|7|6|3|7|9|27|32|34|46|46|57|48|45|51|55|43|52|31|16|22|16|20|12|692|195|False|North
Jan 15, 2002|Tuesday|5|5|4|5|4|15|26|32|42|47|64|50|42|50|57|58|70|64|47|22|27|33|16|14|799|195|False|North
Jan 16, 2002|Wednesday|10|2|3|3|4|15|24|33|41|50|54|42|51|70|59|49|58|63|38|21|20|16|17|10|753|195|False|North
Jan 17, 2002|Thursday|9|4|6|8|3|10|24|52|43|44|46|54|60|71|62|83|71|62|39|36|26|58|26|13|910|195|False|North
Jan 18, 2002|Friday|7|7|5|2|4|6|23|36|43|75|62|58|62|60|86|85|95|85|74|47|42|33|26|13|1036|195|False|North
Jan 19, 2002|Saturday|13|11|4|2|7|7|12|39|52|82|96|68|56|62|48|63|45|47|35|26|33|46|35|30|919|195|False|North
Jan 20, 2002|Sunday|25|12|7|2|2|2|5|11|19|35|51|59|78|67|60|64|70|76|53|38|41|26|16|13|832|195|False|North
Jan 21, 2002|Monday|7|4|6|0|10|6|26|32|36|59|59|57|75|61|69|63|67|68|53|30|29|25|24|10|876|195|False|North
Jan 22, 2002|Tuesday|10|2|6|2|5|10|26|45|57|40|45|40|59|49|60|66|69|58|30|22|29|18|12|10|770|195|False|North
Jan 23, 2002|Wednesday|6|5|3|4|5|11|24|38|37|36|42|49|57|61|64|73|65|58|39|18|11|15|21|12|754|195|False|North
Jan 24, 2002|Thursday|6|8|1|4|6|7|24|29|40|61|60|52|52|47|62|79|82|72|40|35|31|27|21|13|859|195|False|North
Jan 25, 2002|Friday|10|5|5|3|4|11|25|42|54|73|54|57|59|80|91|77|100|86|74|49|40|49|31|16|1095|195|False|North
Jan 26, 2002|Saturday|25|11|7|6|4|8|22|36|61|77|99|74|72|59|53|73|60|42|37|28|25|23|25|11|938|195|False|North
Jan 27, 2002|Sunday|12|8|2|5|7|4|10|16|17|34|52|69|80|55|73|68|78|81|59|60|33|21|17|17|878|195|False|North
Jan 28, 2002|Monday|15|2|5|7|7|13|32|32|52|38|69|45|57|48|59|63|86|54|25|26|23|15|20|9|802|195|False|North
Jan 29, 2002|Tuesday|3|3|8|4|5|3|28|42|60|40|45|46|43|57|61|52|55|67|27|30|20|29|15|14|757|195|False|North
Jan 30, 2002|Wednesday|4|5|9|3|6|10|30|39|45|41|55|38|74|66|62|74|62|52|35|31|23|21|21|16|822|195|False|North
Jan 31, 2002|Thursday|8|8|6|3|8|7|34|42|56|33|48|54|64|63|72|72|80|75|56|33|22|17|24|10|895|195|False|North
Jan 1, 2002|Tuesday|10|7|3|2|2|3|5|10|17|33|42|53|72|71|88|85|77|70|64|41|29|16|9|10|819|195|False|South
Jan 2, 2002|Wednesday|6|1|4|4|9|20|41|63|51|71|69|69|63|55|54|58|61|60|34|34|28|17|15|9|896|195|False|South
Jan 3, 2002|Thursday|9|3|2|6|8|17|35|53|61|42|55|52|61|52|57|52|60|67|36|29|27|26|24|8|842|195|False|South
Jan 4, 2002|Friday|6|4|6|8|7|15|27|30|47|53|63|61|57|68|81|75|76|84|67|43|41|31|31|12|993|195|False|South
Jan 5, 2002|Saturday|7|6|6|9|4|6|17|25|37|52|40|64|66|62|65|70|59|57|68|55|62|38|20|6|901|195|False|South
Jan 6, 2002|Sunday|13|3|3|1|2|6|5|10|11|30|33|43|63|61|65|68|70|59|51|63|35|23|14|4|736|195|False|South
Jan 7, 2002|Monday|4|4|3|7|11|17|35|55|53|40|57|43|56|50|54|57|59|52|37|36|25|14|20|12|801|195|False|South
Jan 8, 2002|Tuesday|5|6|4|8|10|21|25|50|53|45|54|55|51|67|47|80|54|58|63|27|23|31|19|15|871|195|False|South
Jan 9, 2002|Wednesday|5|3|3|5|7|17|42|63|55|47|55|56|51|53|55|67|66|59|45|29|23|20|11|11|848|195|False|South
Jan 10, 2002|Thursday|8|4|1|11|10|23|32|57|47|62|58|55|49|54|69|74|73|59|44|33|25|34|20|12|914|195|False|South
Jan 11, 2002|Friday|9|6|7|6|9|25|34|37|47|43|58|75|66|55|84|87|78|90|59|46|40|30|21|17|1029|195|False|South
Jan 12, 2002|Saturday|6|7|4|4|2|9|12|22|37|42|56|62|63|55|70|58|75|82|62|57|42|38|29|11|905|195|False|South
Jan 13, 2002|Sunday|7|8|2|2|1|3|5|11|24|25|48|49|53|54|50|71|83|80|48|37|34|16|5|7|723|195|False|South
Jan 14, 2002|Monday|4|5|0|7|10|16|35|43|31|55|35|46|57|58|57|44|48|62|43|18|24|16|14|11|739|195|False|South
Jan 15, 2002|Tuesday|5|3|3|9|14|23|36|62|59|45|52|46|42|50|56|55|79|63|33|25|19|35|18|12|844|195|False|South
Jan 16, 2002|Wednesday|3|4|4|11|11|22|29|54|54|61|44|42|50|48|60|55|52|43|27|25|19|22|13|11|764|195|False|South
Jan 17, 2002|Thursday|6|4|4|8|5|22|35|50|30|40|52|49|63|65|56|68|62|81|64|42|23|28|20|9|886|195|False|South
