DATE|DAY|1 am|2 am|3 am|4 am|5 am|6 am|7 am|8 am|9 am|10 am|11 am|Noon|1 pm|2 pm|3 pm|4 pm|5 pm|6 pm|7 pm|8 pm|9 pm|10 pm|11 pm|12 mid|TOTAL|Station number|Estimated|Direction
Jan 1, 2002|Tuesday|170|210|113|59|28|56|97|68|150|299|402|487|561|607|603|630|541|485|421|339|214|248|163|109|7060|384|False|East
Jan 2, 2002|Wednesday|57|38|23|18|48|223|547|898|782|668|646|764|821|873|987|1196|1197|1272|922|498|364|356|301|146|13645|384|False|East
Jan 3, 2002|Thursday|87|51|52|33|48|216|578|924|845|701|691|756|844|939|1013|1247|1347|1317|929|557|398|378|254|165|14370|384|False|East
Jan 4, 2002|Friday|98|64|54|33|58|199|576|882|832|677|706|825|939|1001|1056|1252|1278|1269|1162|718|476|475|389|258|15277|384|False|East
Jan 5, 2002|Saturday|158|107|68|30|33|105|171|287|441|593|787|878|923|926|918|907|879|776|782|602|434|403|333|211|11752|384|False|East
Jan 6, 2002|Sunday|174|133|75|42|24|63|121|176|252|363|506|640|749|780|698|765|695|664|476|377|286|236|201|104|8600|384|False|East
Jan 7, 2002|Monday|47|34|28|24|42|228|541|942|941|697|693|722|755|826|946|1228|1294|1256|873|524|378|308|212|127|13666|384|False|East
Jan 8, 2002|Tuesday|82|52|29|28|44|233|584|954|914|734|813|758|863|864|1023|1234|1239|1214|899|527|408|353|265|139|14253|384|False|East
Jan 9, 2002|Wednesday|93|54|33|32|44|233|594|996|825|683|623|779|865|885|954|1227|1320|1256|928|558|456|405|289|152|14284|384|False|East
Jan 10, 2002|Thursday|93|52|42|33|51|236|587|948|828|727|643|824|837|824|971|1186|1313|1250|915|546|390|403|294|162|14155|384|False|East
Jan 11, 2002|Friday|91|61|50|34|52|219|564|927|798|685|739|850|884|950|1111|1256|1376|1397|1156|686|453|495|391|285|15510|384|False|East
Jan 12, 2002|Saturday|198|118|71|44|37|91|146|313|523|634|785|916|924|946|1033|828|926|889|798|569|399|415|350|234|12187|384|False|East
