DATE,DAY,1 am,2 am,3 am,4 am,5 am,6 am,7 am,8 am,9 am,10 am,11 am,Noon,1 pm,2 pm,3 pm,4 pm,5 pm,6 pm,7 pm,8 pm,9 pm,10 pm,11 pm,12 mid,TOTAL,Station number,Estimated,Direction,STATION,COUNTY,RETIRED
"Jan 1, 2002",Tuesday,59,31,23,22,25,78,202,357,432,582,712,889,1009,1029,998,1116,1114,986,694,526,391,279,170,97,11821,110,False,North,110,St Louis,False
"Jan 2, 2002",Wednesday,61,42,23,16,22,77,206,348,448,544,660,784,900,840,896,994,999,873,649,475,370,264,140,85,10716,110,False,North,110,St Louis,False
"Jan 3, 2002",Thursday,55,47,30,23,27,75,210,362,419,502,635,788,964,948,988,1103,1103,967,675,547,422,318,172,106,11486,110,False,North,110,St Louis,False
"Jan 4, 2002",Friday,56,43,24,15,27,66,195,346,428,586,774,933,1117,1122,1138,1222,1209,1017,799,614,512,411,206,148,13008,110,False,North,110,St Louis,False
"Jan 5, 2002",Saturday,74,57,44,23,28,44,115,170,283,487,779,954,1158,1143,1226,1175,1008,772,718,527,362,310,193,132,11782,110,False,North,110,St Louis,False
"Jan 6, 2002",Sunday,83,52,43,24,20,33,92,84,154,320,517,703,838,852,856,919,756,554,411,289,206,180,96,73,8155,110,False,North,110,St Louis,False
"Jan 7, 2002",Monday,38,28,23,16,24,67,184,313,381,535,691,827,983,965,989,1068,1078,938,684,521,373,273,154,82,11235,110,False,North,110,St Louis,False
"Jan 8, 2002",Tuesday,59,31,23,22,25,78,202,357,432,582,712,889,1009,1029,998,1116,1114,986,694,526,391,279,170,99,11823,110,False,North,110,St Louis,False
"Jan 9, 2002",Wednesday,61,42,23,16,22,77,206,348,448,544,660,784,900,840,896,994,999,873,649,475,370,264,140,89,10720,110,False,North,110,St Louis,False
"Jan 10, 2002",Thursday,55,47,30,23,27,75,210,362,419,502,635,788,964,948,988,1103,1103,967,675,547,422,318,172,111,11491,110,False,North,110,St Louis,False
"Jan 11, 2002",Friday,56,43,24,15,27,66,195,346,428,586,774,933,1117,1122,1138,1222,1209,1017,799,614,512,411,206,151,13011,110,False,North,110,St Louis,False
"Jan 12, 2002",Saturday,74,57,44,23,28,44,115,170,283,487,779,954,1158,1143,1227,1175,1008,772,718,527,362,310,193,136,11787,110,False,North,110,St Louis,False
"Jan 13, 2002",Sunday,83,52,43,24,20,33,92,84,154,320,517,703,838,852,856,919,756,554,411,289,206,180,96,77,8159,110,False,North,110,St Louis,False
"Jan 14, 2002",Monday,38,28,23,16,24,67,184,313,381,535,691,827,983,965,989,1068,1078,938,684,521,373,273,154,82,11235,110,False,North,110,St Louis,False
