DATE,DAY,1 am,2 am,3 am,4 am,5 am,6 am,7 am,8 am,9 am,10 am,11 am,Noon,1 pm,2 pm,3 pm,4 pm,5 pm,6 pm,7 pm,8 pm,9 pm,10 pm,11 pm,12 mid,TOTAL,Station number,Estimated,Direction
"Jan 1, 2008",Tuesday,6,2,1,1,0,0,0,2,0,2,4,13,11,6,14,3,6,8,5,8,2,4,1,0,99,8,False,East
"Jan 2, 2008",Wednesday,0,2,0,0,0,1,6,6,7,13,8,15,26,16,16,15,17,23,9,12,3,6,1,4,206,8,False,East
"Jan 3, 2008",Thursday,0,0,0,0,0,3,3,21,15,18,14,16,17,16,10,22,20,40,22,4,8,5,0,0,254,8,True,East
"Jan 4, 2008",Friday,0,0,0,0,0,2,0,18,11,14,14,24,23,13,17,17,18,40,38,18,7,8,4,6,292,8,False,East
"Jan 5, 2008",Saturday,2,1,1,0,1,0,3,6,4,11,16,17,10,17,12,12,10,12,6,9,8,7,4,2,171,8,False,East
"Jan 6, 2008",Sunday,2,1,0,0,0,1,1,3,7,2,8,20,14,12,15,6,9,5,9,15,4,3,0,1,138,8,False,East
"Jan 7, 2008",Monday,0,0,0,1,0,1,3,21,16,18,12,22,19,14,11,19,24,54,38,25,18,7,2,1,326,8,False,East
"Jan 8, 2008",Tuesday,1,2,0,0,0,1,3,14,21,14,13,24,23,19,17,27,27,14,14,12,4,4,1,1,256,8,False,East
"Jan 9, 2008",Wednesday,1,2,0,0,0,2,4,20,12,12,15,16,19,10,17,21,24,17,25,5,8,2,2,2,236,8,False,East
"Jan 10, 2008",Thursday,0,1,0,0,0,2,3,18,19,13,13,13,15,14,11,31,21,22,16,11,1,8,7,3,242,8,False,East
"Jan 11, 2008",Friday,1,0,0,0,0,3,3,17,18,19,22,18,24,7,20,21,18,16,4,7,8,5,1,2,234,8,False,East
"Jan 12, 2008",Saturday,1,0,1,0,1,2,3,2,14,18,27,12,13,19,14,12,10,9,8,8,6,4,5,1,190,8,False,East
"Jan 13, 2008",Sunday,1,0,0,0,0,3,1,5,9,8,13,15,18,5,9,11,11,16,11,13,7,3,1,1,161,8,False,East
"Jan 14, 2008",Monday,0,0,0,0,0,1,4,19,14,14,14,16,23,19,15,23,32,26,14,9,6,6,0,3,258,8,False,East
"Jan 15, 2008",Tuesday,1,1,0,0,0,1,2,27,28,22,10,9,22,15,34,37,20,31,36,20,6,5,2,0,329,8,False,East
"Jan 16, 2008",Wednesday,0,1,0,0,0,3,1,19,11,14,9,14,22,17,18,31,28,21,23,7,7,3,3,0,252,8,False,East
"Jan 17, 2008",Thursday,1,0,1,0,0,3,1,26,7,10,17,17,19,10,10,19,22,31,36,18,5,5,3,0,261,8,False,East
"Jan 18, 2008",Friday,0,2,1,0,0,1,3,11,10,12,12,14,15,7,11,16,23,29,14,17,9,3,2,2,214,8,True,East
"Jan 19, 2008",Saturday,2,0,0,1,0,3,3,4,5,10,10,10,12,9,8,9,9,22,12,4,10,5,4,6,158,8,False,East
"Jan 20, 2008",Sunday,2,0,0,0,1,1,1,2,5,3,5,13,8,11,7,11,7,12,6,5,6,3,2,1,112,8,False,East
"Jan 21, 2008",Monday,0,0,0,0,0,2,2,19,22,7,14,14,13,15,18,19,24,12,15,10,10,5,1,0,222,8,False,East
"Jan 22, 2008",Tuesday,1,0,0,0,0,1,1,16,23,19,12,12,16,18,21,22,20,38,45,15,15,13,0,1,309,8,False,East
"Jan 23, 2008",Wednesday,0,1,1,0,0,1,4,23,27,17,10,31,17,11,14,21,25,14,25,3,6,4,1,1,257,8,False,East
"Jan 24, 2008",Thursday,0,0,0,0,0,1,4,16,20,12,6,13,8,8,15,14,23,18,22,11,6,5,2,0,204,8,False,East
"Jan 25, 2008",Friday,0,0,2,0,0,2,2,11,18,12,11,16,18,20,14,23,14,50,40,35,6,23,5,2,324,8,False,East
"Jan 26, 2008",Saturday,0,0,0,0,0,2,2,2,10,40,35,17,14,19,39,11,9,12,10,19,29,5,3,6,284,8,False,East
"Jan 27, 2008",Sunday,5,4,0,0,1,1,2,3,13,9,7,17,7,10,16,9,11,16,6,13,3,3,3,0,159,8,False,East
"Jan 28, 2008",Monday,0,0,0,0,0,1,2,18,14,12,21,16,21,18,19,24,19,39,30,27,11,9,2,1,304,8,False,East
"Jan 29, 2008",Tuesday,0,1,1,0,0,1,1,20,19,15,11,18,12,11,11,22,26,21,8,7,8,5,0,3,221,8,False,East
"Jan 30, 2008",Wednesday,0,1,0,0,0,0,3,16,14,12,9,18,17,17,14,28,32,29,12,5,4,6,2,1,240,8,False,East
"Jan 31, 2008",Thursday,0,0,0,0,0,1,5,25,18,23,11,13,11,9,19,28,23,21,22,14,9,1,3,0,256,8,False,East
"Jan 1, 2008",Tuesday,3,3,1,0,0,0,1,3,2,2,4,5,12,4,11,3,8,14,3,3,4,2,1,1,90,8,False,West
"Jan 2, 2008",Wednesday,1,3,0,0,0,2,7,8,6,10,9,14,19,14,18,15,15,16,14,14,1,3,0,4,193,8,False,West
"Jan 3, 2008",Thursday,1,0,0,0,1,3,8,23,17,11,13,20,17,11,16,21,15,20,8,7,7,30,3,0,252,8,True,West
"Jan 4, 2008",Friday,1,0,0,0,1,3,6,20,9,8,10,15,10,15,16,23,14,22,16,18,12,35,1,1,256,8,False,West
"Jan 5, 2008",Saturday,3,2,2,0,1,0,6,5,7,7,12,13,13,13,12,9,8,6,6,7,6,10,4,2,154,8,False,West
"Jan 6, 2008",Sunday,0,3,0,0,1,0,3,4,4,5,10,15,22,9,7,5,6,6,7,21,4,0,0,1,133,8,False,West
"Jan 7, 2008",Monday,0,0,0,1,1,0,6,17,11,11,13,18,12,18,12,23,23,34,22,19,25,43,2,2,313,8,False,West
"Jan 8, 2008",Tuesday,1,2,0,0,0,2,7,28,13,12,15,23,17,27,12,26,18,14,7,9,3,5,8,1,250,8,False,West
"Jan 9, 2008",Wednesday,0,0,0,0,0,5,4,21,14,7,9,27,16,13,16,36,24,15,18,5,14,1,3,0,248,8,False,West
"Jan 10, 2008",Thursday,0,1,0,0,0,2,7,20,13,17,6,11,14,16,17,31,14,18,15,9,2,6,12,1,232,8,False,West
"Jan 11, 2008",Friday,1,0,0,0,1,1,9,14,7,20,13,15,14,13,22,37,13,15,3,11,4,1,4,2,220,8,False,West
"Jan 12, 2008",Saturday,1,0,1,0,1,1,3,3,16,16,15,20,14,13,25,11,13,9,4,9,4,6,9,1,195,8,False,West
"Jan 13, 2008",Sunday,1,0,0,0,1,2,2,1,2,11,16,6,13,8,11,12,11,10,7,9,6,7,4,2,142,8,False,West
"Jan 14, 2008",Monday,0,0,1,0,1,2,7,17,12,14,9,16,17,16,24,29,21,25,15,10,3,7,1,4,251,8,False,West
"Jan 15, 2008",Tuesday,0,0,0,0,0,4,8,27,12,12,9,19,26,19,29,32,23,23,19,19,13,36,4,0,334,8,False,West
"Jan 16, 2008",Wednesday,0,0,0,0,0,4,2,18,18,13,5,11,16,13,12,30,24,19,16,7,10,6,1,1,226,8,False,West
"Jan 17, 2008",Thursday,0,0,0,0,0,3,8,18,10,13,12,9,16,14,12,16,23,14,31,25,7,31,3,1,266,8,False,West
"Jan 18, 2008",Friday,0,1,0,0,1,1,4,10,8,6,13,16,7,16,8,14,13,11,7,35,9,3,2,2,187,8,True,West
"Jan 19, 2008",Saturday,3,0,0,1,0,4,3,7,6,14,7,12,16,13,7,10,5,8,15,2,6,5,4,5,153,8,False,West
"Jan 20, 2008",Sunday,0,2,2,0,2,2,2,1,4,2,4,4,15,15,7,8,11,6,7,6,11,4,4,2,121,8,False,West
"Jan 21, 2008",Monday,0,0,0,0,1,2,3,22,10,9,12,22,13,14,18,28,18,16,12,6,9,1,3,0,219,8,False,West
"Jan 22, 2008",Tuesday,0,0,0,0,0,3,7,10,11,7,7,10,16,15,16,31,12,17,20,18,17,33,2,1,253,8,False,West
"Jan 23, 2008",Wednesday,0,0,0,0,0,3,6,26,12,19,15,29,22,18,15,29,26,19,22,5,6,4,2,0,278,8,False,West
"Jan 24, 2008",Thursday,0,0,0,0,0,0,7,20,9,7,5,14,17,12,14,24,18,20,16,12,9,9,5,1,219,8,False,West
"Jan 25, 2008",Friday,0,0,0,0,0,4,3,15,14,14,10,10,19,10,23,25,13,22,23,32,13,69,6,5,330,8,False,West
"Jan 26, 2008",Saturday,0,0,1,0,0,1,5,5,9,22,19,30,37,12,19,17,34,19,13,4,16,5,4,3,275,8,False,West
"Jan 27, 2008",Sunday,13,4,1,1,2,3,3,3,3,8,17,17,14,10,11,14,12,10,4,9,5,2,5,1,172,8,False,West
"Jan 28, 2008",Monday,0,0,0,0,0,2,8,17,10,10,16,15,17,17,23,28,23,19,18,24,16,29,2,1,295,8,False,West
"Jan 29, 2008",Tuesday,0,0,0,0,0,1,6,14,19,10,8,21,11,15,11,40,17,13,8,7,5,5,2,3,216,8,False,West
"Jan 30, 2008",Wednesday,0,0,0,0,0,2,8,23,11,20,7,22,16,12,20,29,33,23,15,4,7,6,4,0,262,8,False,West
"Jan 31, 2008",Thursday,0,0,0,0,0,3,5,25,11,13,11,15,10,16,9,36,26,12,23,6,12,3,9,0,245,8,False,West
"Feb 1, 2008",Friday,0,0,0,0,0,1,3,13,16,14,13,18,15,10,10,21,20,38,35,19,16,11,10,2,285,8,False,East
"Feb 2, 2008",Saturday,0,0,0,0,0,2,2,4,3,10,12,21,17,13,17,9,20,17,10,10,3,5,1,6,182,8,False,East
