DATE,DAY,1 am,2 am,3 am,4 am,5 am,6 am,7 am,8 am,9 am,10 am,11 am,Noon,1 pm,2 pm,3 pm,4 pm,5 pm,6 pm,7 pm,8 pm,9 pm,10 pm,11 pm,12 mid,TOTAL,Station number,Estimated,Direction,STATION,COUNTY,RETIRED
"Jan 1, 2008",Tuesday,5,8,6,4,3,7,2,7,7,7,15,18,13,17,27,28,27,20,19,18,18,5,4,3,288,210,False,North,210,Beltrami,False
"Jan 2, 2008",Wednesday,1,1,1,0,8,7,11,22,17,18,22,34,32,21,38,60,43,45,28,23,18,7,5,5,467,210,False,North,210,Beltrami,False
"Jan 3, 2008",Thursday,4,4,1,2,4,4,19,23,26,25,19,30,32,33,38,56,46,52,28,19,17,13,13,6,514,210,False,North,210,Beltrami,False
"Jan 4, 2008",Friday,6,4,1,4,9,4,14,22,34,21,25,29,33,42,41,50,63,45,41,22,14,13,13,8,558,210,True,North,210,Beltrami,False
"Jan 5, 2008",Saturday,4,4,2,1,6,4,2,10,13,24,23,32,34,36,35,35,27,38,22,28,26,14,12,6,438,210,False,North,210,Beltrami,False
"Jan 6, 2008",Sunday,4,5,1,1,2,1,3,1,8,21,17,24,28,29,40,33,27,19,17,14,9,1,4,2,311,210,False,North,210,Beltrami,False
"Jan 7, 2008",Monday,3,0,0,2,5,10,11,28,29,29,25,25,34,28,35,55,42,36,29,13,15,14,8,6,482,210,False,North,210,Beltrami,False
"Jan 8, 2008",Tuesday,7,0,3,0,6,6,15,28,24,22,33,26,35,22,41,60,44,38,21,18,14,17,9,3,492,210,False,North,210,Beltrami,False
"Jan 9, 2008",Wednesday,3,3,5,0,9,4,26,30,42,41,20,30,27,29,35,58,48,34,34,16,18,12,4,2,530,210,False,North,210,Beltrami,False
"Jan 10, 2008",Thursday,4,3,2,1,5,8,16,31,30,25,20,18,21,27,45,47,44,33,22,15,15,9,5,6,452,210,False,North,210,Beltrami,False
"Jan 11, 2008",Friday,4,0,6,0,10,7,15,33,17,34,21,35,30,40,37,54,62,49,34,24,19,17,20,9,577,210,False,North,210,Beltrami,False
"Jan 12, 2008",Saturday,9,2,1,1,4,2,1,8,14,18,39,31,33,35,31,36,41,43,34,25,18,12,8,9,455,210,False,North,210,Beltrami,False
"Jan 13, 2008",Sunday,2,3,0,2,2,3,0,6,8,5,9,21,30,24,28,27,38,23,16,16,14,6,5,4,292,210,False,North,210,Beltrami,False
"Jan 14, 2008",Monday,0,0,1,0,7,5,18,34,26,20,29,24,24,29,32,49,47,51,23,10,21,10,4,10,474,210,False,North,210,Beltrami,False
"Jan 15, 2008",Tuesday,3,0,3,2,5,4,16,37,25,23,25,19,22,19,32,62,45,43,21,19,13,26,10,1,475,210,False,North,210,Beltrami,False
"Jan 16, 2008",Wednesday,3,0,3,1,5,9,18,35,26,31,18,24,28,28,31,49,43,42,27,21,18,11,1,4,476,210,False,North,210,Beltrami,False
"Jan 17, 2008",Thursday,4,4,2,0,4,3,15,30,24,21,22,25,24,29,32,61,43,44,24,22,7,14,8,3,465,210,False,North,210,Beltrami,False
"Jan 18, 2008",Friday,4,1,2,2,4,8,19,25,16,23,24,32,38,34,41,63,50,38,27,25,16,30,11,3,536,210,False,North,210,Beltrami,False
"Jan 19, 2008",Saturday,4,4,1,1,2,2,4,7,6,9,13,34,27,22,23,35,33,34,18,14,16,7,2,4,322,210,False,North,210,Beltrami,False
"Jan 20, 2008",Sunday,3,1,0,0,3,1,1,2,6,7,15,20,21,23,26,17,27,21,13,14,10,6,7,1,245,210,False,North,210,Beltrami,False
"Jan 21, 2008",Monday,0,0,0,2,9,4,7,17,28,17,20,21,30,31,36,46,45,37,29,19,19,8,10,0,435,210,False,North,210,Beltrami,False
"Jan 22, 2008",Tuesday,3,0,3,6,9,9,17,24,24,19,28,26,29,15,37,60,48,48,25,15,11,16,7,6,485,210,False,North,210,Beltrami,False
"Jan 23, 2008",Wednesday,3,1,2,3,6,6,15,24,25,23,18,23,30,29,31,47,46,36,23,21,12,16,3,6,449,210,False,North,210,Beltrami,False
"Jan 24, 2008",Thursday,3,2,1,1,5,9,20,22,26,28,38,35,28,36,33,56,41,40,29,23,22,25,1,3,527,210,False,North,210,Beltrami,False
"Jan 25, 2008",Friday,3,2,3,2,6,7,20,32,23,13,25,33,38,21,26,74,60,74,48,33,17,10,14,9,593,210,False,North,210,Beltrami,False
"Jan 26, 2008",Saturday,7,3,0,1,3,2,6,7,11,15,19,28,26,40,41,43,37,40,31,24,22,14,7,7,434,210,False,North,210,Beltrami,False
"Jan 27, 2008",Sunday,2,7,1,3,0,0,2,5,6,18,25,33,38,34,38,34,48,22,23,25,6,10,2,8,390,210,False,North,210,Beltrami,False
"Jan 28, 2008",Monday,2,0,1,0,4,10,21,21,18,26,34,28,36,30,34,50,56,45,25,16,6,7,9,0,479,210,False,North,210,Beltrami,False
"Jan 29, 2008",Tuesday,3,0,4,3,6,6,22,25,20,22,19,22,22,27,29,44,32,40,15,16,4,7,5,1,394,210,False,North,210,Beltrami,False
"Jan 30, 2008",Wednesday,3,1,1,0,3,9,12,9,13,17,25,13,17,20,31,41,48,46,18,17,5,6,5,4,364,210,False,North,210,Beltrami,False
"Jan 31, 2008",Thursday,2,5,1,1,2,5,22,33,31,21,33,21,28,30,36,63,57,41,27,17,20,16,10,2,524,210,False,North,210,Beltrami,False
"Jan 1, 2008",Tuesday,4,14,8,4,3,8,4,9,7,18,26,31,30,17,27,24,19,18,17,20,9,7,3,2,329,210,False,South,210,Beltrami,False
"Jan 2, 2008",Wednesday,0,2,2,0,2,8,40,30,29,25,30,27,34,28,36,35,33,28,21,12,8,11,4,5,450,210,False,South,210,Beltrami,False
"Jan 3, 2008",Thursday,4,5,2,1,6,8,41,35,33,42,42,45,37,30,29,39,29,37,20,15,10,11,6,7,534,210,False,South,210,Beltrami,False
"Jan 4, 2008",Friday,0,0,5,2,6,9,40,31,25,41,44,41,31,39,26,48,39,35,22,19,13,6,5,4,531,210,True,South,210,Beltrami,False
"Jan 5, 2008",Saturday,6,6,4,1,3,3,11,17,20,39,49,59,28,29,33,23,25,25,15,11,17,22,8,6,460,210,False,South,210,Beltrami,False
"Jan 6, 2008",Sunday,3,8,3,1,3,2,8,11,26,27,25,21,27,28,29,30,28,23,13,16,13,2,4,3,354,210,False,South,210,Beltrami,False
"Jan 7, 2008",Monday,4,1,3,0,5,13,41,39,36,40,42,32,38,41,32,34,31,31,18,15,11,12,1,2,522,210,False,South,210,Beltrami,False
"Jan 8, 2008",Tuesday,4,0,2,3,3,15,39,35,37,35,37,23,26,19,28,32,45,36,32,21,9,11,6,6,504,210,False,South,210,Beltrami,False
"Jan 9, 2008",Wednesday,1,4,1,1,1,16,41,38,46,31,28,33,34,22,25,27,38,31,25,14,12,5,11,8,493,210,False,South,210,Beltrami,False
"Jan 10, 2008",Thursday,2,2,6,2,4,14,26,42,25,40,28,27,37,25,19,36,30,25,23,16,7,9,2,7,454,210,False,South,210,Beltrami,False
"Jan 11, 2008",Friday,2,1,1,2,3,11,38,39,28,34,36,36,40,38,27,30,48,29,20,12,10,15,4,3,507,210,False,South,210,Beltrami,False
"Jan 12, 2008",Saturday,6,8,4,1,2,2,9,19,30,35,46,49,30,32,33,26,25,24,15,12,7,7,9,4,435,210,False,South,210,Beltrami,False
"Jan 13, 2008",Sunday,5,11,3,0,1,0,7,13,17,24,33,33,22,31,30,23,28,27,12,20,8,6,4,1,359,210,False,South,210,Beltrami,False
"Jan 14, 2008",Monday,3,2,4,4,7,14,32,33,44,29,35,33,20,36,31,35,31,32,28,14,10,13,6,1,497,210,False,South,210,Beltrami,False
"Jan 15, 2008",Tuesday,2,0,3,3,5,18,38,33,31,31,29,32,34,35,33,33,37,34,30,13,3,5,6,3,491,210,False,South,210,Beltrami,False
"Jan 16, 2008",Wednesday,4,1,4,0,3,15,33,43,36,33,21,33,19,41,24,31,24,44,22,9,15,11,5,4,475,210,False,South,210,Beltrami,False
"Jan 17, 2008",Thursday,2,0,5,0,7,10,36,41,31,33,27,30,21,28,33,32,32,24,26,13,10,11,6,2,460,210,False,South,210,Beltrami,False
"Jan 18, 2008",Friday,2,2,2,1,7,12,39,34,40,26,29,34,33,40,31,33,45,30,25,11,7,8,4,3,498,210,False,South,210,Beltrami,False
"Jan 19, 2008",Saturday,4,0,4,1,5,1,10,13,12,24,21,44,22,36,25,16,18,13,12,7,9,6,4,1,308,210,False,South,210,Beltrami,False
"Jan 20, 2008",Sunday,1,4,3,0,1,0,8,11,12,27,24,25,22,42,20,26,19,26,12,13,9,7,3,2,317,210,False,South,210,Beltrami,False
"Jan 21, 2008",Monday,1,4,1,1,6,10,33,23,29,24,31,41,33,42,27,34,42,27,24,15,15,12,2,2,479,210,False,South,210,Beltrami,False
"Jan 22, 2008",Tuesday,5,0,5,0,8,7,38,40,35,39,35,29,23,32,21,29,44,29,21,17,12,24,5,0,498,210,False,South,210,Beltrami,False
"Jan 23, 2008",Wednesday,3,1,2,3,4,10,36,45,29,24,28,26,29,27,34,24,24,36,30,10,8,11,4,4,452,210,False,South,210,Beltrami,False
"Jan 24, 2008",Thursday,2,5,5,3,5,10,37,36,37,27,35,35,34,30,26,39,42,50,27,8,16,5,2,3,519,210,False,South,210,Beltrami,False
"Jan 25, 2008",Friday,1,1,2,7,9,13,33,40,47,29,28,38,31,25,33,36,44,42,29,10,11,12,36,10,567,210,False,South,210,Beltrami,False
"Jan 26, 2008",Saturday,1,2,3,1,1,8,12,11,41,54,51,45,25,33,34,23,16,22,12,16,8,4,5,7,435,210,False,South,210,Beltrami,False
"Jan 27, 2008",Sunday,6,9,2,3,1,3,13,6,24,31,38,37,32,32,23,31,31,21,22,16,9,10,5,5,410,210,False,South,210,Beltrami,False
"Jan 28, 2008",Monday,3,4,1,6,6,14,44,35,30,42,47,26,17,26,27,37,34,34,22,7,10,8,5,2,487,210,False,South,210,Beltrami,False
"Jan 29, 2008",Tuesday,4,3,1,3,4,10,37,42,33,22,20,27,20,16,26,32,32,28,10,9,8,2,1,5,395,210,False,South,210,Beltrami,False
"Jan 30, 2008",Wednesday,1,3,1,3,5,4,26,26,23,20,28,23,20,17,22,23,24,27,17,9,6,10,8,4,350,210,False,South,210,Beltrami,False
"Jan 31, 2008",Thursday,4,4,3,4,5,12,37,30,40,38,27,24,23,36,40,36,37,24,40,9,15,21,4,3,516,210,False,South,210,Beltrami,False
"Feb 1, 2008",Friday,6,0,2,6,7,8,19,33,27,27,28,30,37,47,39,66,54,62,34,21,15,30,11,14,623,210,False,North,210,Beltrami,False
"Feb 2, 2008",Saturday,8,4,0,2,5,4,7,9,29,29,17,33,34,42,34,41,39,33,28,32,20,24,12,6,492,210,False,North,210,Beltrami,False
"Feb 3, 2008",Sunday,4,3,1,1,2,0,1,9,7,17,26,24,31,32,30,40,34,19,27,14,6,19,8,1,356,210,False,North,210,Beltrami,False
"Feb 4, 2008",Monday,4,3,0,1,9,7,18,31,26,26,28,27,26,31,35,61,49,36,25,14,21,18,7,3,506,210,False,North,210,Beltrami,False
"Feb 5, 2008",Tuesday,4,0,5,1,9,7,31,29,32,23,27,29,30,32,29,53,42,36,27,14,22,9,13,5,509,210,False,North,210,Beltrami,False
"Feb 6, 2008",Wednesday,5,1,3,1,9,7,23,31,24,32,30,29,30,34,37,57,39,42,24,20,20,20,2,7,527,210,False,North,210,Beltrami,False
"Feb 7, 2008",Thursday,3,5,1,2,7,5,16,34,34,31,25,22,25,32,44,54,55,44,16,17,17,18,11,7,525,210,False,North,210,Beltrami,False
"Feb 8, 2008",Friday,4,5,0,3,3,7,19,28,22,32,26,25,32,43,59,52,65,46,35,27,17,18,12,9,589,210,False,North,210,Beltrami,False
"Feb 9, 2008",Saturday,5,4,3,7,1,4,5,6,22,19,14,23,23,15,22,28,24,27,15,14,13,22,10,3,329,210,False,North,210,Beltrami,False
"Feb 10, 2008",Sunday,0,0,1,1,1,1,4,4,7,12,13,15,21,17,27,39,33,25,20,15,3,3,4,4,270,210,False,North,210,Beltrami,False
"Feb 11, 2008",Monday,1,1,1,1,4,8,14,26,26,17,26,21,33,30,32,46,49,43,26,19,17,11,8,3,463,210,True,North,210,Beltrami,False
"Feb 12, 2008",Tuesday,2,2,1,4,5,10,16,33,24,20,29,22,30,29,34,53,54,44,26,19,12,12,8,7,496,210,True,North,210,Beltrami,False
"Feb 13, 2008",Wednesday,2,2,1,1,4,7,17,31,31,26,27,25,30,34,41,52,50,53,33,22,27,12,8,4,540,210,True,North,210,Beltrami,False
"Feb 14, 2008",Thursday,4,1,3,4,4,8,21,34,27,25,29,31,36,32,33,56,55,48,31,27,17,18,11,4,559,210,True,North,210,Beltrami,False
"Feb 15, 2008",Friday,2,2,3,3,4,9,14,27,27,23,28,26,39,36,48,52,58,61,36,24,21,19,17,8,587,210,True,North,210,Beltrami,False
